question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
What must a player consider about a spell’s qualities under rule 601.3b?,All choices that could be made during the spell’s proposal that might change the spell’s qualities.,The color identity of the spell after it resolves.,Whether the spell is a creature or a sorcery.,The number of cards in the player’s hand.
When can a player begin to cast a spell as though it had flash according to rule 601.3b?,"If any choices that could cause the effect to apply are made during the spell’s proposal, the player may begin to cast that spell as though it had flash.",Only when the spell’s mana cost is less than three.,Only if the spell is a creature spell.,Only after the spell has already entered the battlefield.
Can a creature card with bestow be cast as though it had flash?,"Yes, because choosing bestow turns it into an Aura, allowing it to be cast as though it had flash.","No, because bestow is a cost reduction and does not affect flash.",Only if the opponent also has bestow on the battlefield.,"Only if the card is a sorcery, not a creature."
Why can a creature card that has the Bestow ability be cast as though it had flash when there is an effect that lets you cast Aura spells as though they had flash?,"Because the Bestow ability’s alternative cost turns the spell into an Aura spell, which satisfies the effect that allows Aura spells to be cast as though they had flash.",Because Bestow automatically grants flash to all spells that share it.,Because any creature spell can be cast as though it had flash whenever you wish.,"Because Bestow changes the creature into a land card, which can be cast as though it had flash."
What allows you to cast a spell as though it had flash when you use the bestow ability’s alternative cost?,"Because choosing the bestow ability’s alternative cost turns the spell into an Aura spell, letting you begin to cast it as though it had flash.",Because bestow automatically grants flash to any spell.,Because all Aura spells have flash by default.,Because you can add flash to a spell after it’s on the stack.
Under which condition can a player legally begin to cast a spell as though it had flash according to the rules?,When the spell is turned into an Aura spell by paying the bestow alternative cost.,When the spell is first cast during a player's first turn.,When the spell’s mana cost is less than or equal to one.,When the spell’s controller has a permanent with flash.
Under what circumstance can a player begin to cast a spell as though it had flash?,If the spell would have flash only when certain conditions are met and those conditions are satisfied.,If the spell costs less than three mana.,If the spell is a creature card.,If the spell is being cast from the graveyard.
Rule 601.3d permits a player to start casting a spell as though it had flash when:,The specific conditions that grant the spell flash are fulfilled.,The player has at least five life points remaining.,The spell is on the battlefield as an enchantment.,The opponent controls a flying creature.
"When determining whether a spell is legal to cast, what replaces the card’s normal characteristics?",Alternative characteristics replace the object’s characteristics for this determination.,The spell’s mana cost.,The controller’s life total.,The card’s text line.
"If a spell has alternative characteristics for legality determination, are continuous effects that would apply to the object once it has those characteristics taken into account?","Yes, continuous effects that would apply once it has those characteristics are also considered.","No, continuous effects are ignored.",Only static abilities are considered.,Only keyword abilities are considered.
"When you control Garruk’s Horde, which type of spells may you cast from the top of your library?",creature spells,instant spells,sorcery spells,enchantment spells
"If the top card of your library is a non‑creature card with morph and you control Garruk’s Horde, what can you do?",cast it using its morph ability,cast it normally without morph,ignore the card and draw another,discard the card instead
"When you control Melek, Izzet Paragon, can you cast the creature portion of an Adventurer card from the top of your library?","no, you can only cast its instant portion","yes, you can cast the creature portion","yes, you can cast both the creature and its instant portion","no, you cannot cast the card at all"
"If you control Garruk’s Horde and the top card is Giant Killer (a creature with an Adventure), can you cast the creature portion?","yes, you may cast Giant Killer","no, you may only cast its Adventure portion","yes, you can cast the Adventure but not the creature","no, you cannot cast either portion"
"With Melek, Izzet Paragon under your control, can you cast Chop Down from the top of your library?","yes, you may cast Chop Down","no, you may only cast the creature portion of Giant Killer","no, you must discard a card first","no, you cannot cast any spell from the top of your library"
"Which spells may you cast from the top of your library while Melek, Izzet Paragon is on the battlefield?",instant and sorcery spells only,all spells,only creature spells,instant spells only
"If the top card of your library is Giant Killer, an adventurer creature with the instant adventure Chop Down, which spell can you cast under Melek, Izzet Paragon?",Chop Down,Giant Killer,both Giant Killer and Chop Down,none of the above
"If the top card of your library is Giant Killer and you control Garruk’s Horde, which spell can you cast?",Giant Killer (but not Chop Down),Chop Down (but not Giant Killer),both Giant Killer and Chop Down,none of the above
Under what condition may a player begin to cast a spell from among face‑down cards in exile?,Only if the player can look at the face‑down card in exile,Only if the card is revealed by a spell,Only if the player controls the card’s owner,Only if the card is a creature
Under what condition may a player begin to cast a spell with certain qualities from among face‑down cards in exile?,Only if they can look at the face‑down card in exile.,Only if the card is already face‑up.,Only if they control a creature with flying.,Only if they have more life than their opponent.
"When a player announces the choices for a spell’s modes, alternative costs, or additional costs, under what circumstance may they consider other choices to have been made earlier in that step?","They may consider any other choices to be made in that step if those choices could allow them to select a particular mode, alternative cost, or additional cost.",They must wait until all later instructions are resolved before making any choice.,They can only consider other choices if they have already paid all costs.,They are not allowed to look at any card before choosing the mode.
"If certain options for a spell become available only after other choices would normally be made, what can the spell’s controller do to use those options?","They may consider those other choices to be made in the current step, enabling them to pick the option.",They must discard the spell and cast it again from hand.,They must wait until the opponent’s turn to make the choice.,They are required to choose the mode with the lowest mana cost.
"What does rule 601.4 allow a player to do when announcing modes, alternative costs, or additional costs for a spell?","If the choice of a mode, alternative cost, or additional cost would normally be made later, the player may announce that choice early so long as it would allow them to select that mode, cost, or additional cost.","The player may announce any choice at any time, regardless of whether it influences the final selection.",A player can only announce a choice after all other decisions have been made.,Choices can be announced only if the spell’s text explicitly permits it.
Why can a controller of *Inscription of Abundance* choose any number of modes before paying the kicker cost?,"Because paying the kicker cost would allow the controller to choose any number of modes, and rule 601.4 lets them make that choice early.",Because the spell has no other costs that need to be paid.,Because the kicker cost is always optional for modal spells.,Because the spell’s text states the modes must be chosen after the kicker is paid.
"If a modal spell is kicked, how many modes may the caster choose?",Any number of modes,Exactly one mode,Exactly two modes,No modes at all
"When a modal spell is kicked, what option does the caster have regarding the number of modes?",Choose any number of modes,Must choose one mode only,Must choose a fixed set of two modes,Cannot choose any modes until the spell resolves
What happens if a rule or effect would make the casting of a spell illegal after you have already determined and paid its costs?,It doesn’t matter; the spell is still cast.,The spell is automatically countered.,You must return the spell to your hand.,The spell is ignored and no effect occurs.
Does a rule or effect that would make a spell illegal after it has been cast affect the legality of that casting?,"No, it does not affect it.","Yes, the spell becomes illegal and is countered.","Yes, the spell loses its effects.","Yes, the spell is removed from the game."
"Can a player finish casting a spell that had flash because certain conditions were met, even if those conditions stop being met after the spell’s casting has begun?","Yes, the player may continue to cast it as though it had flash.","No, the spell becomes illegal and must be discarded.",The player must wait until the next turn to finish casting.,The player must pay an additional cost to keep the flash effect.
What does the keyword “flash” allow a player to do with a spell?,It lets a player cast the spell at any time the player could cast an instant.,It forces the spell to be cast only during the player's main phase.,It makes the spell immune to counterspells.,It requires the player to sacrifice a creature when casting the spell.
"When an opponent is required to make a choice (such as selecting a mode or targets) for a spell the controller is casting, at what point do they make that choice?",When the controller would normally make the choice during the spell’s casting.,When the opponent chooses after the spell resolves.,When the controller decides at random.,When the opponent makes the choice during the controller’s upkeep.
"When an opponent must make a choice while a spell is being cast, at what point does that choice occur?",At the moment the spell’s controller would normally make the choice.,At the beginning of the opponent’s next turn.,After the spell resolves.,Whenever the opponent decides to act.
"When a spell forces an opponent to make a choice and more than one opponent could make that choice, who decides which opponent will make the choice?",The spell’s controller decides which opponent will make the choice.,The opponent who made the first choice.,The player who last cast a spell.,The choice is decided randomly.
What is the exception to rule 101.4 regarding the order of players when a spell instructs its controller and another player to act simultaneously?,"The spell’s controller goes first, then the other player.",Both players act simultaneously regardless of the spell’s instruction.,"The other player goes first, followed by the spell’s controller.","The player who last cast a spell goes first, then the opponent."
What does rule 601.7 state about spells that alter costs when they are cast?,Spells that alter costs do not affect spells and abilities already on the stack.,Spells that alter costs affect all spells currently on the stack.,Spells that alter costs only affect the spell that altered the cost.,Spells that alter costs cancel all other spells on the stack.
What are the two components of an activated ability?,A cost and an effect.,A trigger and an effect.,A cost and a condition.,A cost and a reward.
How are activated abilities written?,[Cost]: [Effect.] [Activation instructions (if any).],[Effect]: [Cost],[Activation instructions]: [Cost] [Effect],[Cost] – [Effect] – [Activation instructions]
What does the colon (:) separate in the written form of an activated ability?,The cost from the effect.,The activation instructions from the effect.,The effect from the cost.,The cost from the activation instructions.
What is the standard format for writing an activated ability?,[Cost]: [Effect.] [Activation instructions (if any).],[Effect]: [Cost.] [Activation instructions (if any).],[Cost] – [Effect] – [Activation instructions (if any).],[Cost]: [Activation instructions (if any).] [Effect.]
"In an activated ability, what appears immediately before the colon?",The activation cost,The effect of the ability,The optional activation instructions,Nothing; there is no colon in activated abilities
Who must pay the activation cost of an activated ability?,the player who is activating it,the defending player,the opponent,the creature’s controller
"When a player activates an ability, what must they do with its activation cost?",Pay the activation cost,Discard a card,Shuffle their library,Draw a card for free
What type of information is typically found in the text that follows the colon of an activated ability?,It provides instructions that must be followed while activating the ability.,It describes the abilities of other cards.,It determines the color of mana needed for other abilities.,It lists all cards that can be targeted by the ability.
Is the instruction text that follows the colon considered part of the ability’s effect?,"No, it is not part of the ability's effect.","Yes, it is part of the ability's effect.",It may or may not be part of the effect depending on context.,It only becomes part of the effect after the ability resolves.
When does the instruction text after the colon function?,It functions at all times.,Only when the ability is activated.,Only during combat.,Only when the ability resolves.
Which players can be restricted by the instruction text that follows the colon?,The instruction can specify which players can activate the ability.,The instruction can specify only non‑players.,The instruction can only restrict opponents.,The instruction can only restrict the controller.
What types of restrictions can activation instructions for an activated ability impose?,"They can specify which players may activate the ability, when a player may activate it, or how the activation cost is defined.",They can define the outcome of the ability’s effect.,They can limit the number of times the ability can be used in a single turn.,They can change the mana color of the ability’s cost.
Are activation instructions part of the ability’s effect?,"No, they are not part of the ability’s effect; they are separate instructions that must be followed when activating.","Yes, they are part of the effect and determine what happens when the ability resolves.",They are only relevant if the ability has a mana cost.,They only apply after the ability’s effect has resolved.
When do activation instructions for an activated ability function?,"They function at all times, regardless of whether the ability is currently being activated.",Only when the ability is tapped.,Only during the active player’s turn.,Only after the ability’s effect has resolved.
"In the example ability “{2}, {T}: You gain 1 life,” what is the activation cost?",Two mana of any type plus tapping the permanent that has the ability.,One mana and tapping the permanent.,"Two mana only, no tapping required.",Tapping the permanent without any mana cost.
Where do activation instructions appear in the printed text of an activated ability?,"They appear last, after the ability’s effect.",They appear before the ability’s effect.,They are placed in the middle of the ability text.,They are omitted from the printed card and only described in the rules.
What is the role of activation instructions in an activated ability?,They are not part of the ability’s effect and function at all times.,They are only relevant when the ability is activated.,They can be ignored if the ability is used on the opponent’s turn.,They change the effect of the ability once it has resolved.
Which kind of ability is the only type that can be activated?,Activated abilities,Triggered abilities,Static abilities,Morph abilities
Which type of ability can be activated in the game?,An activated ability,A triggered ability,A static ability,A keyword ability
"When a rule or object mentions “activating an ability” without specifying its kind, which ability is it referring to?",An activated ability,A triggered ability,A static ability,A keyword ability
"When a rule mentions activating an ability without specifying the kind, which type of ability is it referring to?",An activated ability,A triggered ability,A static ability,A keyword ability
Which type of ability is the only one that can be activated in the game?,An activated ability,A triggered ability,A static ability,A keyword ability
What term does Oracle card reference use to describe the use of an activated ability?,activating,playing,casting,summoning
What term was formerly used on cards to refer to the use of an activated ability?,playing,activating,casting,summoning
What term is now used in the Oracle card reference to describe the use of an ability that was previously referred to as “playing” that ability?,activating,playing,casting,summoning
"When a spell or ability changes the activation cost of another ability, how is that change applied?","It applies to the ability’s total activation cost, even if other effects also increase or decrease that cost.",It applies only to the part of the cost that was altered.,It can never affect a cost that is already on the stack.,The change does not apply if the ability is on the battlefield.
"To activate an ability, what must a player do?",They must put the ability onto the stack and pay its costs.,They must first summon the creature that has the ability.,They must wait until the ability is tapped.,They must first exile the ability from the battlefield.
What happens if a player is unable to comply with any step during the activation of an ability?,The activation is illegal and the game returns to the moment before that ability started to be activated.,The player loses the turn.,The ability still resolves normally.,The ability is placed on the stack to be resolved later.
"According to rule 732, how does the game handle an illegal activation of an ability?",The game state reverts to the moment before the ability started to be activated.,The illegal action is simply ignored and play continues.,The player pays a penalty to the opponent.,The ability is forced to resolve even though the conditions were not met.
Can announcements and payments be altered after they’ve been made during the activation of an ability?,"No, announcements and payments cannot be altered once made.","Yes, a player can change their announcement if they want.","Yes, the opponent can modify the payment after it’s been declared.","Yes, after the ability resolves the payment can be altered."
What happens to a card when its activated ability is activated from a hidden zone?,It is revealed.,It is returned to its owner's hand.,It is discarded.,It is destroyed.
What type of object is an activated ability when it is put on the stack?,An object that’s not a card – a temporary object that contains only the ability’s text.,A permanent on the battlefield.,A card that remains in the hand.,An artifact that moves to the graveyard.
Where does an activated ability go when it is created on the stack?,It becomes the topmost object on the stack.,It goes to the bottom of the stack.,It is sent to the sideboard.,It is removed from the stack immediately.
Who controls an activated ability once it’s on the stack?,The player who activated the ability.,The player who owns the card.,The active player.,The defending player.
Under what circumstances does an activated ability leave the stack?,"When it is countered, resolves, or an effect moves it elsewhere.",When the active player declares a new spell.,When the ability’s controller discards a card.,When the game ends.
"When an activated ability is on the stack, what characteristics does it possess?","It has the text of the ability that created it, and no other characteristics.",It retains the original card’s power and toughness.,It carries the card’s name and mana cost.,It inherits all of the card’s other abilities.
Who controls an activated ability that has been placed on the stack?,The player who activated the ability.,The controller of the card that has the ability.,The active player.,The defending player.
Which rules describe the remainder of the process for activating an ability?,Rules 601.2b–i,Rules 602.1a–c,Rules 601.3a–d,Rules 603.5a–e
"In Magic, how do the rules 601.2b–i affect activated abilities?",They apply to activating an ability just as they apply to casting a spell.,They only apply to activated abilities that are not spells.,They only affect triggered abilities.,They do not apply to activated abilities at all.
What is the analog of a spell’s mana cost for an activated ability?,Its activation cost.,Its casting cost.,Its upkeep cost.,Its damage cost.
"When an activated ability tells an opponent to choose a mode or target, when does that opponent make the choice?",When the ability’s controller would normally do so during activation.,Immediately after the ability resolves.,At the end of the turn.,Only after the ability resolves if it has no effect.
"If an ability allows an opponent to make a choice and there are multiple opponents, who selects which opponent makes the choice?",The ability’s controller chooses which opponent makes the choice.,The opponents vote among themselves.,The opponent who cast the ability gets to decide.,The choice is made randomly by the game engine.
"When an activated ability requires an opponent to make a choice, at what point does that opponent make the choice?",When the ability’s controller normally would do so.,Immediately after the ability is put onto the stack.,At the beginning of the opponent’s next turn.,After the ability resolves.
"When an activated ability lets an opponent choose a mode or target and there is more than one opponent who could make that choice, who decides which opponent will make the choice?",The ability’s controller decides which opponent makes the choice.,The player who controls the card that was just put onto the battlefield chooses.,The opponent who cast the ability chooses.,All opponents automatically make the choice simultaneously.
"In a multiplayer game of Magic, if an activated ability says “choose a target” and several opponents could be chosen, how is the opponent selected?",The ability’s controller selects which opponent will make the choice.,The opponent who has the lowest life total selects.,The opponent who most recently cast a spell gets to choose.,Each opponent gets a turn to choose in rotation.
"When an activated ability tells its controller and another player to perform actions at the same time, who acts first?","The ability’s controller goes first, then the other player.","The other player goes first, then the controller.",Both players act simultaneously.,The player who is tapped first acts first.
Which rule is explicitly noted as being overridden in the situation where an ability instructs its controller and another player to act simultaneously during activation?,Rule 101.4,Rule 101.2,Rule 100.3,Rule 102.5
"During a simultaneous ability activation that involves the ability’s controller and another player, who acts first?","The ability’s controller goes first, then the other player.","The other player goes first, then the ability’s controller.",Both players act simultaneously without a set order.,The order is decided by the game master or a die roll.
What stops a player from starting to activate an ability that is prohibited?,The player cannot begin to activate it.,The ability is automatically cancelled.,The ability can be activated after the prohibition ends.,The ability is replaced by a copy of itself.
A creature’s activated ability that requires tapping ({T}) or untapping ({Q}) can only be activated if:,the creature has been under its controller’s control since the start of their most recent turn,the creature is currently tapped,the creature has no other abilities,the creature’s controller has no counters
"For creatures that have haste, the restriction on activating tap or untap abilities is:",creatures with haste can activate such abilities regardless of having been under their controller’s control since the start of the most recent turn,creatures with haste cannot activate tap or untap abilities,"creatures with haste can only activate tap abilities, not untap",creatures with haste ignore all activation costs
Which keyword ability allows a creature to activate its tap (or untap) ability even if it hasn’t been under its controller’s control since the start of its most recent turn?,Haste,Flying,First strike,Deathtouch
"If an activated ability has a restriction such as “Activate only once each turn,” does that restriction still apply after the controller of the object changes?","Yes, the restriction continues to apply to that object even if its controller changes.","No, the restriction is removed when the controller changes.",The restriction only applies if the controller changes during the same turn.,The restriction applies only to the original controller and never to others.
"If a creature gains an activated ability that says ""Activate only once each turn"" from a spell, does that restriction apply to all other abilities on the creature that have the same wording?","No, it applies only to the ability acquired from that spell.","Yes, it applies to every identical ability the creature has.","Yes, it applies to all activated abilities the creature could ever have.","No, it applies only when the creature is the target of another spell."
"When an object acquires an activated ability with a restriction on its use from another object, the restriction applies only to that ability as acquired from that object. Which of the following best describes the scope of this restriction?",The restriction applies only to the specific acquired ability.,The restriction applies to all identically worded abilities the object possesses.,The restriction applies to the object's controller for all turns.,The restriction applies to all objects in play regardless of abilities.
"When a creature gains an activated ability that has a usage restriction (e.g., “Activate only once each turn”) from another object, does that restriction apply to all of the creature’s identically worded abilities?","No, the restriction applies only to the ability acquired from that object.","Yes, it applies to all identical abilities the creature has.",It applies only if the controller is the original owner of the ability.,It applies to all abilities regardless of wording.
What does an activated ability that says “Activate only as a sorcery” require from the player?,"The player must follow the timing rules for casting a sorcery, even though the ability isn’t a sorcery.",The player must actually cast a sorcery spell.,The ability can only be activated during the casting of a sorcery spell.,The player must have a sorcery card in hand.
"When an activated ability states “Activate only as a sorcery,” what must the player do?",Follow the timing rules for casting a sorcery.,Pay the mana cost of a sorcery card.,Activate the ability during any turn.,Use the ability only during the opponent’s turn.
Do you need a sorcery card on the battlefield to activate an ability that says “Activate only as a sorcery”?,"No, the ability can be activated without a sorcery card.","Yes, you must have at least one sorcery card in play.",Only if you have a sorcery card in your hand.,Only if you have a sorcery card on the stack.
"When an activated ability reads “Activate only as an instant,” what timing rule must the player follow?",The timing rules for casting an instant.,The timing rules for casting a sorcery.,The rules for activating abilities during combat only.,The rules for playing a creature card.
Does an ability that says “Activate only as an instant” require an instant card to be available?,"No, it can be activated without an instant card.","Yes, it requires an instant card in your hand.","Yes, it requires an instant card on the battlefield.","Yes, it requires an instant card on the stack."
"If an activated ability says “Activate only as a sorcery”, does the player need to have a sorcery card that they could cast in order to activate it?","No, they don’t need a sorcery card.","Yes, they must have a sorcery card available to cast.","Yes, they must have an instant card available to cast.","No, they must have a creature card to cast."
What must a player do when an activated ability says “Activate only as an instant”?,The player must follow the timing rules for casting an instant spell.,The ability can only be activated during the opponent’s combat phase.,The ability requires you to discard a card before activation.,The ability can only be activated when you have an instant in hand.
Do you need to have an instant card in your hand to activate an ability that reads “Activate only as an instant”?,"No, you do not need to have an instant card.","Yes, you must have an instant card in your hand.","Yes, you must have at least one instant card on the battlefield.","Yes, you must have an instant card in your graveyard."
"When an ability says “Activate only as an instant,” must a player have an instant card in hand to use it?","No, you do not need to have an instant card to activate the ability.","Yes, you must have an instant card in hand to activate the ability.",You can only activate the ability if it’s on a creature.,The ability can only be activated if you have a sorcery card in hand.
What are the two essential parts of a triggered ability?,A trigger condition and an effect,A cost and a result,An activation keyword and a mana cost,A target and a damage value
How is a triggered ability written on a card’s text?,"It begins with “[When/Whenever/At]”, followed by the trigger condition or event, then a comma and the effect","It starts with an activated keyword, then the cost, then the effect","It uses a “sacrifice” clause, then the effect, and finally the target","It lists only the effect, with no trigger condition"
What optional component can follow the effect of a triggered ability?,Instructions that limit what the ability may target or state that it can’t be countered,A mana cost that must be paid to use the ability,A requirement that the ability can only be used during a specific phase,An indication that the ability can be tapped to generate mana
What is the purpose of the instructions that may appear after a triggered ability’s effect?,They limit what the ability may target or state that it can’t be countered.,They describe how the ability’s cost is paid.,They indicate the order in which the ability resolves.,They provide an alternate wording for the ability’s effect.
When do the instructions of a triggered ability apply?,While the ability is on the stack.,Only after the ability has resolved.,Only when the ability is countered.,Only when the ability’s effect has fully resolved.
What may a triggered ability include after its effect that limits what the ability may target or states it can’t be countered?,instructions,a cost,a requirement to pay additional mana,a mandatory sacrifice
Does the instruction part of a triggered ability count as part of the ability’s effect?,"No, it is not part of the effect.","Yes, it is part of the effect.","No, it is optional but counts as the effect.","Yes, it is part of the effect but only when the ability resolves."
When does the instruction part of a triggered ability function?,While the ability is on the stack.,After it resolves.,Before it resolves.,During its cost payment.
What can an instruction after a triggered ability's effect do regarding counterability?,It can state that the ability can’t be countered.,It can say the ability can be countered.,It can remove counterability from other abilities.,It has no effect on counterability.
When does the instruction after a triggered ability’s effect that limits targeting or states it can’t be countered function?,While the ability is on the stack.,When the ability resolves.,When the ability is on the battlefield.,When the ability has already triggered.
When does a triggered ability automatically trigger?,When a game event or game state matches the ability’s trigger event.,When the player activates the ability from their hand.,When the ability is cast as a spell.,When the controller chooses to activate it.
What happens to a triggered ability immediately after it triggers?,It doesn’t do anything until it resolves.,It resolves instantly and its effect is applied.,It creates a token as soon as it triggers.,It deals damage to all creatures at the moment of triggering.
Can a triggered ability still trigger when it is illegal to activate abilities or cast spells?,"Yes, a triggered ability can still trigger.","No, it can only trigger when casting and activating are legal.",Only if the ability is a legendary spell.,Only during the combat phase.
Which of the following does not affect a triggered ability’s ability to trigger?,Effects that preclude abilities from being activated.,The presence of a global effect that prevents casting of spells.,An effect that requires a mana payment to activate.,A rule that forbids the use of activated abilities in a certain zone.
Which type of abilities is not prevented by effects that preclude activation?,Triggered abilities,Activated abilities,Passive abilities,Continuous abilities
Which abilities trigger when a phase or step begins?,All abilities that trigger “at the beginning of” that phase or step,All abilities that trigger “at the end of” that phase or step,All activated abilities,All abilities that trigger “when you cast a spell”
How many times can a trigger ability activate in response to a single trigger event that contains multiple occurrences?,It triggers once for each occurrence within that event.,It triggers only once regardless of how many occurrences are in the event.,"It triggers once for each creature involved, not for each occurrence.",It never triggers more than once in any case.
"If a permanent has an ability that triggers whenever a land is put into a graveyard from the battlefield, how many times will it trigger when a spell destroys all lands?",once for each land put into the graveyard,only once in total,twice for each land,it will not trigger at all
"Under rule 603.2c, can a triggered ability activate more than once from a single event that involves several trigger conditions?","yes, it can trigger once for each occurrence of the trigger condition within that event","no, it can trigger only once per event regardless of how many times the condition is met",it cannot trigger at all if multiple conditions are present in the same event,it will trigger twice no matter how many times the condition occurs
"How does the game determine how many times a triggered ability that ""triggers additional times"" should fire?","It counts the number of times the ability’s trigger condition is met, then the ability triggers that many times.","It triggers only once, regardless of the number of trigger events.",It continues to trigger repeatedly until the stack is empty.,It triggers automatically for every effect in play.
"Does an effect that states ""an ability triggers additional times"" invoke itself repeatedly?","No, it does not invoke itself repeatedly and it does not apply to other effects that affect how many times an ability triggers.","Yes, it repeatedly triggers the ability until the stack is cleared.",It only triggers once per game.,It triggers only if another effect explicitly allows it.
"When an effect says a triggered ability should trigger additional times, what does the rule say must be done?","Determine how many times the ability should trigger, then trigger it that many times.",It triggers repeatedly until the ability’s own trigger condition is met.,It triggers only once regardless of the wording.,It invokes the effect that increases triggers each time the ability would normally trigger.
Does an effect that states a triggered ability triggers additional times invoke itself repeatedly?,"No, it does not invoke itself repeatedly and does not apply to other effects that affect how many times an ability triggers.",It triggers once for each time the original ability would trigger.,It triggers only after all other abilities have resolved.,It causes the effect to stack and trigger in reverse order.
"When an effect refers to a triggered ability of an object, which abilities does it refer to?","Only the triggered abilities that the object has, not any delayed triggered abilities created by its abilities.","Yes, it includes delayed triggered abilities created by the object’s own abilities.","Only delayed triggered abilities, not the ones the object already has.",Both triggered and delayed triggered abilities if they are activated by the object.
"According to rule 603.2e, does a delayed triggered ability that a creature’s ability creates count as a triggered ability the creature has?","No, it does not.","Yes, it does count as a triggered ability the creature has.",It only counts if the delayed triggered ability is attached to the creature.,It is ignored entirely and cannot trigger at all.
When does an ability that triggers when a permanent “becomes tapped” actually activate?,Only when a permanent that’s already on the battlefield changes from untapped to tapped.,When a permanent is played from the hand while it’s already tapped.,"Whenever a permanent is on the battlefield, regardless of its current tapped status.",Only when the permanent is removed from the battlefield and then re‑enters tapped.
Does an ability that triggers when a permanent “becomes tapped” also trigger if that permanent enters the battlefield tapped?,"No, it does not trigger when the permanent enters the battlefield tapped.","Yes, it triggers immediately upon entry if the permanent starts tapped.",It triggers only if the permanent is tapped after the game begins.,It triggers once per turn as long as the permanent remains tapped.
"When a triggered ability’s trigger condition is met but the object that has the ability is never visible to all players, what happens?",The ability does not trigger.,The ability triggers regardless of visibility.,The ability triggers only if a player can see the object.,The ability triggers only if the object is tapped.
"According to the relevant rule, under what circumstance will a triggered ability fail to trigger?",When the object that carries the ability is never visible to all players.,When the ability’s trigger condition never actually occurs.,When the ability is a static ability instead of a triggered ability.,When the object has been removed from the battlefield before the trigger resolves.
Why might a triggered ability not fire during a game?,Because the object that holds the ability has never been visible to all players.,Because the ability’s effect has already been used.,Because the object is currently tapped.,Because the ability was replaced by another effect.
What must happen for a triggered ability to actually trigger?,It triggers only if its trigger event actually occurs.,It triggers even if the event is prevented or replaced.,It triggers only when the event occurs on a tapped permanent.,It triggers after the replacement effect has resolved.
What effect does a prevented or replaced event have on a triggered ability?,It prevents the ability from triggering.,"The ability still triggers, but with a reduced effect.",The ability triggers only after the replacement effect resolves.,"The ability triggers normally, ignoring the prevention."
Will an ability that triggers on damage dealt activate if all damage is prevented?,It will not trigger,It will trigger regardless,It will trigger only if some damage remains,It will trigger after the damage is prevented
What condition must be met for a triggered ability with the instruction “Do this only once each turn” to trigger?,The ability triggers only if its source’s controller has not yet taken the indicated action that turn.,The ability triggers even if the controller has already performed the action earlier that turn.,"The ability can trigger multiple times in a turn, regardless of the controller’s actions.","The ability triggers only on the controller’s next turn, not the current one."
What happens to a triggered ability once it has triggered?,Its controller puts it on the stack as an object that’s not a card the next time a player would receive priority.,It is discarded immediately.,It is returned to the hand of its controller.,It is placed into the graveyard.
Where does a triggered ability land on the stack when it triggers?,It becomes the topmost object on the stack.,It is placed at the bottom of the stack.,It is placed directly in the battlefield zone.,It is put in the library.
What characteristics does a triggered ability have while on the stack?,"It has the text of the ability that created it, and no other characteristics.",It keeps all characteristics of its source creature or spell.,It gains a new power and toughness equal to the damage dealt.,It is treated as a card in the controller’s hand.
"When a triggered ability is put onto the stack, where does it go?",It becomes the topmost object on the stack.,It is placed at the bottom of the stack.,It is moved to the middle of the stack.,It is removed from the stack immediately.
Which rule explains the timing and priority of putting a triggered ability onto the stack?,"Rule 117, “Timing and Priority.”","Rule 603, “Triggered Abilities.”","Rule 101, “Stack Management.”","Rule 200, “Priority Handling.”"
"When a triggered ability is placed on the stack, what information does it contain?","The text of the ability that created it, and no other characteristics.",The power and toughness of its source creature.,The mana cost of its source card.,A unique card number and color identity.
Which of the following is NOT a characteristic of a triggered ability while it remains on the stack?,An identifier linking it to its source.,The text of the ability that created it.,Its mana cost.,Its color identity.
What are the circumstances that cause a topmost stack object to be removed from the stack?,"It remains on the stack until it’s countered, it resolves, a rule causes it to be removed from the stack, or an effect moves it elsewhere.",It remains on the stack until the controller chooses to exile it.,It remains on the stack until the stack is cleared at the end of the turn.,It remains on the stack until the controller pays its mana cost again.
"When a triggered ability triggers, who controls it?",The player who controlled its source at the time it triggered.,The player who last received priority.,The player who cast the ability’s source.,The active player.
What type of triggered ability is an exception to the rule that it is controlled by the player who controlled its source at trigger time?,A delayed triggered ability.,A counterspell.,A sorcery spell.,A creature’s activated ability.
"During the first part of placing triggered abilities onto the stack, how may a player arrange the abilities they control?",Each player may choose any order they wish.,Abilities must be placed in the order they first entered the stack.,The controller must follow the chronological order of the triggers.,The controller must randomize the order of the abilities.
What qualifies a triggered ability to be handled in the first part of the stacking process described?,Its trigger condition is not another ability triggering on the stack.,Its trigger condition occurs after the last priority was taken.,It is a static ability that remains on the battlefield.,It triggers when a spell is cast by an opponent.
Which phrase best describes the nature of the trigger condition for abilities handled in the first part of the stacking process?,It isn’t a trigger that depends on another ability currently on the stack.,It triggers when the ability is placed on the stack.,It depends on the last creature that entered the battlefield.,It triggers only if the ability is on the bottom of the stack.
How is the order of players determined when placing the remaining triggered abilities onto the stack?,APNAP order,NAPAP order,Random order,The order of the last event resolved
