question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
What is a linked ability in Magic: The Gathering?,An ability that refers to actions taken or objects affected by another ability printed on the same object.,An ability that can be activated twice per turn.,An ability that grants additional damage to a target.,An ability that can be shared between two different permanents.
"When an ability is printed on either face of a nonmodal double‑faced object, how is that ability treated for purposes of linked abilities?",It is considered printed on that object regardless of which face is up.,Only the face that is currently up is considered printed.,It is considered printed only if the object is a token.,The ability is ignored for purposes of linked abilities.
"According to rule 607.1b, does the face that is up on a nonmodal double‑faced object determine whether its printed ability is considered “printed” for these purposes?","No, it is considered printed regardless of which face is up.","Yes, only the up face’s ability counts.",It depends on whether the object is a creature or a land.,The rule only applies to modal double‑faced objects.
Under what circumstances can abilities printed on two objects be linked?,"If one object is a token, emblem, or nontoken permanent and the second object was the source of the ability that created the token or emblem or put that permanent onto the battlefield.",If both objects are nontoken permanents that share the same name.,If one object is a creature and the other is a land.,If both objects are artifacts.
Which of the following types of objects can be involved in a linked ability with the source that created a token or emblem?,"Token, emblem, or nontoken permanent.",Only artifacts.,Only creatures.,Only lands.
"When abilities printed on two objects are linked, which rule specifies the criteria they must satisfy?",Rule 607.2.,Rule 607.1b.,Rule 607.1c.,Rule 607.3.
Which two conditions must be met for abilities on the same object to be considered linked under rule 607.2a?,"One ability must instruct a player to exile one or more cards, and another ability on the same object must refer to ""the exiled cards"" or to cards ""exiled with [ this object ]"".",Both abilities must be activated and reference the same creature.,The abilities must appear on separate objects.,The abilities must involve drawing cards from the library.
What distinguishes the linked abilities described in rule 607.2b from those in rule 607.2a?,"The first ability must generate a replacement effect that causes cards to be exiled, rather than an explicit exile instruction, and the second ability must refer to ""the exiled cards"" or to cards ""exiled with [ this object ]"".",The first ability must be a static ability that creates tokens.,Both abilities must be triggered abilities that require payment of mana.,The replacement effect must exile the card’s owner.
What does the second ability in a linked ability pair refer to?,Only to cards in the exile zone that were put there as a result of an instruction to exile them in the first ability,"All cards in the exile zone, regardless of how they got there",Only to cards exiled by a replacement effect caused by the first ability,All cards that were ever exiled by any ability of the object
"When an object has a replacement‑effect ability that exiles cards and a second ability that refers to “the exiled cards,” to which cards does that second ability apply?",Only the cards that were exiled by the first ability’s replacement effect.,"All cards that are currently in exile, regardless of how they got there.",Only cards that were already in exile before the replacement effect occurred.,"All cards that have ever been exiled, even if they were exiled by other objects."
When does rule 607.2c say that abilities on a single card are linked?,"When a card has an activated or triggered ability that puts one or more objects onto the battlefield, and another ability on the same card that refers to objects “put onto the battlefield with [this object]” or “created with [this object]”. The first ability puts the objects, the second can only refer to those objects created by that first ability.","They are linked whenever the card has any activated ability, regardless of what it creates.","They are linked if the second ability refers to any object on the battlefield, even if not created by the first ability.",They are linked only if the card has a static ability that modifies the battlefield.
"According to rule 607.2c, what limitation applies to the objects that the second ability may refer to?",The second ability may refer only to objects that were put onto the battlefield as a direct result of the first ability.,It may refer to any objects that were on the battlefield before the first ability resolved.,It may refer to objects that were removed from the battlefield by the first ability.,"It may refer to any objects that were put onto the battlefield during the game, regardless of cause."
When are two abilities that involve a chosen value considered linked?,"They are linked only if both abilities are printed on the same object, one causes a player to choose a value and the other refers to that chosen value, and the second refers only to the choice made as a result of the first.",They are linked if the abilities are on any objects and refer to any value chosen by any player.,They are linked if the second ability can refer to any previously chosen value regardless of the first ability.,They are not linked at all; the rule does not apply to chosen values.
What does it mean for a second ability to “refer only to a choice made as a result of the first ability”?,It means that the second ability is linked to the first ability and can only use the choice that was made by the first ability.,The second ability can be activated without the first ability having resolved.,"The second ability can be chosen by any player, regardless of the first ability.",The second ability does not need any choice to function.
"When a Magic card has one ability that lets you note information and a second ability that refers to that information, what is the relationship between those abilities?",They are linked; the second ability refers only to information noted by the first ability.,"The second ability can refer to any information the player chooses, regardless of the first ability.",The first ability is ignored if the second ability refers to information.,The abilities function independently and do not affect each other.
"If an object’s ability allows a player to note information, and another ability on the same object refers to that information, how does the second ability interpret the noted data?",It refers only to the information noted as a result of the first ability.,It can refer to information from any other object the player has noted earlier.,It ignores the noted information and uses a default value instead.,It refers to all possible information that could be noted on any object.
"If an object has one ability that lets a player choose between two or more words that otherwise have no rules meaning, what does rule 607.2f say about another ability on the same object that refers to that choice?",only the second ability can refer to a choice made by the first ability,"the second ability can refer to any word, even those with rule meaning",the second ability can refer to a choice made before the first ability resolves,the second ability can refer to the words chosen by any player in the game
"According to rule 607.2f, what can the second ability on an object that refers to a choice involving words refer to?",a choice made as a result of the first ability,any choice the player makes at any time,a choice made by an opponent in a separate game,a choice involving words that have existing rule meanings
Under what conditions are two abilities on the same object considered linked according to rule 607.2g?,"When one ability causes a player to pay a cost as the object enters the battlefield, and another ability refers to that cost paid “as [this object] entered.”",When the object has two separate costs to pay at any time during a turn.,When an ability requires a player to sacrifice the object upon entering the battlefield.,When the object has a static ability that modifies its power and toughness.
"When an object has both a static ability and one or more triggered abilities printed on it in the same paragraph, how are those triggered abilities linked to the static ability?","They are linked to the static ability, so each triggered ability refers only to actions taken as a result of that static ability.",They function independently of the static ability and can trigger on any game event.,The triggered abilities override the static ability and are ignored unless the static ability is activated.,"They are linked only if the static ability is activated, otherwise the triggered abilities are ignored."
"If a triggered ability is linked to a static ability, on what actions can that triggered ability trigger?",Only on actions that were caused by the static ability.,"On any actions that occur during the same turn, regardless of the static ability.",On actions that are chosen by the player after the static ability resolves.,"On any actions that occur in any other player's turn, even if the static ability never resolved."
"When an object has a static ability and a triggered ability printed in the same paragraph, what actions does the triggered ability refer to?",Only actions taken as a result of the static ability.,All actions taken by the controller during the turn.,All actions taken by any player on the battlefield.,All actions taken before the static ability resolves.
When does the second ability refer to the additional cost in the linked‑ability rule?,Only to whether the intent to pay that additional cost was declared as the object was cast as a spell.,"To any time the additional cost is paid, regardless of when it was declared.","Only when the additional cost is actually paid, not just declared.","To the total amount of mana spent on the object, whether or not an additional cost was declared."
"If an ability lists multiple additional costs, how many linked abilities can be associated with it?","Multiple, one for each listed additional cost.","Exactly one, regardless of the number of additional costs.","Two, one for the first cost and one for all remaining costs.","Zero, because linked abilities are only used for single‑cost abilities."
"In rule 607.2i, what does the second ability refer to regarding the additional cost listed in the first ability?",Whether the intent to pay the additional cost listed in the first ability was declared as the object was cast as a spell.,Whether the additional cost was actually paid before the spell resolves.,Whether the additional cost was paid during any subsequent turns.,Whether the additional cost was paid after the spell has entered the battlefield.
How many linked abilities can be created when an ability lists multiple additional costs?,"Multiple linked abilities, one for each listed cost",Only one linked ability regardless of the number of costs,Two linked abilities regardless of how many costs are listed,No linked abilities are created
"When an ability lists multiple additional costs, what must each linked ability specify?",Which specific additional cost it refers to,Whether the ability was activated at all,Which creature the ability belongs to,When the ability was cast
"In the example of Stormscape Battlemage, which ability triggers if it was kicked with its {W} kicker?",The ability that triggers when it was kicked with the {W} kicker,The ability that triggers when it was kicked with the {2}{B} kicker,The ability that triggers on entering the battlefield regardless of kicking,No ability triggers when it is kicked with the {W} kicker
What triggers Stormscape Battlemage’s first ability when it enters the battlefield?,It was kicked with its {W} kicker.,It was kicked with its {2}{B} kicker.,It entered the battlefield without being kicked.,It was kicked with a combination of {W} and {2}{B} kicker.
What triggers Stormscape Battlemage’s second ability when it enters the battlefield?,It was kicked with its {2}{B} kicker.,It was kicked with its {W} kicker.,It entered the battlefield without being kicked.,It was kicked with both kicker costs at the same time.
Which two kicker costs can be paid for Stormscape Battlemage?,Kicker {W} and kicker {2}{B}.,Kicker {W} and kicker {U}.,Kicker {2}{B} and kicker {R}.,Kicker {W}{U}{B} and kicker {2}{B}.
What does it mean when a triggered ability is linked to its kicker ability?,It refers to the specific kicker cost chosen when the spell was cast.,It means the ability will trigger regardless of whether the spell was kicked.,The ability only triggers if the spell was kicked with the cheapest possible kicker cost.,It indicates that the spell can have more than one kicker ability at the same time.
"According to rule 607.2j, how are kicker abilities and their corresponding triggered abilities connected?",Each triggered ability is linked to the specific kicker ability that was used to cast the spell.,All triggered abilities of a spell are linked to the first kicker ability listed on the card.,Kicker abilities are only linked if the spell is cast as a non‑creature.,Triggered abilities and kicker abilities are never linked unless the spell has a cost reduction.
"If a spell has two kicker abilities, how does the game determine which triggered ability fires?",The triggered ability that corresponds to the kicker cost actually paid is the one that fires.,Both triggered abilities fire regardless of the kicker cost paid.,Only the first kicker ability listed on the card can trigger its ability.,Triggered abilities fire only if the spell is cast without any kicker cost.
What does rule 607.2j state about abilities that cause a player to pay an additional variable cost and abilities that refer to that cost when an object is cast?,They are linked.,They cancel each other out.,They must be activated separately.,They are only relevant to creature spells.
"When an ability on an object references “as this object was cast,” what does rule 607.2j say about its relationship to the ability that caused the payment?",It is linked to the payment‑causing ability.,It is unrelated and resolves independently.,It can only trigger during the opponent’s turn.,It replaces the original cost entirely.
What does an ability that is preceded by an anchor word link to?,It is linked to the ability that allows a player to choose that anchor word.,It links to the first ability that appears on the card.,It links to the ability that grants flying.,It links to the ability that requires the player to discard a card.
"In the context of linked abilities, what is the effect of a static ability that lets a player exile cards “before you shuffle your deck to start the game” and a second ability that refers to cards “exiled with cards named [this object’s name]”?","The second ability is linked to the first, referencing the cards exiled before the game began.",The second ability can only target cards that are in the graveyard.,The first ability must be activated during a combat step.,The second ability is ignored if the cards are exiled after shuffling.
What does the second ability refer to after the first ability makes a choice?,It refers only to the choice made as a result of the first ability and continues to refer to that choice as the object changes zones during the game.,It refers to any choice made later in the game.,It refers to the choice of the opponent during the game.,It refers to the choice of the player but only until the object leaves the battlefield.
"If a permanent spell has an ability that exiles cards while paying a cost, and the resulting permanent has an ability that refers to cards “exiled with [this object],” which cards does that ability refer to?",Only the cards exiled to pay the cost of the spell that became that permanent.,All cards exiled by that permanent at any time during the game.,All cards exiled by any object with that name.,All cards exiled by the spell itself before casting.
"When a pair of linked abilities refers to exiled cards, and one ability uses a phrase such as “the exiled card” while the other has multiple cards exiled (for example, because the ability was copied), how does that single‑card phrase apply?",It refers to each of the exiled cards.,It refers only to the first exiled card.,It refers to no cards at all.,It refers to all cards except the first one.
"If an ability that references exiled cards asks for information such as a characteristic or mana value, and there are several exiled cards, what value is used when that information determines a variable?",The sum of all the answers.,The maximum of the answers.,The minimum of the answers.,A random single answer.
"When an ability asks for any information about an exiled card, what is returned?","multiple answers, one for each exiled card",the first exiled card only,a random exiled card,the most recently exiled card
"If an ability uses the information it receives about multiple exiled cards to determine a variable value, how is that value calculated?",the sum of the answers from all exiled cards,the average of the answers from all exiled cards,only the answer from the first exiled card,the highest answer among all exiled cards
"When an ability performs an action on “the” exiled card while multiple cards are exiled, what does it do?",it performs that action on each exiled card,it performs that action on a randomly chosen exiled card,it performs that action only on the first exiled card,it performs that action on no card at all
"When a linked ability that refers to multiple exiled cards asks for a variable value (for example, a characteristic or mana value), how is that variable’s value calculated?",The sum of all the individual answers is used.,The product of all the individual answers is used.,The largest individual answer is used.,The smallest individual answer is used.
"When an ability can affect “a” card, who chooses which card is affected?",The controller of the ability chooses the card.,The opponent chooses the card.,The ability itself decides the card automatically.,The card being affected selects itself.
Can an ability be part of more than one pair of linked abilities?,"Yes, an ability may belong to multiple linked pairs.","No, each ability can only be linked to one other ability.",An ability can only be linked to abilities of the same type.,Linked abilities are only possible for activated abilities.
"In the example of Paradise Plume, which of its abilities are linked together?",The first ability is linked with both the second and the third.,The first ability is linked only with the second.,The second ability is linked only with the third.,None of the abilities are linked.
What occurs when an object acquires a pair of linked abilities from the same effect?,"The abilities become linked to one another on that object, even if they were not printed on it.",The abilities become unlinked from one another on that object.,The abilities lose all other abilities the object may have.,The abilities are removed from the object.
Can a pair of linked abilities that an object gains from a single effect become linked to other abilities the object already possesses?,"No, they remain linked only to each other and cannot be linked to any other ability.","Yes, they automatically link with all existing abilities on the object.",Only if the other abilities are also part of the same effect that granted the pair.,Only if the object is a creature; other permanents cannot be linked.
What restriction does rule 607.5 place on abilities that are linked to each other on a single object?,"They cannot be linked to any other ability, regardless of what other abilities the object may currently have or may have had in the past.",They may only be linked to abilities that are passive.,They can be linked to any abilities printed on the object.,They must remain unlinked until the object leaves the battlefield.
"According to rule 607.5, if an object gains a pair of linked abilities as part of the same effect, can those abilities become linked to other abilities that the object already has?","No, they cannot be linked to any other ability.","Yes, they can link to any other ability on the object.",Only if the other ability is a keyword ability.,Only if the other ability was acquired by the same effect.
"When Quicksilver Elemental has both Arc‑Slogger’s ability and Sisters of Stone Death’s exile ability, which exiled creature can be returned to the battlefield?",Only the creature exiled with Sisters of Stone Death’s ability.,All creatures that have been exiled by either ability.,Only the creature exiled with Arc‑Slogger’s ability.,None of the exiled creatures can be returned.
What happens when a creature gains an ability that refers to a choice but no choice is made?,"That choice is considered “undefined,” and any part of the ability that depends on it does nothing.",The ability cannot be activated at all.,The creature automatically chooses the first available option.,The creature gains a new ability instead.
"When a creature copies a spell that contains a choice, such as “choose a color,” but the copy never gets to make that choice, what effect does it receive?",It does not gain the protection from the chosen color because the choice is undefined.,It gains protection from all colors.,It gains protection only from the color it was originally cast in.,It gains protection from a random color each turn.
"According to rule 607.5a, under what conditions is a choice considered “undefined”?",When an object gains an ability that references a choice but either (a) does not copy the linked ability or (b) copies the linked ability without making the choice.,When the object is destroyed immediately.,When the ability is activated after the creature leaves the battlefield.,When the choice is made after the ability resolves.
"If a creature gains an ability that refers to a choice and that choice is left undefined, what will happen to the part of the ability that relies on that choice?",That part of the ability will not do anything.,It will resolve after the next turn.,It will be replaced by a default effect.,It will cause the creature to lose all other abilities.
What happens when Unstable Shapeshifter copies Voice of All?,"It does not gain Voice of All’s protection from the chosen color, because the color choice was undefined for the copy.",It gains Voice of All’s protection from the chosen color.,It gains the ability to choose a color on the battlefield.,It becomes an artifact creature.
Why doesn’t Unstable Shapeshifter receive protection from a chosen color when it copies *Voice of All*?,"Because it never entered the battlefield as *Voice of All*, so it never made a color choice, leaving that choice undefined.",Because Unstable Shapeshifter cannot copy protection abilities.,Because the copy must be made after the original creature has entered.,Because protection abilities only work on the original creature.
What happens to an ability that refers to a choice that has not been made?,The part of the ability that refers to that choice does nothing.,The ability defaults to the first available option.,"The ability triggers anyway, using a random choice.",The ability fails to resolve and has no effect.
"Does the mana ability of a Vesuvan Doppelganger, after it copies Quirion Elves, produce mana of the color that was chosen when the Doppelganger entered the battlefield as a copy of Voice of All?","No, it does not produce mana of that color.","Yes, it produces blue mana.","Yes, it produces mana of any color.","Yes, it produces mana only if the Doppelganger had chosen a color for Quirion Elves’ ability."
"When a creature copies Voice of All, does it gain protection from the color chosen during that entry?","Yes, it gains protection from the chosen color.","No, it does not gain protection.",It gains protection only if the creature had not entered as Voice of All.,It gains protection from all colors.
"When a creature that had a color chosen for it via Voice of All copies Quirion Elves, what happens to the chosen color for the mana ability of the copied Quirion Elves?","It does not have a chosen color, so the mana ability will not produce mana.",It uses the color chosen for the original creature.,It produces mana of the color chosen for the creature.,It produces mana of a random color.
What is the consequence for the Doppelganger’s mana ability after it copies Quirion Elves?,The mana ability will not produce mana because no color was chosen for it.,The mana ability will produce mana of blue regardless of the chosen color.,The mana ability will produce mana of the color chosen for the Doppelganger.,The mana ability will produce mana of all colors.
What will happen if that mana ability of the Doppelganger is activated after it copies Quirion Elves?,it will not produce mana,it will produce one green mana,it will produce one blue mana,it will produce one colorless mana
Why does the Doppelganger’s mana ability not produce mana when activated after copying Quirion Elves?,because no color was chosen for the ability linked to the copied mana ability,because the Doppelganger is a creature and cannot produce mana,because the original Quirion Elves did not have a mana ability,because activated abilities always fail on copies of creatures
Under what condition does the spell or ability on top of the stack resolve?,All players pass in succession.,When the spell is cast.,When the ability is activated.,When the stack becomes empty.
"Which rule states that each time all players pass in succession, the spell or ability on top of the stack resolves?",Rule 608.1,Rule 608.2,Rule 609,Rule 610
"When an instant or sorcery spell resolves, how are the steps described in rules 608.2c through 608.2m applied?","They are performed as appropriate, in no specific order.",They are executed sequentially from 608.2c to 608.2m.,They are always carried out after rule 608.2b and before rule 608.2n.,They are applied only if the spell has an “if” clause in its trigger.
What happens if the condition in an intervening “if” clause of a triggered ability is not true?,The ability is removed from the stack and does nothing.,The ability continues to resolve.,The ability is moved to the graveyard.,The ability triggers again.
What causes a spell or ability to be removed from the stack because its target is illegal?,The target is no longer in the zone it was in when it was chosen.,The target’s power is zero.,The target is tapped.,The target’s controller loses life.
Which of the following can make a target become illegal after it has been chosen?,The target’s characteristics or text change.,The target’s owner changes.,The target’s mana cost increases.,The target is on the battlefield but has no counters.
"If a target is no longer in the zone it was in when it was chosen, why is it considered illegal?","Because it must remain in that same zone (hand, battlefield, graveyard, etc.) as when it was selected.",Because it must be face up.,Because it must be under its controller’s control.,Because it must have been tapped.
What makes a target illegal when a spell or ability resolves?,If the target is no longer in the zone it was in when it was targeted.,If the target has been tapped.,If the target has changed its type.,If the target has an increased power.
"If a creature is targeted and then moved to a different zone before the spell resolves, what is the status of the target?",It becomes illegal.,It stays legal.,It is moved with the spell.,It is ignored and the spell resolves anyway.
"When an ability’s source has left the zone it was in, what information is used to determine whether its targets are still legal?",Its last known information,Its current state in the game,The owner’s last known information,No information; the ability is discarded.
What happens if all targets of a spell or ability become illegal before it resolves?,"The spell or ability doesn’t resolve; it is removed from the stack and, if it’s a spell, it goes to the owner’s graveyard.",It resolves but ignores the illegal targets.,It selects a new random legal target.,It becomes a permanent on the battlefield.
"When a spell or ability resolves with illegal targets, what happens to the parts of its effect that involve those targets?",Those parts of the effect are not applied; the illegal targets are not affected.,Those parts still apply but have no effect.,Those parts cause the spell to be countered.,Those parts apply to the nearest legal target.
"If a spell on the stack has all of its targets become illegal, what happens to it?","It’s removed from the stack and, if it’s a spell, put into its owner’s graveyard. Otherwise, the spell or ability will resolve normally.",It stays on the stack until the end of combat.,It gets put into exile.,It resolves and destroys the player who cast it.
"When a spell is removed from the stack because all its targets are illegal, where does it go?",Its owner’s graveyard.,Exile.,Back to the top of the owner’s library.,It remains on the stack.
"When a spell resolves and some of its targets become illegal, can parts of the spell’s effect still affect those targets?",Only the parts of the effect for which the targets are not illegal may still affect them.,All parts of the effect are ignored for illegal targets.,Only damage dealing parts of the effect can affect them.,Only continuous effects created by the spell can affect illegal targets.
Do continuous effects that affect game rules apply to illegal targets when a spell resolves?,"No, those continuous effects do not apply to illegal targets.","Yes, they apply exactly as they would to legal targets.",They apply only if the continuous effect is declared as permanent.,They apply only to other creatures that are still on the battlefield.
What happens to a spell or ability if all of its targets become illegal before it resolves?,"The spell or ability doesn’t resolve; it is removed from the stack and, if it’s a spell, it goes to its owner’s graveyard.","The spell resolves normally, ignoring the illegal targets.",The spell is returned to the controller’s hand.,The spell creates a new effect that targets all creatures instead.
"If a spell or ability has an illegal target for one part of its effect, can other parts of the same spell’s effect still affect that target?","Yes, other parts of the effect may still affect the target if it is not illegal for those parts.","No, the target is ignored by all parts of the effect once it is illegal for one part.",The target may only be affected if the spell’s controller pays an additional cost.,The target is automatically removed from the game if it is illegal for any part of the effect.
Do continuous effects that affect game rules apply to illegal targets?,"No, they do not apply to illegal targets.","Yes, they still apply even if the target is illegal.",They apply only if the effect is activated during your turn.,They apply but ignore rule 613.11.
What happens if part of an effect requires information about an illegal target?,"It fails to determine that information, and any part of the effect that needs it simply doesn’t happen.",The effect resolves normally but ignores the illegal target.,The effect creates a new legal target in its place.,The effect fails entirely but still applies to all other valid targets.
What happens to any part of an effect that requires information about an illegal target?,It won’t happen.,It causes the spell to be countered automatically.,The controller must pay an additional cost.,The effect is redirected to a legal target.
"If an effect depends on information from an illegal target, does that portion of the effect resolve?","No, it does not happen.","Yes, it resolves but has no impact.",It triggers a warning but otherwise resolves.,It forces all players to shuffle their libraries.
"If the creature targeted by Sorin’s Thirst becomes an illegal target during the spell’s resolution (for example, it gains protection from black or leaves the battlefield), what is the result for the spell and its controller?","The spell fails to resolve, dealing no damage and granting no life to its controller.","The spell resolves normally, dealing damage but the controller does not gain life.","The spell resolves normally, dealing damage and the controller gains life.",The spell is countered by the opponent’s last‑shot counterspell.
"If a permanent is chosen as both a target for “destroy target nonblack creature” and “destroy target land” on Plague Spores, but the permanent changes to black before the spell resolves, which part of the spell will still affect the permanent?",The destroy target land part will still affect it.,The destroy target nonblack creature part will still affect it.,The entire spell will fail to resolve.,Both parts will still affect it.
"When a spell has multiple targets and one of those targets becomes illegal before the spell resolves, what happens to the spell?","The spell still resolves, but only the parts that still have legal targets apply; the parts with illegal targets do nothing.",The entire spell fails to resolve.,The entire spell ignores all targets.,The spell chooses new targets to replace the illegal ones.
Why does Plague Spores still resolve when the targeted creature’s color changes to black before the spell resolves?,"Because the spell’s targets are fixed when it is cast, so the land target remains legal even after the creature changes color.",Because the spell ignores any changes to a permanent’s color once it is on the stack.,Because the spell was already resolved before the creature changed color.,Because a creature’s color never affects whether it can be targeted by a spell.
"After a creature that is also a land changes to black before Plague Spores resolves, which part of the spell still applies to that permanent?",The “destroy target land” part of the spell.,The “destroy target nonblack creature” part of the spell.,The regeneration clause that says “They can’t be regenerated.”,The fact that the permanent’s power is reduced.
"When a creature land targeted by Plague Spores changes color to black before the spell resolves, which part of the spell will still destroy it?",The destroy target land part will still destroy it.,The destroy target nonblack creature part will still destroy it.,Both parts will destroy it.,Neither part will destroy it.
Can a creature land that has been destroyed by Plague Spores be regenerated?,No.,"Yes, you can use Regenerate.","Yes, but only during your turn.","Yes, only if the land was black before being targeted."
"After a spell that destroys a target land, can that land be regenerated?",It can’t be regenerated.,It can be regenerated by a regeneration effect.,It can be returned to its owner’s hand.,It can be revived as a creature.
Which type of effect can modify the actions of a spell or ability?,Replacement effects,Counterspells,Deletion effects,Shaping effects
Who must follow the instructions of a spell or ability in the order they are written?,The controller,The opponent,The judge,The game engine
What effect does the phrase “It can’t be regenerated” have when it follows “Destroy target creature”?,it prevents the creature from being regenerated after it is destroyed,it allows the creature to be regenerated normally on a later turn,it has no effect on the creature’s status after destruction,it forces the creature to be sacrificed instead of destroyed
"If a spell is countered by an ability that reads “If that spell is countered this way, put it on top of its owner’s library instead of into its owner’s graveyard,” where does the spell go?",on top of its owner’s library,into its owner’s graveyard,exiled from the game,returned to its owner’s hand
What is the purpose of the rule that says “Don’t just apply effects step by step without thinking in these cases—read the whole text and apply the rules of English to the text”?,it reminds players to consider how later text can modify earlier text,it tells players to apply effects in the order they appear on the card,it instructs players to ignore replacement effects altogether,it requires players to only follow the first clause of a spell’s text
"When a spell with the replacement effect 'If that spell is countered this way, put it on top of its owner’s library instead of into its owner’s graveyard' is countered, where does it go?",On top of its owner’s library,Into its owner’s graveyard,Into exile,Into its owner’s hand
What replacement effect does the spell provide when it is countered by this particular ability?,It is put on top of its owner’s library instead of into its owner’s graveyard,It is exiled,It is returned to the battlefield under its owner’s control,It is discarded into the owner's hand
Which action remains possible even when a player’s library is empty?,Drawing a card is not considered an impossible action.,Shuffling the deck is still possible.,Exiling a card is still possible.,Banning a card is still possible.
What restriction does the rule place on a player’s choice of options?,The player cannot choose an option that is illegal or impossible.,The player can choose any option as long as it costs mana.,The player must choose the cheapest option available.,The player can choose an option that would cause a paradox.
"When an effect allows a player to divide or distribute something—such as damage or counters—among any number of untargeted players or objects, what requirement does the player have to follow?",The player must allocate at least one unit of the thing being divided to each chosen player or object.,"The player may choose to give all of it to a single player or object, leaving the others with none.","The player can split the amount evenly or unevenly, but may give zero to some players or objects.","The player can choose not to distribute anything at all, keeping the effect unused."
What determines how a distributed effect is divided when it involves target objects or players?,The amount and division are decided when the spell or ability is put onto the stack.,The amount is chosen when the spell resolves.,The division is set by the player at the moment the effect is cast.,It is determined at the time the effect is applied to the objects.
When does a player choose the division of an effect that distributes something among untargeted players or objects?,The player chooses the division at the time the effect resolves.,The division is determined when the spell or ability is put onto the stack.,The player selects the division as soon as the effect is activated.,It is decided at the end of the turn when the effect would resolve.
"What happens if a player does not sacrifice a creature when the spell says, ""You may sacrifice a creature. If you don’t, you lose 4 life.""",They lose 4 life.,They gain 4 life.,They draw two cards.,They must sacrifice a different creature.
How are the choices for the second action in a multi‑step spell or ability made?,In APNAP order.,In PAP order.,Randomly.,Simultaneously for all players.
"After the choices for the second action are made, how is that action processed?",Simultaneously.,Sequentially.,Only by the active player.,In reverse order.
What does APNAP stand for in the context of making choices for actions?,"Active Player, Non‑Active Player.","Always Player, Never Action Process.","Arbitrary Player, Non‑Active Party.","Automatic Priority, No Action Process."
How are actions that involve multiple players or objects generally processed?,"Simultaneously, unless they cannot be processed simultaneously, in which case each affected player or object is considered individually.",Sequentially in APNAP order.,Only the first player in APNAP order.,Randomly selected.
"If an action that affects multiple players or objects cannot be processed simultaneously, how is it handled?",By processing each affected player or object individually.,By ignoring the action.,By combining the players into a single entity.,By letting all players act at the same time.
What condition determines whether an action involving multiple players or objects is processed simultaneously?,Whether the action can be processed simultaneously.,The number of players involved.,The type of mana used.,The turn order of the players.
"When a spell or ability involves multiple players or objects, how are most such actions handled?",They are processed simultaneously.,They are processed in the order of the battlefield.,They are processed one at a time in APNAP order.,They are processed randomly without any order.
Which order is used to make the primary determination of the order of actions?,APNAP order,First‑come‑first‑served order,Priority order,Player order
What does APNAP stand for?,Active Player/Nonactive Player,Attack Phase/Nexus Phase,Arcane Power/Nether Planes,Allegiance Position/Neutral Position
"Which player chooses the relative order of actions when a spell or ability resolves to affect both a player and an object they control, or multiple objects controlled by the same player?",The controller of the resolving spell or ability,The affected player,The judge of the game,The player who controls the object
What rule provides the primary determination of the order of actions that cannot be processed simultaneously in Magic: The Gathering?,The APNAP order,The order in which players declared the action,A random draw by the judge,The chronological order of card names on the battlefield
What happens when Blatant Thievery resolves?,It gains control of target permanents controlled by each opponent simultaneously.,It steals each opponent’s life total.,It destroys all permanents controlled by each opponent.,It grants each opponent control of a target permanent of yours.
How are the permanents chosen as targets handled when a spell like Blatant Thievery resolves?,The controller gains control of all permanents chosen as targets simultaneously.,The controller gains control of them one at a time in APNAP order.,Each permanent’s controller chooses the order.,Only the first permanent chosen is affected.
What happens to each target of Soulfire Eruption?,"Exiles the top card of the caster’s library, then deals damage equal to that card’s mana value to the permanent or player targeted.",Sends the card to the graveyard instead of the exile zone.,"Deals damage first, then exiles the card.",Only the creature receives damage; the player is unaffected.
How does the controller of Soulfire Eruption resolve its multi‑target effect?,"They choose the relative order of actions: for each target, they exile the top card of their library and then deal damage to that target before moving to the next.","They must exile all cards first, then deal damage to all targets simultaneously.","They choose a target, deal damage to it, then discard the card.","The effect resolves only once, affecting the first target chosen."
What happens when Soulfire Eruption resolves against a target?,It exiles the top card of your library and then deals damage equal to that card’s mana value to that target.,It draws a card from your library.,It shuffles your library.,It puts a creature token onto the battlefield.
How is the damage dealt by Soulfire Eruption calculated?,It is equal to the mana value of the top card of your library that was exiled by the spell.,It is equal to the power of the target creature.,It is equal to the number of cards you have in hand.,It is equal to the number of cards in the opponent’s graveyard.
"When Soulfire Eruption resolves, in what order must a player handle the exiling of cards from their library for each target?","First choose one target, exile the top card of your library, deal damage equal to that card’s mana value to that target, and only then repeat the process for each remaining target.",Exile the top card of your library once for all targets at the same time and then deal damage to each target.,Exile a card for each target in a single combined action before dealing any damage.,Shuffle your library after exiling each card and before dealing damage to the next target.
"When an effect offers a player the option to pay mana, which of the following actions may the player perform before actually paying the mana?",Activate mana abilities,Discard a card to reduce the mana cost,Declare attackers to use the mana,Look at the opponent’s hand to gauge resources
