question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
What is a valid way to replace a coin flip when you need a heads‑or‑tails result?,Roll an even‑sided die and designate odd numbers as heads and even numbers as tails.,Use a single‑sided die and call that side “heads.”,Toss a six‑sided die and treat the numbers 1–3 as heads.,Pick a random card from a deck and use the suit as heads.
"When substituting a coin flip with an even‑sided die, which side of the die can be labeled as “heads” in the example given?",The odd numbers.,The even numbers.,The highest number rolled.,The die’s manufacturer.
What is the outcome for players in coin flip effects that only care about heads or tails?,No player wins or loses a coin flip for this kind of effect.,The player wins if heads and loses if tails.,The player loses regardless of the result.,"Only the player who flips the coin wins or loses, and others are not involved."
"If the call made by the player when flipping a coin does not match the result, what happens?",the player loses the flip,the player wins the flip by default,the coin flip is repeated until it matches the call,the game ends in a draw
Which players are involved in determining the outcome of a coin flip?,only the player who flips the coin,all players in the game,the player who called the flip and the opponent,the referee and the player who flips the coin
"When a game effect states that a coin flip has a particular result, what is used to determine that outcome?",The indicated result is used instead of the actual coin flip.,The coin is flipped twice and the first result is kept.,The player who flips must choose a result after the flip.,The flip is ignored entirely and the game proceeds without an outcome.
"If an effect declares that a certain player wins a coin flip, how is that outcome applied?",That player is declared the winner regardless of the coin’s actual result.,The player gets an extra life as a reward for winning.,The coin flip is rescheduled for a later turn.,The result is counted as heads and the opponent as tails.
Can a coin flip be forced to have a result that would otherwise be impossible?,"Yes, if an effect indicates a result that would otherwise be impossible.","No, all coin flips are strictly random and cannot be overridden.",Only the player flipping can decide the outcome after the coin lands.,It depends on the game phase and cannot be predetermined.
What happens if a rule‑changing effect states a specific result for a coin flip?,Use the indicated result and ignore the actual outcome of the flip.,The coin is flipped again until the indicated result occurs.,The flip is simply canceled and no one wins or loses.,The player who flips the coin is the only one who can be affected by the result.
Is it possible for an effect to give a player a win on a coin flip that normally couldn’t be won?,"Yes, such an effect can cause a player to win a flip that couldn’t otherwise be won.","No, the outcome of a coin flip can only be determined by the coin itself.",Only the player who flips the coin can be forced to win regardless of the coin’s outcome.,"An effect can only force a loss, not a win, on a coin flip."
"When an effect instructs a player to roll a die, what information must it provide?",It must specify what kind of die to roll and how many of those dice to roll.,It must specify only the number of dice to roll.,It must specify only the type of die to roll.,It does not need to provide any additional information.
Which of the following is required when an effect tells a player to roll a die?,The type of die and the number of dice.,Only the number of dice.,Only the type of die.,Nothing; the player may choose freely.
What does the notation “dN” represent when used to describe a die in the game?,It refers to a die with N equally likely outcomes numbered from 1 to N,A die with N sides but the outcomes are not necessarily equally likely,A die with N sides numbered from 0 to N – 1,A die with N faces where each face has a different color but the numbers are irrelevant
"According to the rules, what requirement must an N‑sided die meet?",It must have N equally likely outcomes numbered from 1 to N,It may have any number of faces as long as the sum of the numbers equals N,It must have at least one face labeled with a number greater than N,It can be a non‑rectangular shape as long as it is rolled in the same way as a standard die
What is the natural result of a die roll?,the number shown on the top face of the die before any modifiers are applied.,the number shown after all modifiers have been applied.,the lowest possible number on the die.,the sum of all dice rolled in the game.
How is the final number of a die roll determined?,by adding and subtracting all applicable modifiers to the natural result.,by only adding modifiers to the natural result.,by ignoring all modifiers and using the natural result.,by selecting a random number between the lowest and highest possible outcomes.
What is the final number after all applicable modifiers are considered in a die roll?,The result of the die roll after modifiers are applied.,The natural result before any modifiers are applied.,The sum of the natural result and all optional modifiers regardless of activation.,The number shown on the bottom face of the die.
What does it mean that modifiers may be optional?,they can be chosen by the player or ignored,they must always be applied,they are only used if the game is in a special state,they are added automatically without player choice
What does it mean that modifiers may have associated costs?,they might require payment of mana or another resource before they can be used,they are free to use regardless of resources,they are only available during a specific phase of the game,they can be used without any effect on the player's mana pool
"If a modifier has an associated mana cost, what can the player who rolled do?",activate mana abilities before applying the modifier,skip the roll entirely and let the opponent roll instead,automatically lose a life point to cover the cost,discard a card from their hand to pay the cost automatically
What kind of effect modifies the result of a die roll by increasing or decreasing that result by a specified amount?,an effect that modifies the result of a die roll by increasing or decreasing that result by a specified amount,an effect that changes the die’s color after the roll,an effect that forces the die to be rolled twice,an effect that prevents the die from being rolled at all
What should a player consider after applying any effects that reroll a die?,any effects that modify the result of a die roll by increasing or decreasing that result by a specified amount,any effects that instruct the player to roll a different number of dice,any effects that change the die’s physical shape,any effects that allow the player to see the die’s result before it lands
What is included in some abilities that instruct a player to roll one or more dice?,a results table,a list of player names,a set of permanent card identifiers,a single fixed numeric value
What does a results table contain?,"a list or chart of possible results, each with an associated effect",a single outcome for every roll of a die,a secret code that determines the winner of the game,a description of how to shuffle the deck
How can a results table appear when an ability instructs a player to roll one or more dice?,As a list or as a chart with multiple striations,Only as a list,Only as a chart with a single striation,As a paragraph of text with no clear structure
What does each list item or striation in a results table for a dice‑rolling ability contain?,possible results and an effect associated with those results.,only a single number.,a description of the ability’s name.,the name of the creature.
"When a results chart instructs “Roll again,” what dice are used for the additional roll?","The same kind and number of dice originally called for, including any applicable modifiers.",A new set of dice defined by the card.,One extra die of the same type.,No dice are rolled; the effect simply repeats.
"When a results chart instructs “Roll again,” are any modifiers applied to the additional roll?","Yes, any applicable modifiers from the original roll are included.","No, modifiers are ignored on the additional roll.",Only the first modifier is applied again.,Modifiers are replaced by a random set.
What must the text of an ability that instructs a player to roll dice but has no results table specify?,"how to interpret the roll results, if at all",the maximum number of dice that can be rolled,the name of the player who rolled,the time of day the roll must occur
"What condition must be met for a player to be considered to have ""rolled doubles"" when rolling two dice?",Both dice show the same number.,Both dice show numbers greater than or equal to 5.,Both dice are even.,The sum of the two dice is 8.
What is the effect of a die roll that a player is instructed to ignore?,"It is treated as if it never happened, no abilities trigger, and no effects apply to that roll.",It counts as a roll of 1.,It is automatically rerolled.,It is considered a double.
"If a player is told to ignore the lowest roll and several rolls are tied for lowest, what must the player do?",They must choose one of the tied rolls to ignore.,They must ignore all tied rolls.,They must reroll the tied rolls.,They must ignore the highest roll instead.
"When a player is instructed to ignore the lowest roll and multiple results tie for lowest, what must the player do?",Choose one of those tied rolls to be ignored,Ignore all tied rolls,Ignore none of the tied rolls,Choose the highest roll
"When a player rolls the planar die in a Planechase game, which abilities are triggered?",Any ability that triggers whenever a player rolls one or more dice.,The ability that lets a player draw a card whenever a die shows a six.,The ability that grants an extra life to the player who rolled.,The ability that requires the die to be rolled again to determine a bonus.
What happens to effects that refer to a numerical result of a die roll when the planar die is rolled in Planechase?,Those effects ignore the result of the planar die roll.,Those effects double the value of the planar die roll.,Those effects cause the die to be re‑rolled automatically.,Those effects add the planar die roll to the player's life total.
"When a planar die is rolled in a Planechase game, do effects that compare the numeric result of a die roll to a given number trigger?","No, they ignore the rolling of the planar die.","Yes, they trigger normally.",They trigger but use the planar die’s result instead.,They trigger only if the result matches the required number.
What does the rule say about abilities that refer to the numerical result of a die roll during a planar die roll?,They ignore the rolling of the planar die.,They trigger and use the planar die’s result.,They trigger only if no other dice were rolled.,They always trigger regardless of the result.
"Which card allows you to roll dice, store the results on it, and later reroll any number of those stored results?",Centaur of Attention,"Jace, the Mind Sculptor",Snapcaster Mage,Tarmogoyf
What does Centaur of Attention’s ability enable a player to do?,"Roll dice, store the results on the card, and then reroll any number of those stored results",Draw a card for each die rolled,Destroy a target creature with a power equal to the total of the dice rolled,Create a 1/1 Centaur token for each die rolled
"When rerolling stored results, if more than one stored result uses the same type of die, how many dice should you roll?",Roll that many dice of that type.,Roll only one die of that type regardless of how many results use it.,"Roll a number of dice equal to the total number of stored results, even if they are different types.",Roll one die for each result but always replace the results with the highest values.
What happens to the stored results when you reroll them on a permanent?,"They stop being stored results, and the new die roll results are stored instead.",They are added to the permanent’s mana pool.,They are discarded to the graveyard.,They become counters on the permanent.
"After rerolling stored results on a permanent, what do you store on that permanent?",The results of each of the new die rolls.,The original die results are retained.,No results are stored.,The player’s life total.
When do two abilities on the same permanent become linked?,When one ability stores results on the permanent and another ability refers to those stored results.,When the permanent has an ability that destroys it.,When the permanent has an ability that copies it.,When the permanent has an ability that generates mana.
What does rule 707.1 state about objects that become copies of other objects?,"It becomes a copy of a spell, permanent, or card.",It becomes a copy of only creatures.,It gains an extra mana cost.,It gets a new type of creature.
Which rule covers the creation of a token that is a copy of another object?,Rule 707.1 also covers that some effects create a token that’s a copy of another object.,Rule 607.2e,Rule 706.8c,Rule 703.3d
Which values are copied when an object is duplicated?,"name, mana cost, color indicator, card type, subtype, supertype, rules text, power, toughness, and/or loyalty","the original’s artwork, card number, and set symbol",the player’s life total and the board state at the time of copying,the number of cards in the player’s hand and the amount of time remaining on the game clock
"When a spell or ability on the stack is copied, which of the following decisions are also duplicated?","mode, targets, the value of X, whether it was kicked, and how it will affect multiple targets",the casting player’s life total and the number of cards in their library,the creature’s color and the owner of the original card,the number of turns the spell has remained on the stack
"If an object has a “as … enters the battlefield” ability that sets its power and toughness, what effect does that ability have on a copy of the object?",The copy will also have its power and toughness set to the same values specified by that ability,The copy will keep the original power and toughness and ignore the ability,The copy will gain a random power and toughness value,"The copy will lose its power and toughness entirely, becoming 0/0"
Under what circumstance might the copiable values of an object be modified before a copy is made?,"By other copy effects that alter the values, by the object’s face‑down status, or by “as … enters” or “as … is turned face‑up” abilities that set power and toughness",By the number of players in the game or by the side of the battlefield the object occupies,By the time of day or by the weather outside the play area,By the deck size of the player who controls the original object
Which characteristics of an object are copied when it is duplicated by a copy effect?,"name, mana cost, color indicator, card type, subtype, supertype, rules text, power, toughness, and/or loyalty",only the name and mana cost,only the card type and subtype,only the power and toughness
Do counters on an object remain on the copy when the object is duplicated?,"No, counters are not copied","Yes, all counters are copied",Only +1/+1 counters are copied,Counters are only copied if the copy effect is cast from the graveyard
How does an “as X enters the battlefield” ability that sets power and toughness affect a copied object?,"It sets the copied object's power and toughness, potentially overriding the original values",It has no effect on the copied object,"It only applies to the original object, not the copy",It applies only to counters added to the object after it is copied
Does an object’s face‑down status influence the values that are copied?,"Yes, the face‑down status modifies the values that are copied","No, face‑down status does not affect copiable values",The face‑down status is ignored only if the copy effect is activated from the battlefield,Face‑down status only matters if the object has a “turn face up” ability
Which abilities that set power and toughness are copied as copiable values when an object is copied?,Abilities that set power and toughness as the object enters the battlefield or when it is turned face up.,Abilities that change the object's mana cost.,Abilities that grant vigilance to the object.,Abilities that give the object flying.
Which of the following is not copied when an object is copied?,Counters,Name,Power,Color indicator
Which of the following is not copied by a copy effect?,Status,Name,Power,Color indicator
"After a Chimeric Staff becomes a 5/5 Construct artifact creature, what type does a Clone enter the battlefield as when it copies that Staff?",An artifact,A 5/5 Construct artifact creature,An artifact creature,A Construct artifact creature
What color is the Clone when it enters the battlefield as a copy of a face‑down Grinning Demon?,Colorless,Red,Blue,Green
Can the controller of the Clone pay the morph cost {2}{B}{B} to turn it face up?,"No, it cannot pay the morph cost to turn it face up","Yes, it can pay the morph cost to turn it face up",Only if the Clone has morph,Only if the controller pays 2 generic mana and 2 black mana
Can the controller of a Clone that entered the battlefield as a copy of a face‑down Grinning Demon pay {2}{B}{B} to turn the Clone face up?,"No, the controller cannot pay {2}{B}{B} to turn it face up.","Yes, the controller can pay {2}{B}{B} to turn the Clone face up.",The Clone automatically turns face up without any payment.,The controller can only pay a reduced cost of {1}{B}{B} to turn it face up.
"When an object is copied, from what source does it obtain its abilities?",Its rules text,Its mana cost,Its color indicator,Its power and toughness
Does a copy have two values of each ability it copies?,"No, it does not; it only has a single set of each ability","Yes, it has two sets of each ability","Yes, it has three sets of each ability",It has no abilities at all
"When a permanent is copied, how many sets of its abilities does the copy receive?",Only one set of abilities; the copy does not receive abilities from both the object's abilities and its rules text.,Two sets of abilities; one from the object's abilities and one from its rules text.,The copy receives no abilities at all.,The copy receives a random number of ability sets based on the original’s mana cost.
When does a static ability that generates a continuous copy effect determine the copiable values it grants?,At the time the effect first starts to apply.,Whenever the copied object’s state changes during the game.,When the controller of the copying object taps the card.,At the end of the turn in which the effect was cast.
What copiable values does an object use when it copies another object?,The new copiable values.,The original object's values,The controller's life total,The number of cards in your hand
"When a static ability creates a continuous copy effect, at what point are the copiable values determined?",At the time that effect first starts to apply.,When the copy is made later in the turn,At the end of the turn when the effect ends,Whenever the controller changes lands in play
What are the power and toughness of the Clone after it copies Vesuvan Doppelganger?,2/2,3/3,1/4,4/1
What color does the Clone take on after becoming a copy of Vesuvan Doppelganger?,blue,green,red,black
What ability does the Clone acquire from Vesuvan Doppelganger?,the Doppelganger’s upkeep‑triggered ability,first strike,lifelink,vigilance
"After copying Vesuvan Doppelganger, what creature type is the Clone?",Bear,Goblin,Angel,Dragon
"When a face‑down creature that has the morph ability copies a face‑up creature, what does it become?","A 2/2 colorless creature with no name, types, or abilities, and no mana cost.","A copy of the original creature’s power, toughness, and abilities.",A creature that keeps the original creature’s colors and types but loses its abilities.,A creature that gains the original creature’s mana cost and name.
What does the morph ability allow a creature to do?,Turn the creature face down as a 2/2 colorless creature and later turn it face up by paying its morph cost.,Grant the creature flying and trample for the duration of the turn.,Allow the creature to be played directly from the graveyard.,Give the creature the ability to deal damage to opponents as a counterspell.
What characteristics does a face‑down creature assume when it is turned face up?,"It takes on the characteristics of the creature it becomes (e.g., the Grinning Demon becomes a Branchsnap Lorian when turned face up).",It keeps its original characteristics from when it was face down.,"It becomes a 2/2 colorless creature with no name, types, or abilities.",It gains a new name unrelated to the creature it copies.
What are the characteristics of a face‑down creature in Magic: The Gathering?,"A 2/2 colorless creature with no name, no types, no abilities, and no mana cost.",A 1/1 creature that keeps its original name and abilities.,A 0/0 creature that retains its type but loses all abilities.,A 3/3 creature that has no name but keeps its abilities.
Can a player turn a face‑down creature face up as a special action during the game?,"No, a player cannot turn a face‑down creature face up as a special action.","Yes, a player can turn a face‑down creature face up as a special action.",Only the opponent can turn it face up as a special action.,The creature can be turned face up only during a player's own upkeep step.
"When an effect turns a face‑down creature face up, what does it become?","It becomes the creature it was copying, with that creature's characteristics.",It remains a 2/2 colorless creature with no abilities.,It becomes a 1/1 creature with no abilities.,It remains face‑down until the end of the turn.
Can a controller turn a face‑down creature that is copying another creature face up as a special action?,"No, a controller cannot turn it face up as a special action.","Yes, a controller can turn it face up as a special action.","Yes, a controller can turn it face up only during their own turn.","Yes, a controller can turn it face up if the creature has the morph ability."
What happens to a face‑down creature when an effect turns it face up?,"It will have the characteristics of the object it copies (e.g., Wandering Ones).","It will revert to being a 2/2 colorless creature with no name, types, or abilities.",It will keep its face‑down status.,It will become a generic 1/1 creature with no abilities.
What does rule 707.4 describe about a permanent that is copying another permanent?,It can change to copy a different object while remaining on the battlefield.,It must leave the battlefield.,It gains an additional mana cost.,It becomes a land.
"When a permanent changes what it copies, as described in rule 707.4, do any enter‑the‑battlefield or leave‑the‑battlefield abilities trigger?","No, they do not trigger.","Yes, they trigger immediately.",Only leave‑the‑battlefield abilities trigger.,Only enter‑the‑battlefield abilities trigger.
"If a permanent that is copying another permanent begins copying a different object, what happens to noncopy effects that were already affecting it?",They remain unchanged.,They are removed.,They are replaced by the new object's effects.,They cause the permanent to die.
What happens to a permanent’s “enters‑the‑battlefield” and “leaves‑the‑battlefield” abilities when it becomes a copy of another object?,They do not trigger.,They trigger normally.,They trigger only if the new object has those abilities.,They trigger only if the original permanent had those abilities.
"If a permanent that is already subject to a non‑copy effect (e.g., a +3/+3 boost) becomes a copy of another object, what happens to that non‑copy effect?",The effect continues to apply as before.,The effect is lost immediately.,The effect is replaced by the new object's abilities.,The effect is replaced by a new temporary boost.
Does a permanent that is copying another permanent while it is on the battlefield lose non‑copy effects that were already affecting it?,"No, it keeps all non‑copy effects that are currently on it.","Yes, it loses all non‑copy effects when it becomes a copy.",It only keeps non‑copy effects that were applied before it started copying.,It only keeps non‑copy effects if the copy is of a creature.
"If Unstable Shapeshifter, which is affected by Giant Growth (+3/+3 until end of turn), later copies a different creature, does it still retain the +3/+3 boost from Giant Growth?","Yes, it still has the +3/+3 boost.","No, the boost is lost when it becomes a copy.",It only keeps the boost if the new creature entered the battlefield before the copy.,It only keeps the boost if the new creature has the same name as the one it copied.
What happens to Unstable Shapeshifter when a creature enters the battlefield later this turn after Giant Growth has been cast?,It becomes a copy of the new creature and still receives the +3/+3 from Giant Growth.,It becomes a copy of the new creature but loses the +3/+3 from Giant Growth.,It does not copy the new creature at all.,The +3/+3 from Giant Growth is ignored because the creature is now a copy.
Does the +3/+3 bonus from Giant Growth apply to Unstable Shapeshifter after it copies a creature that entered later in the turn?,"Yes, the bonus remains on the creature.","No, the bonus is removed when the creature becomes a copy.",The bonus only applies if the creature was copied on the same turn the Giant Growth was cast.,Giant Growth only works on creatures that are already on the battlefield before it is cast.
"When an object enters the battlefield ""as a copy,"" does it first enter and then become a copy, or does it become a copy as it enters?",It becomes a copy as it enters.,It first enters and then becomes a copy.,It never becomes a copy.,It becomes a copy after all other creatures have entered.
"When an object enters the battlefield as a copy of another object, how are abilities that replace the enters‑the‑battlefield event handled?",They take effect on the copy as it enters the battlefield.,They are ignored and have no effect.,They only trigger after the copy has fully entered the battlefield.,They apply to the original object instead of the copy.
Do enters‑the‑battlefield triggered abilities of a copied object get a chance to trigger?,"Yes, they will trigger as normal when the copy enters.","No, they never trigger.",They trigger only if the original object had such triggers.,They trigger only after a delay.
What happens to a permanent’s enters‑the‑battlefield (ETB) triggered abilities when it becomes a copy of another permanent?,The ETB triggered abilities of the copy get a chance to trigger.,The ETB triggered abilities of the original permanent are ignored.,The ETB triggered abilities of the copy are automatically resolved before the copy enters the battlefield.,The ETB triggered abilities of the copy never trigger because it is not the original permanent.
"If a permanent copies another permanent that has an ETB triggered ability, will the ETB ability of the copied permanent trigger?","Yes, the ETB triggered ability of the copy will trigger.","No, only ETB abilities from the original permanent can trigger.",The ETB ability triggers only if the copy was already on the battlefield before copying.,The ETB ability triggers only if the original permanent had no other abilities.
What must you do at the beginning of your upkeep for a creature that has a fade counter?,"Remove a fade counter from the creature; if you can’t, sacrifice it.",Add a new fade counter to the creature.,Place a counter on an opponent’s creature.,Do nothing; the fade counter stays on the creature.
What happens if you cannot remove a fade counter from a creature during your upkeep?,You must sacrifice the creature.,You may choose to exile the creature instead.,The creature gains an extra life point.,The creature gets a new ability called 'Fortify'.
What happens if a creature with fading 2 cannot remove a fade counter during its upkeep?,it is sacrificed,it is exiled instead of removed,it simply remains on the battlefield without a counter,it becomes tapped and stays in play
"If a creature with fading 2 enters the battlefield, how many fade counters does it start with?",two,one,three,none
"When a creature with fading 2 would normally lose a fade counter but cannot, what is the result?",it is sacrificed,it gains an additional counter,it moves to the graveyard but can be revived,it becomes an artifact instead of a creature
What is triggered when a Clone enters the battlefield as a copy of Wall of Omens?,The Clone's controller draws a card.,The Clone immediately loses all abilities.,The Clone's controller must sacrifice the Clone.,The Clone gains flying.
Which of the following best describes the effect of a Clone copying a creature that has an “enters‑the‑battlefield” trigger?,The Clone gains that creature's enter‑the‑battlefield trigger.,The Clone ignores all enter‑the‑battlefield triggers.,The Clone’s controller must pay an additional mana cost.,The Clone cannot enter the battlefield tapped.
What happens when a Clone enters the battlefield as a copy of a creature that has an enters‑the‑battlefield triggered ability?,"The Clone inherits that ability, so its controller triggers it when the Clone enters the battlefield.",The Clone ignores the ability entirely.,The Clone must immediately sacrifice the creature it copied.,The Clone’s controller loses the ability to trigger the effect.
"If a Clone copies the card Wall of Omens, what ability does the Clone gain?",It gains the enter‑the‑battlefield trigger that allows its controller to draw a card.,It gains a static ability that grants flying.,It gains a counter that forces it to be tapped.,It gains a triggered ability that deals damage to each opponent.
Who gets to make the “as this enters the battlefield” choices for a permanent that enters as a copy of another permanent?,The controller of the copying permanent,The controller of the original permanent,The judge overseeing the game,The game’s library manager
"When a Clone enters the battlefield as a copy of Adaptive Automaton, who chooses the creature type for the Clone?",The Clone’s controller,The original Adaptive Automaton’s controller,The active player in the game,The deck’s bottom card
Does a Clone that copies Adaptive Automaton copy the creature type that the original Adaptive Automaton chose?,"No, the Clone’s controller chooses a new type","Yes, it must copy the same type",Only if the original was tapped,Only if the controller of the Clone has no choice
Which rule in the Magic: The Gathering Comprehensive Rules covers the handling of “as this enters the battlefield” choices for copies?,707.6,702.4,601.2,701.3
"What does the ability “As this creature enters, choose a creature type” allow the controller to do?",It lets the controller choose a creature type when the creature enters the battlefield.,It forces the creature to lose all creature types.,It automatically assigns the creature the type of the opponent’s chosen creature.,It causes the creature to enter without any creature type.
"When a Clone copies a creature that has an “as this creature enters” ability, who makes the new creature‑type choice?",The controller of the Clone makes the new choice.,The controller of the original creature makes the choice.,The game chooses the creature type randomly.,The creature inherits the original creature’s chosen type.
Which of the following best describes what a linked ability refers to when a pair of linked abilities are copied?,It refers only to actions that were taken or objects that were affected by the other linked ability.,"It can refer to any actions or objects on the battlefield, regardless of which ability caused them.",It refers exclusively to the original ability’s source and never to the copy’s source.,It refers to future actions that might be taken by the creature or its controller.
"When a pair of linked abilities is copied, can the resulting abilities be linked to any other ability?","No, they cannot be linked to any other ability.","Yes, they can link to any ability on the battlefield.",They can link only to abilities that existed on the object before the copy.,They can link only to abilities on the same object as the copy.
What is the rule that governs “Linked Abilities” in Magic: The Gathering?,"Rule 607, which states that an ability can refer only to actions that were taken or objects that were affected by the other, and cannot be linked to any other ability.","Rule 607, which explains how to create tokens.","Rule 607, which describes the summoning sickness mechanic.","Rule 607, which deals with mana cost reductions."
Which rule determines the characteristics of a copy of a double‑faced permanent?,"Rule 712, which says you use the values of the face that’s currently up to determine the copy’s characteristics.","Rule 607, which explains linked abilities.","Rule 708, which covers card copying.","Rule 712, which governs token creation."
"When a double‑faced permanent is copied, which face’s values are used to determine the copy’s characteristics?",The face that is currently up,The face that will be up after the copy resolves,The face that has the highest power and toughness,The face that was last on the battlefield
What type of token is created when an effect copies a double‑faced permanent or double‑faced card that isn’t on the battlefield?,a double‑faced token that has both a front face and a back face,a single‑faced token that shows only the front face,a token with no faces at all,a token that is a copy of only the back face
How are the characteristics of each face of a double‑faced token determined?,"by the copiable values of the same face of the permanent or card it copies, as modified by other copy effects",by a random choice of the controller,"by the original card’s static abilities, ignoring copy effects",by the number of copies created so far
"If a token is a copy of a double‑faced permanent that has its back face up, with which face does the token enter the battlefield?",its back face up,its front face up,the face is chosen randomly,it does not enter the battlefield at all
How are the characteristics of each face of a double‑faced token determined when it is created as a copy of another double‑faced object?,"They are determined by the copiable values of the same face of the permanent or card it copies, modified by any other copy effects that apply to that object.",They depend on the original card’s casting cost only.,They are chosen randomly from all double‑faced cards.,They are fixed at the moment the token is created and cannot be changed by copy effects.
"When a token is created as a copy of a double‑faced permanent that has its back face up, which face does the token enter the battlefield with?",Its back face up,Its front face up,It randomly chooses one face,It always enters with both faces showing
"If a token copies a double‑faced permanent that is currently showing its back face, how does the token appear when it enters?",With its back face up,With its front face up,It appears face‑down,It chooses randomly between the two faces
What is the name of the back face of the double‑faced card whose front face is Afflicted Deserter?,Werewolf Ransacker,Deserter Wolf,Ransacker Wolf,Afflicted Ransacker
"If an effect creates a token that is a copy of a double‑faced permanent, what special ability does that token have?",It also has two faces and can transform.,It has only a single face.,It cannot transform.,It does not copy the permanent’s faces.
"When a token created as a copy of a double‑faced permanent enters the battlefield, which face is up?",It enters with the same face up as the permanent it is a copy of.,It always enters with the front face up.,It always enters with the back face up.,It enters face down.
Is a token created as a copy of Clone a double‑faced token?,"No, because Clone itself is not a double‑faced card.","Yes, it automatically becomes double‑faced.",It depends on the controller’s choice when the token enters.,Clone’s abilities give it double‑faced status.
Why does a token created as a copy of Clone not become a double‑faced token?,"Because Clone is not a double‑faced card, so the token inherits that property.",Tokens are always single‑faced regardless of the source.,The battlefield state overrides the token’s faces.,"The token’s color changes, preventing it from being double‑faced."
"When a copy effect causes a creature to gain an ability during the copying process, how is that ability treated?","It becomes part of the copiable values for the copy, along with any other abilities that were copied.",It is ignored and not copied.,"It only applies to the original object, not the copy.",It triggers only at the end of the turn.
What does a copy effect that grants a new ability to a copy add to the list of copiable values?,The gained ability and any other abilities that were copied.,Only the abilities that were already on the original.,No abilities are added; the copy remains identical.,Only static abilities are included.
"When a copy effect grants a creature an ability as part of the copying process, does that ability become part of the values that the copy will have?","Yes, it becomes part of the copiable values for the copy, along with any other abilities that were copied.","No, it is lost when the copy is made.",It becomes a permanent ability of the original card.,It applies only to the next turn.
What ability does Unstable Shapeshifter gain when it copies Quirion Elves?,"Whenever another creature enters, this creature becomes a copy of that creature, except it has this ability.",It gains flying.,It gains trample.,It gains the ability to untap all lands you control.
"When a Clone enters the battlefield as a copy of an Unstable Shapeshifter that has just copied another creature, what abilities does the Clone receive?","It receives the Shapeshifter’s current copiable values, including the ability it gained when it copied that creature.",It only receives the Shapeshifter’s static text but not any abilities it gained from copying.,"It gains only the abilities of the original creature it copied, not those of the Shapeshifter.","It receives no abilities at all, only the Shapeshifter’s characteristics."
"What does the phrase “The Clone copies the new copiable values of the Shapeshifter, including the ability that the Shapeshifter gave itself when it copied the Elves” imply about how copy effects work?","The Clone adopts all current copiable values of the Shapeshifter, including any abilities it acquired during copying.",The Clone copies only the base characteristics of the Shapeshifter and ignores any abilities gained during copying.,The Clone copies only the abilities that were present before the Shapeshifter copied the Elves.,The Clone copies only the new abilities of the Shapeshifter but not its base characteristics.
"When a Clone becomes a copy of an Unstable Shapeshifter that has copied another creature, what values does the Clone inherit?","It inherits the new copiable values of the Shapeshifter, including the ability the Shapeshifter gained when it copied the other creature.",It inherits only the original values that the Shapeshifter had before it copied the other creature.,"It inherits only the static abilities the Shapeshifter originally had, ignoring any abilities it gained afterward.","It inherits only the creature type of the Shapeshifter, but not any abilities or characteristics."
"According to rule 707.9b, what occurs when a copy effect modifies a characteristic during the copying process?",The final set of values for that characteristic becomes part of the copiable values of the copy.,The copy ignores the modification and keeps the original characteristic values.,The copy must discard the characteristic entirely.,The copy copies the original characteristic values and then adds the modification as a separate effect.
What becomes part of the copiable values of a copy after a copy effect modifies a characteristic?,The final set of values for that characteristic becomes part of the copiable values of the copy.,It is a random value chosen by the controller of the copy.,It is the original value of the original object before any modifications.,It is a value determined by the color of the copy.
Which values are included in the copiable values of a copy when a characteristic is modified during the copying process?,The final set of values for that characteristic.,Only the original values of the object being copied.,Only the values of any abilities that were copied.,Only the values of the copy’s controller’s hand.
What are the types of Copy Artifact after it copies Juggernaut?,"artifact, creature, and enchantment",artifact and enchantment only,creature and enchantment only,artifact and creature only
What does rule 707.9c allow a copy effect to specify regarding an object's characteristics?,"It may state that certain characteristics are not copied, so the object keeps those original values",It can grant the copy new abilities not present on the original,It forces the copy to have the same mana cost as the original,It deletes all characteristics of the original when copying
What happens to characteristics that a copy effect explicitly states it does not copy?,They retain their original values.,They become random values.,They default to a new value.,They copy the corresponding characteristic from the copying object.
Which abilities of the object being copied are not copied when the copy effect says it does not copy a characteristic?,All characteristic‑defining abilities that define that characteristic.,All activated abilities of the object.,All abilities that grant counters.,All abilities that have an effect on the battlefield.
What can copy effects explicitly state about certain characteristics?,That they are not copied.,That they must be replaced by colorless.,That they are always copied.,That they cause the object to be sacrificed.
"When a copy effect says certain characteristics are not copied, which part of the original object is excluded from the copy?",Any characteristic‑defining ability that defines that characteristic.,Only the object's name.,Only the object's mana cost.,Only the object's color indicator.
"When a copy effect specifies that it does not copy a particular characteristic, what happens to the characteristic‑defining ability of the object being copied that defines that characteristic?",Its characteristic‑defining ability is not copied.,The ability is copied but the new object ignores it.,The ability is copied and the new object keeps the original value of the characteristic.,The ability is copied but the new object must pay an extra cost to use it.
"If a copy effect excludes copying the color of an object, what occurs with that object's color indicators?",The color indicators are not copied.,The color indicators are copied but the object appears colorless.,The color indicators are copied and remain the same as the original.,The color indicators are copied only if the object is a creature.
