question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
Which entities can be targets of a spell or ability?,objects and/or players,only creatures or planeswalkers on the battlefield,only cards in your hand,the mana pool of any player
At what point are the targets of a spell or ability chosen?,When the spell or ability is put onto the stack.,During the upkeep step of the next turn.,As soon as the spell resolves on the battlefield.,When the spell’s controller draws a card.
What phrase in a spell’s ability indicates that it is a targeted spell?,target [something],any other phrase,cast [something],affect [something]
Under what circumstances can the targets of a spell or ability be changed?,Only by another spell or ability that explicitly says it can do so,By the original caster deciding at a later time,By any spell with a cost that is paid,When a creature dies
What phrase indicates that an instant or sorcery spell targets something?,The phrase “target [something]”,The phrase “affect [something]”,The phrase “choose [something]”,The phrase “damage [something]”
When is an instant or sorcery spell considered to be targeted?,When its spell ability identifies something it will affect by using the phrase “target [something]”,When the spell is cast with a mana cost,When the spell has an activated ability,When the spell is an instant or sorcery with a cost to play it
Does a spell become targeted if one of its activated or triggered abilities uses the word *target*?,"No, only the ability is targeted.","Yes, the spell is also targeted.",It depends on whether the spell is an instant or a sorcery.,The spell is targeted only if the ability targets a player.
"In the example where a sorcery card cycles and says “When you cycle this card, target creature gets ‑1/‑1 until end of turn,” is the card itself targeted?","No, the card is not targeted.","Yes, the card is targeted because the ability uses the word *target*.",The card is targeted only if it has an Aura keyword.,The card is targeted only if the target is a player.
What is the effect of the triggered ability described in the example?,The target creature gets –1/–1 until end of turn.,The target creature gets +1/+1 until end of turn.,The target creature gains flying until end of turn.,The target creature is destroyed at end of turn.
"If a sorcery has a triggered ability that targets a creature, does that make the sorcery card itself targeted?","No – only the triggered ability is targeted, not the card it is on.",Yes – the card itself becomes targeted by the ability.,The card becomes enchanted by the target creature.,The card is placed into the graveyard as a result of being targeted.
What phrase in an activated ability signals that the ability targets something?,The phrase “target [something]” where “[something]” describes an object and/or player.,The phrase “choose [something]”,The phrase “select a target”,The phrase “use [something]”
When is the target of an activated ability chosen?,"When the ability is activated, at that moment the target is chosen.",When the ability resolves,When the card is first put onto the battlefield,When the opponent declares a block
What is the correct timing for choosing targets for a targeted ability?,When the ability is put on the stack.  Before the ability is put on the stack.  When the ability resolves.  When the ability is activated.,Before the ability is put on the stack.,When the ability resolves.,When the ability is activated.
How does a triggered ability identify that it is targeted?,By using the phrase “target [something]”.  By having a cost.  By being a keyword ability.  By being an activated ability.,By having a cost.,By being a keyword ability.,By being an activated ability.
Which keyword abilities represent targeted activated or triggered abilities?,Equip and modular.  Equip and mutate.  Modular and mutate.  Equip and first‑strike.,Equip and mutate.,Modular and mutate.,Equip and first‑strike.
Which keyword ability causes a spell to have targets?,Mutate.  Equip.  Modular.  Flying.,Equip.,Modular.,Flying.
"Where does the phrase “target [something]” appear for keyword abilities such as equip, modular, or mutate?",In the rule for that keyword ability,In the ability itself,In the creature’s power and toughness,In the card’s mana cost
What word does the reminder text of many keyword abilities often contain?,Target,Flying,Lifelink,First strike
Which keyword ability causes spells to have targets?,mutate,equip,flying,trample
Where does the phrase “target [something]” typically appear for keyword abilities that represent targeted activated or triggered abilities?,in the keyword’s reminder text,in the ability text itself,in the card’s artwork description,in the player’s handbook
Which rule contains the rules for keyword abilities?,"rule 702, “Keyword Abilities”","rule 115, “Targeting”","rule 120, “Combat”","rule 600, “Mana”"
What does the keyword’s reminder text often contain?,the word “target”,the ability’s mana cost,a list of creature types,the name of the card’s creator
What must a target be for a spell or ability to legally point to it?,"Only permanents are legal targets, unless the spell or ability specifically allows targeting an object in another zone, a player, or an object that can’t exist on the battlefield.",Any object in the game,Any creature regardless of type,Any non‑permanent object
Can a spell or ability target a spell or ability itself?,"Yes, if the spell or ability specifies that it can target an object that can’t exist on the battlefield, such as another spell or ability.","No, spells can only target permanents, never other spells or abilities","No, spells can only target players","No, only abilities can target other abilities"
"When a spell contains the word “target” multiple times, can the same object be chosen for each instance?",No—the same target cannot be chosen multiple times for any one instance of the word “target” on a spell or ability.,"Yes, the same object can be targeted as many times as the word “target” appears","Yes, but only if the spell has a special cost","Yes, if the spell is a creature spell"
What does the rule about multiple uses of the word “target” in a spell or ability allow regarding the same object or player?,The same object or player can be chosen once for each instance of the word “target” (as long as it fits the targeting criteria).,The same object or player cannot be chosen more than once for any instance of “target.”,Each instance of “target” must select a different object or player.,Only permanent objects may be chosen as targets.
"If a spell contains two separate “target” words, can the same creature be selected for both targets?","Yes, the same creature can be chosen once for each instance of the word “target,” provided it satisfies the targeting rules.","No, a creature can only be selected for one target within the spell.",The creature must be replaced with a different one for the second target.,Targeting the same creature twice is only allowed if the spell has a special keyword.
"When a spell or ability refers to damage and requires “any target,” “another target,” “two targets,” or similar wording, which categories of objects may be chosen?","Creatures, players, planeswalkers, or battles.",Only creatures can be chosen as such targets.,Only players may be selected as targets.,Spells and abilities in the graveyard can also be targeted.
"Which of the following can be chosen as a target for a spell or ability that refers to damage and requires ""any target,"" ""another target,"" or ""two targets""?","Creatures, players, planeswalkers, and battles.",Non‑creature artifacts.,Spells on the stack.,Cards in a player’s graveyard.
"Which of the following cannot be chosen as a target for a spell or ability that refers to damage and requires ""any target,"" ""another target,"" or ""two targets""?",Non‑creature artifacts and spells.,Creatures.,Players.,Planeswalkers.
"Which type of game objects cannot be chosen as targets for a spell or ability that refers to ""any target,"" ""another target,"" or ""two targets""?",Noncreature artifacts or spells,Creatures,Players,Planeswalkers
"Is it possible to target a noncreature artifact with a spell that requires ""any target""?","No, a noncreature artifact cannot be chosen as a target.","Yes, it can be targeted.",Only if the artifact is enchanted.,Only if the spell is cast by an opponent.
Is it possible to cast a spell that requires targets without selecting any targets?,"Yes, it is possible; the spell can be cast with zero targets chosen","No, the spell must always have at least one target chosen",Only if the spell is an instant,Only if the target is a creature
"When a spell that requires targets has no targets chosen, how is it treated in terms of targeting?",It is only considered targeted if at least one target has been chosen,It is automatically targeted by a random opponent’s creature,It becomes an untargeted spell that can be countered,It cannot be cast at all
When is a spell or ability considered to have been targeted?,Only if one or more targets have been chosen for it.,"If the spell is on the stack, regardless of target choice.","After the spell resolves, even if no targets were chosen.","Whenever the spell is cast, regardless of whether targets are selected."
"If a spell requires targets but is allowed to choose zero targets, is it still considered “targeted”?","No, it is not considered targeted unless at least one target is chosen.","Yes, it is always considered targeted even with no targets.","It is considered targeted only after it resolves, even with no targets.",It is considered targeted only if the player explicitly declares it as such.
"When an effect lets a player ""change the target(s)"" of a spell or ability, what can each target be changed to?",another legal target,an illegal target,any creature regardless of legality,a random card from the battlefield
"If a target cannot be changed to another legal target, what happens to the original target?","the original target remains unchanged, even if it becomes illegal",the original target is removed from play,the effect fails entirely and the spell or ability is countered,the player must choose a new target anyway
"What is the difference between an effect that allows a player to ""change the target(s)"" of a spell or ability and one that allows a player to ""choose new targets""?","""Change"" replaces only the specific target(s) with other legal ones; ""choose new"" replaces all targets entirely","""Change"" can only remove targets, not add them; ""choose new"" can only add targets","""Change"" applies only to creatures, while ""choose new"" applies to all spells",Both are identical in effect and wording
What happens to the original target when an attempt to change it fails because no legal replacement exists?,"The original target remains unchanged, even if it later becomes illegal.",The original target is removed from the game.,The spell or ability is countered.,The target is automatically replaced with a random legal target.
"If a target cannot be changed to another legal target, can it still become illegal later?","No; the original target stays unchanged, regardless of later illegality.",Yes; the original target automatically becomes illegal.,Only if the player chooses to do so can the target become illegal.,The target is switched to a different target automatically.
"If an effect lets a player change the targets of a spell or ability, and not every target can be changed to a legal target, what happens to the original targets?",None of the targets are changed.,All the original targets remain as they were.,Only the targets that can be legally changed are altered.,The spell is canceled immediately.
"What is the maximum number of targets that can be changed when an effect allows a player to ""change a target"" of a spell or ability?",Only one of those targets may be changed.,All of them may be changed.,None of them may be changed.,Any number of them may be changed.
"When an effect allows a player to ""change a target"" of a spell or ability, which rule applies to the number of targets that can be changed?",Only one of those targets may be changed.,All of them may be changed.,None of them may be changed.,Any number of them may be changed.
What does rule 115.7d allow a player to do with any number of the spell’s or ability’s targets?,"Leave any number of the targets unchanged, even if those targets would be illegal.","Change all of the targets, regardless of legality.",Must choose a new target for every existing target.,Cannot leave any targets unchanged once a change is made.
"When a player chooses to change some or all targets under rule 115.7d, what must the new targets satisfy?",The new targets must be legal and must not cause any unchanged targets to become illegal.,The new targets can be illegal as long as the old targets stay the same.,New targets must be exactly the same as the old targets.,New targets must be random creatures from the battlefield.
"When a player chooses to change some or all targets of a spell or ability, what must the new targets satisfy?",They must be legal and must not cause any unchanged targets to become illegal.,They can be illegal as long as the spell’s effect is still applied.,They must be chosen after the spell resolves.,They must be the same color as the original targets.
"In changing targets for a spell or ability, what must be true about any targets that the player does not change?",They must remain legal and not become illegal due to the new targets.,They can become illegal if the new targets are chosen.,They must all be changed as well.,They are ignored for the purpose of legality.
What is the effect of the spell Arc Trail?,It deals 2 damage to any target and 1 damage to another target.,It deals 1 damage to a target and 2 damage to another target.,It deals 3 damage to a single target.,It draws two cards.
"After using Redirect to swap the targets of Arc Trail, which creature receives 2 damage and which receives 1 damage?",Llanowar Elves receives 2 damage; Runeclaw Bear receives 1 damage.,Runeclaw Bear receives 2 damage; Llanowar Elves receives 1 damage.,Both creatures receive 2 damage.,Neither creature receives any damage.
What does the instant Redirect allow you to do regarding targets?,You may choose new targets for target spell.,You may cast another spell at the same time.,You may remove a target from a spell.,You may choose to cancel the spell.
What happens to the distribution of an effect when you change the targets of a spell or ability that divides or distributes that effect?,The original division cannot be changed.,You can reallocate the effect among the new targets.,The new targets receive double the original effect.,The effect is canceled.
What happens to the original division of an effect when a spell or ability’s targets are changed or new targets are chosen?,The original division cannot be changed.,The effect is automatically redistributed equally among the new targets.,The original division is reset to its default distribution.,The effect is discarded entirely.
What happens if you change the target of a modal spell or ability?,"The player can change the target(s), but they cannot change the mode of that spell or ability.",The player can also change the mode.,The player can only change the mode if the spell is an instant.,The player can change the mode only if the spell was already chosen.
Can an effect that allows you to change the target(s) of a modal spell or ability also let you change its mode?,"No, it does not allow you to change the mode of that spell or ability.","Yes, it lets you change the mode.","Yes, but only if the mode was selected at random.","Yes, if the spell has no modes."
Can an effect that changes the target(s) of a modal spell or ability also change that spell’s mode?,"No, it does not allow the mode to be changed.","Yes, the effect automatically changes the mode to the new target.",The effect can change the mode only if the spell’s text explicitly states it.,Changing targets always changes the mode as well.
"When an effect allows a player to change the target(s) of a modal spell, what aspect of the spell remains fixed?",The mode of the spell cannot be changed.,The spell’s mana cost can be altered.,The player may choose a different mode after changing the target.,The spell’s color identity can be switched.
"When an object checks what a spell or ability is targeting, which target states can it evaluate?","The current state of the targets, the state at the time they were selected, or both.",Only the state of the targets at the moment the spell was cast.,Only the state of the targets after the spell resolves.,Only the state of targets that are still legal.
"When an object or player is targeted more than once by spells or abilities, how are those target instances counted?",Each target instance is counted separately.,Only the first instance is counted.,Duplicate targets are merged into a single count.,"Only unique targets are counted, ignoring repeated instances."
What does an object that looks for a “[spell or ability] that targets [something]” check?,the current state of that spell or ability’s targets,the number of times the spell or ability was cast,whether the spell or ability can be countered,the mana cost of the spell or ability
"If an object it targets is no longer in the zone it’s expected to be in, how is that target treated?",the target is ignored; its last known information is not used,the target’s last known information is used as if it were still there,the target is moved to a new zone and still considered valid,the object immediately destroys the target
"When an object targets a player who has left the game, what does the object do?",it ignores that player; its last known information is not used,it targets the next player in turn order instead,it continues to treat the former player as a legal target,it immediately removes the object from the game
When does a spell or ability that searches for a target use that target’s current information?,"When the object it targets is still in the zone it’s expected to be in or the player it targets is still in the game, even if that target is currently illegal for the spell or ability.",Only when the target is currently a legal target for the spell or ability.,"Only when the target is on the battlefield, regardless of its status.",Only when the target’s power and toughness match the requirements of the spell or ability.
What happens to a target that is no longer in the zone it’s expected to be in when a spell or ability searches for it?,The target is ignored; its last known information is not used.,"The target remains considered, and its last known information is still used.",The target is treated as an illegal target and is removed from the game.,The target is replaced with a random object from the same zone.
"What happens to a target of a spell or ability if the object it targeted is no longer in the zone it was expected to be in, or the player it targeted is no longer in the game when the spell resolves?",The target is ignored; its last known information is not used.,The spell uses the object’s last known information to resolve.,The spell chooses a new random object in that zone as the target.,The spell fails to resolve and is countered.
"If a spell or ability targets a player who has left the game before the spell resolves, how is that target treated?",The target is ignored; its last known information is not used.,The spell forces the player to re‑enter the game.,The spell continues as normal but uses the player’s last known information.,The spell is returned to the caster’s hand.
Do the last known states of objects removed from the battlefield affect the resolution of spells that had them as targets?,"No, those targets are ignored; last known information is not used.","Yes, the spell resolves using the last known state of the removed object.",The spell ignores the removed object and automatically selects a new target.,The spell is automatically countered.
"When an object checks for a spell or ability that targets only something, what number of targets does it consider?","The number of different objects or players that were chosen as targets when the spell was put on the stack, not the number that are currently legal targets.",The current number of legal targets on the battlefield.,The total number of times the spell has ever targeted any object.,The number of objects that are presently in the zone the spell expects them to be in.
"If a spell that targets only a particular object is on the stack with that object targeted twice, how many targets does a rule that looks for spells that target only that object count?","One, because the same object counts as a single target.","Two, because it was targeted twice.","Zero, because it must target a different object each time.","Three, because each target is counted separately."
"If a spell or ability has only one distinct target (even though that target is chosen multiple times), what must be checked before it resolves?",The current state of that spell or ability’s target must be checked.,The target must be ignored and the spell fails.,The spell automatically copies itself onto the target.,The target’s last known information is applied regardless of its current state.
"When a spell or ability is aimed at a single object or player more than once, what rule governs whether the target’s current state is considered?",Rule 115.9c requires checking the target’s current state.,The spell is automatically negated.,The target’s last known information is used instead.,The spell targets are expanded to include all similar objects.
What does rule 115.10 say about when objects or players that aren’t targeted by a spell or ability are chosen?,They are not chosen until the spell or ability resolves.,They are chosen when the spell is cast.,They are chosen when the spell is put on the stack.,They are never chosen.
Does an object or player automatically become a target of a spell or ability simply because it is affected by that spell or ability?,"No, being affected does not automatically make it a target.","Yes, it always becomes a target.",Only if the spell has a specific targeting clause.,Only if the spell is a creature‑blocking spell.
When do objects or players that a spell or ability affects but does not explicitly target become chosen?,Only when the spell or ability resolves.,When the spell is first cast.,At the beginning of the turn in which the spell is cast.,"If the spell’s text names them as targets, they are chosen immediately."
Which of the following must a spell or ability explicitly contain for an object or player to be considered a target?,"The word “target” in the text of the spell or ability, or the rule for that keyword ability",The word “affect” in the text of the spell or ability,Any mention of the object or player in the spell’s description,The word “you” in an object’s text
What determines whether an object or player is considered a target of a spell or ability?,"Only if the word “target” appears in the spell’s or ability’s text, or if a keyword ability’s rule specifically designates it as a target.",If the object or player is simply affected by the spell or ability.,If the object is controlled by you.,If the spell’s cost includes a target.
Does the word “you” in an object’s text indicate that the object is a target?,"No, the word “you” does not indicate a target.","Yes, it always indicates a target.",Only if the object is a creature.,Only if the spell says “you” as a target.
What condition allows a player to perform a special action?,When they have priority,When the stack is empty,When the turn ends,When a creature is declared as a blocker
Which statement best describes a special action?,Actions a player may take when they have priority that don’t use the stack,Actions that occur during the main phase,Actions that resolve immediately on the stack,Actions that are only available to the active player during combat
Which actions does the game generate automatically and are not considered special actions?,turn‑based actions,state‑based actions,stack‑based actions,combat actions
"What are the two categories of actions that the game generates automatically, thereby not qualifying as special actions?",turn‑based actions and state‑based actions,special actions and combat actions,stack actions and replacement effects,deathtouch and lifelink effects
How many special actions are there?,Twelve,Eight,Fifteen,Fourteen
What action does a player perform when they play a land?,They put that land onto the battlefield from the zone it was in (usually that player’s hand).,They flip the land over on the battlefield.,They remove the land from the battlefield and put it in the graveyard.,They exile the land and then return it to the battlefield.
From which zone does a land normally come when a player plays it?,Usually from the player’s hand.,From the battlefield.,From the graveyard.,From the library.
What is the special action that allows a player to turn a face‑down creature face up?,Turning a face‑down creature face up,Turning a face‑down creature face down,Turning a face‑up creature face down,Casting a face‑down spell
When can a player take the action to turn a face‑down creature face up?,Any time they have priority,Only during a main phase of their turn,Only when the stack is empty,Only after a specific card effect has resolved
Which of the following is required for a player to flip a face‑down creature face up?,The player must have priority at the time of the action,The player must pay a mana cost,The player must activate an ability on the creature,The player must wait until the end of their turn
Which action can a player take at a later time to end a continuous effect or stop a delayed triggered ability from triggering?,Take a special action to end the effect or stop the delayed triggered ability.,Cast a spell.,Attack with a creature.,Play a land.
When can a player take such a special action?,"Any time they have priority, unless the effect specifies another timing restriction, for as long as the effect allows it.",Only during their main phase.,Only after they cast a spell.,Only when they have no other actions.
What does the rule say about when a player may take a special action to end a continuous effect or prevent a delayed triggered ability?,"Any time they have priority, unless the effect specifies another timing restriction",Only during their own main phase,Only during combat,Only after they cast a spell
When may a player take a special action to ignore the effect of a static ability for a duration?,Any time they have priority,Only during the opponent’s upkeep,Only during their own upkeep,Only during the main phase
What does a player do to temporarily ignore the effect of a static ability?,Take a special action.,Pay life.,Tap a permanent.,Discard a card.
When may a player discard Circling Vultures?,any time you could cast an instant,only during your main phase,only when a creature with haste enters the battlefield,only during your opponent’s turn
What special action does Circling Vultures grant a player?,discarding it any time you could cast an instant,paying life to sacrifice it,exiling it at the beginning of combat,returning it from the graveyard to your hand at end of turn
When can a player take a special action?,Any time they have priority.,Only during their main phase.,Only when the card is tapped.,Only when the opponent is in the declare blockers step.
When can a player exile a card with suspend from their hand?,"Any time they have priority, but only if they could begin to cast that card by putting it onto the stack.",Only during their main phase.,Only when they have no cards in hand.,Only if the card is a creature.
What condition must be satisfied for a player to be allowed to take the special action of exiling a suspend card?,The player must be able to begin casting the card by putting it onto the stack.,The card must be an instant or sorcery.,The player must have exactly three cards in hand.,The player must have cast at least one spell that turn.
During which moments can a player pay three mana to bring a companion from outside the game into their hand?,"Only when it is their main phase, they have priority, the stack is empty, and they have not used this ability yet in the game.","At any time they have priority, regardless of the stack or phase.","Whenever they cast a spell, as long as the stack is not empty.","Only during the combat phase, no matter the stack state."
What is the key limitation that prevents a player from using the companion special action more than once per game?,"They can use it only once per game; once the action has been taken, it cannot be repeated.","They can use it multiple times, but only during main phases.",They can use it any number of times as long as the stack is empty.,They can use it only during their opponent’s turn.
What must a player do to foretell a card in their hand?,Pay {2} and exile that card face down,Pay {3} and exile that card face up,Sacrifice a creature and exile that card face down,Pay {1} and exile that card face down
What action is considered a special action in a Planechase game?,Rolling the planar die,Drawing a card,Casting a spell,Tapping a land
What is the effect of performing a foretell action on a card?,The card is exiled face down until it is cast,The card is moved to the graveyard,The card is put onto the battlefield immediately,The card is returned to the hand
What action involving the planar die is allowed only during a main phase in a Planechase game?,Rolling the planar die,Flipping a coin,Choosing a new commander,Drawing an extra card from the library
What is the type of action that allows a player to exile a card with foretell face‑down?,A special action,A normal action,A sorcery,A creature ability
When may a player perform the special action of foretelling a card?,Any time they have priority during their turn,Only during their main phase,Only during combat,Only on an opponent’s turn
What is considered a special action in a Planechase game?,Rolling the planar die,Shuffling the library,Discarding a card,Casting a spell during combat
When may a player roll the planar die in a Planechase game?,Any time they have priority and the stack is empty during a main phase of their turn,Only during combat when a creature attacks,Only during the upkeep step of any player's turn,During the end step of the opponent's turn
What determines the mana cost to roll the planar die during a Planechase game?,The number of times the player has previously taken this action on that turn,A fixed cost of three mana regardless of previous rolls,The total amount of mana the player has available that turn,The color of the planar die rolled
When can a player roll the planar die in a Planechase game?,Any time they have priority and the stack is empty during a main phase of their turn.,Only at the beginning of their turn.,Only when no other spells are on the stack.,Only during combat.
What must be true about the stack for a player to roll the planar die?,The stack must be empty.,The stack must contain at least one spell.,The stack must be full.,The stack must contain only planeswalkers.
During which phase may a player roll the planar die?,During a main phase of their turn.,During the combat phase.,During the ending phase.,During the beginning of turn.
What determines the mana cost to take the special action of rolling the planar die during a Planechase game?,"It equals the number of times the player has previously taken this action on that turn, a fixed mana cost of 3, a cost that doubles each time, a cost that depends on the number of planes visited.",A fixed mana cost of 3,A cost that doubles each time,A cost that depends on the number of planes visited
What can cause the number of times a player has taken the action to differ from the number of times the planar die was rolled that turn?,An effect that caused the player to roll the planar die.,The number of planes the player has visited.,The total number of mana sources the player controls.,The number of cards in the player's hand.
"In Planechase, if an effect forces a player to roll the planar die, how does that affect the cost for taking the action that turn?",The cost‑count does not equal the number of planar die rolls.,The cost‑count increases by the number of planes visited.,The cost‑count becomes zero regardless of actions taken.,The cost‑count is based on the total number of cards in the graveyard.
"In a Conspiracy Draft game, when can a player turn a face-down conspiracy card in the command zone face up?",Any time they have priority.,Only when the game reaches the drafting phase.,Only if the card has already been used once.,Only after all players have finished drafting.
When may a player exile a card with plot from their hand?,Any time they have priority during their own turn while the stack is empty.,Only during the combat phase of any turn.,Only if the card is the only plot card in play.,Only after the player has paid the plot cost.
"What can a player do with a plot card in their hand, and under what circumstances can they perform this action?",Exile the plot card as a special action during their own turn while the stack is empty.,Play the plot card as an instant.,Cast the plot card as a sorcery.,Tap the plot card to generate mana.
When may a player exile a plot card from their hand?,"During their own turn, while they have priority and the stack is empty.",During an opponent’s turn.,When the stack is not empty.,"At any time, regardless of priority."
What must a player pay to give a permanent an unlocked designation?,"The mana cost of the locked half, referred to as the unlock cost.",A tap cost.,The cost of the permanent's other half.,No cost; it is automatic.
When can a player pay the unlock cost to give a permanent an unlocked designation?,Any time they have priority and the stack is empty during a main phase of their turn.,During any combat phase.,Only when the permanent has attacked.,Only when the opponent declares a lock.
What is the term for the cost paid to unlock a locked half of a permanent?,Unlock cost.,Lock cost.,Unlocking fee.,Unlock charge.
When may a player cast an instant spell?,Any time they have priority.,Only during their main phase.,Only when the stack is empty.,Only during their opponent’s turn.
When can a player activate an activated ability?,any time they have priority.,only during their main phase,only when the stack is empty,only when they are casting a non‑instant spell
"What can a player do at any time they have priority, as stated in rule 117.1b?",Activate an activated ability.,Cast an instant spell,Cast a non‑instant spell,Take other special actions
When can a player perform special actions?,Whenever they have priority.,Only during their main phase.,Only while the stack is not empty.,Only when an opponent casts an instant.
What must be true for a player to take other special actions during their main phase?,They must have priority and the stack must be empty.,They must be the active player.,They must have no cards in hand.,They must be in combat.
Under what circumstances can a player activate a mana ability?,"Whenever they have priority, when casting a spell or activating an ability that requires a mana payment, or when a rule or effect asks for a mana payment—even in the middle of casting or resolving a spell or ability.",Only during a player’s main phase when the stack is empty.,Only after a spell resolves.,Only during a player’s upkeep.
Which kinds of abilities and actions are automatically generated by the game rules or performed by players without receiving priority?,Other kinds of abilities and actions,Activated abilities that require priority,Mana abilities that can be activated when you have priority,Triggered abilities that require priority
"According to rule 117.2, who performs other kinds of abilities and actions?",The game rules or players without receiving priority,Only the active player when they have priority,Only the controller of the ability,Only the opponent during their turn
What is the priority status of other kinds of abilities and actions?,They do not require priority; they are automatically generated or performed by the game rules or by players without receiving priority,They require priority to be activated,They can only be cast during your main phase,They must be activated by paying mana cost while you have priority
Can a triggered ability trigger while a spell is being cast?,"Yes, it can trigger while a spell is being cast.","No, it can only trigger after the spell has finished casting.","It can trigger only when a spell is on the stack, not while being cast.",Triggered abilities never occur during spell casting.
When does a triggered ability actually go onto the stack?,"When a player receives priority, the triggered ability is put on the stack.","Immediately as soon as it triggers, before any priority is passed.",Only after the spell or ability that caused the trigger resolves.,"When the spell that caused the trigger finishes casting, regardless of priority."
What is the relationship between static abilities and priority?,Priority does not apply to static abilities.,Priority only applies when a static ability triggers.,Priority only applies to activated abilities.,Priority applies only to activated and triggered abilities.
Which type of abilities continuously affect the game and never go onto the stack?,Static abilities.,Activated abilities.,Triggered abilities.,Optional abilities.
When do turn‑based actions occur during a game?,"They happen automatically when certain steps or phases begin and also when each step and phase ends, before any player receives priority.",Only when a player chooses to activate an ability.,Only at the start of the game.,Only during the combat phase.
What happens to priority during turn‑based actions?,No player receives priority during turn‑based actions.,The active player receives priority.,All players share priority.,Priority is split between the active and non‑active players.
When do turn‑based actions automatically happen during a turn?,At the beginning of each step or phase and at the end of each step or phase.,Only at the beginning of combat.,Only when a player loses a life.,Only when a spell resolves.
"After turn‑based actions occur automatically at the end of a step or phase, does any player receive priority?","No, no player receives priority afterward.","Yes, the active player receives priority.","Yes, the player who would have priority next receives it.","Yes, the opponent receives priority."
When do state‑based actions occur relative to player priority?,They are dealt with before a player receives priority.,They occur after a player receives priority.,They happen during a player’s priority phase.,They are performed only when a player chooses to trigger them.
What is the status of player priority while a spell or ability is resolving?,No player has priority while a spell or ability is resolving.,Players are allowed to cast additional spells during resolution.,Players may activate abilities during the resolution of a spell or ability.,Players can declare combat during the resolution of a spell or ability.
"During the resolution of a spell or ability, which of the following actions might a player be instructed to perform?","Make choices or take actions, or activate mana abilities.",Draw an extra card immediately after the spell resolves.,Declare attackers before the spell finishes resolving.,Flip a coin to decide whether the spell succeeds.
Can a player activate a mana ability while a spell or ability is resolving?,"Yes, a spell or ability may allow a player to activate mana abilities during its resolution.","No, mana abilities cannot be activated while a spell is resolving.",Only the player who cast the spell can activate mana abilities during its resolution.,Only non‑creature spells allow activation of mana abilities during their resolution.
What happens to priority while a spell or ability is resolving?,No player has priority.,The active player has priority.,The defending player has priority.,Priority alternates between players each turn.
Who receives priority at the beginning of most steps and phases?,The active player,The non‑active player,Both players at the same time,No player receives priority
During which step does no player receive priority?,The untap step,The main phase,The combat step,The end step
During which step of a turn do no players receive priority?,no player receives priority during the untap step,all players receive priority during the upkeep step,all players receive priority during the main phase,all players receive priority during the combat step
In which step do players usually not get priority (except in special circumstances)?,players usually don’t get priority during the cleanup step,players always get priority during the combat step,players always get priority during the main phase,players always get priority during the upkeep step
"After a spell or ability (except a mana ability) resolves, who receives priority?",The active player,The player who cast the spell or activated the ability,The player who cast the last spell,No one receives priority
Does resolving a mana ability give priority to the active player?,"No, it does not","Yes, it always does",Only if it's a non‑mana ability,Only if the active player casts it
"What happens to priority after a player who has priority casts a spell, activates an ability, or takes a special action?",The same player receives priority afterward.,The next player in turn order receives priority.,Priority is lost until the next turn.,Priority is given to the opponent.
"When a player passes priority and has mana in their pool, what must they announce?",They must announce what mana is in the pool.,They must announce the number of lands they control.,They must announce all creatures they control.,They must announce all cards in their graveyard.
What happens to a triggered ability once its trigger condition is satisfied during a priority cycle?,It is put on the stack.,It is immediately resolved.,It is discarded.,It is stored in the player's hand.
In what order are triggered abilities processed relative to state‑based actions during priority?,They are placed on the stack after all state‑based actions have been performed.,They are resolved before state‑based actions are checked.,They are ignored until the end of the turn.,They are put into exile immediately.
"After all state‑based actions have been performed and no new abilities trigger, who acts next?",The player who would have received priority does so.,A new random player is chosen.,The stack is automatically cleared.,The game ends immediately.
What team structure determines priority in a multiplayer game that uses the shared team turns option?,Teams rather than individual players,Individual players,The player with the most cards in hand,No one has priority
Which option allows teams to have priority instead of individual players in multiplayer games?,Shared team turns option,Individual turns option,Solo turns option,Teamless turns option
"When a spell or activated ability is cast in response to another one already on the stack, which resolves first?",The new spell or ability resolves first.,The earlier spell or ability resolves first.,The spell or ability that was cast first always wins.,The one that was cast last is ignored.
"What does it mean for a spell or activated ability to be cast ""in response to"" another?",It means the new spell or ability was cast while the earlier one was still on the stack.,It means the new spell or ability is cast after the earlier one resolves.,It means the new spell or ability is ignored until the earlier one resolves.,It means the new spell or ability is cast before the earlier one is on the stack.
"When a new spell is cast in response to another spell already on the stack, which spell resolves first?",The new spell resolves first.,The earlier spell resolves first.,Both spells resolve at the same time.,The earlier spell is canceled automatically.
"If a player activates an ability while another ability is already on the stack, what is the resolution order?",The newly activated ability resolves first.,The earlier ability resolves first.,"The abilities resolve in the order they were cast, regardless of timing.",The earlier ability is never resolved if a later ability is activated.
