question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
What happens when the top card of a planar deck is a phenomenon card?,The player places that card on the bottom of their planar deck and repeats the process until a plane card is turned face up.,The player discards the phenomenon card.,The player flips the card face down and keeps it on the top of the deck.,The player may ignore it and simply continue to the next card in their hand.
Where does a phenomenon card go after being turned face up from the top of a planar deck?,It is placed on the bottom of the planar deck.,It is removed from play and discarded.,It is moved to the command zone.,It remains face up in the command zone until the game ends.
Who is the owner of a plane or phenomenon card?,The player who started the game with it in their planar deck.,The active player.,The opponent who last played the card.,The player who currently controls the face‑up plane.
Who is the controller of a face‑up plane or phenomenon card?,"The player designated as the planar controller, normally the active player.",The owner of the card.,The opponent.,The player with the most planes in play.
Who is the controller of a face‑up plane or phenomenon card?,The player designated as the planar controller.,The player who last played the plane card.,The active player only.,The player who first added the card to the deck.
What is the term used to describe the player who controls a face‑up plane or phenomenon card?,The planar controller.,The active controller.,The card controller.,The game controller.
Which player is normally the planar controller of a face‑up plane or phenomenon card?,the active player,the player who owns the card,the player who has the most mana,the player who last cast a spell
"When the current planar controller would leave the game, who becomes the new planar controller?","The next player in turn order who wouldn’t leave the game becomes the planar controller, then the old planar controller leaves the game.",The original active player remains planar controller until the next turn.,The game ends immediately when a planar controller leaves.,A random player is chosen to become the planar controller.
How does the game handle the departure of the current planar controller?,"It passes planar control to the next non‑leaving player in turn order, then removes the old controller.",It allows the same player to keep planar control until the game ends.,It selects a random player to become planar controller.,It ends the game immediately when a planar controller leaves.
When does a new planar controller keep the title of planar controller?,"The new planar controller keeps the role until they leave the game or a different player becomes the active player, whichever comes first.",The new planar controller keeps the role until the plane changes.,The new planar controller keeps the role until the game ends.,The new planar controller keeps the role until the next player in turn order becomes the active player.
From which zone do the abilities of a face‑up plane card or phenomenon card in the command zone operate?,command zone,battlefield,graveyard,library
"If a face‑up plane card or phenomenon card is turned face down, what does it become?",a new object,the same object it was before,a creature,a land
When may a player roll the planar die?,"When the active player has priority, the stack is empty, and it is during a main phase of their turn.","Whenever they want, regardless of priority.",Only during combat.,Only when the stack is not empty.
What is the mana cost to roll the planar die after the first time in a turn?,Equal to the number of times the player has previously taken this action that turn.,One mana.,Zero mana.,A fixed cost of two mana.
Does rolling the planar die use the stack?,"No, it is a special action that doesn’t use the stack.","Yes, it goes on the stack.",It goes on the stack only if the stack is empty.,It uses the stack only during the main phase.
Does rolling the planar die place the action on the stack?,"No, it is a special action that doesn’t use the stack.","Yes, it goes onto the stack like other actions.",It uses the stack only when the die shows a blank face.,It uses the stack only during the combat phase.
What is the classification of the action that allows a player to roll the planar die?,It is a special action.,It is a standard action.,It is a free action.,It is a sorcery action.
What occurs when the planar die lands on the chaos symbol?,Chaos ensues,The active player draws a card,The active player discards a card,The active player loses a life point
Which symbol on the planar die causes chaos to occur?,The chaos symbol,The planeswalker symbol,The blank face,The damage symbol
Which type of effect ignores the result of rolling the planar die?,Effects that refer to a numerical result of a die roll are ignored.,Effects that refer to a symbolic result of a die roll are ignored.,Effects that compare the result to a card’s power are ignored.,Effects that require drawing a card are ignored.
"When a player leaves the game and their planar deck contains a face‑up plane card or phenomenon card, what must the planar controller do?",Turn the top card of their planar deck face up.,Discard the entire planar deck.,Put the top card of the planar deck into the graveyard.,Do nothing; the top card remains face down.
Is the action of turning the top card of a planar deck face up when a player leaves the game considered a state‑based action?,"No, it is not a state‑based action.","Yes, it is a state‑based action.",It depends on the game format.,It is only a state‑based action if the card has an ability that triggers on leaving the game.
What event causes the planar controller to flip the top card of their planar deck?,The event is the player leaving the game.,When the planar deck is shuffled.,When a planeswalker leaves the battlefield.,When a creature dies.
Does the action of turning the top card of a planar deck when a player leaves the game constitute a state‑based action?,"No, it is not a state‑based action.","Yes, it is a state‑based action.",It is a triggered ability.,It is a static ability.
When does the planar controller turn the top card of their planar deck face up after a player leaves the game?,As soon as the player leaves the game.,At the beginning of their next turn.,When the planar controller dies.,When the plane changes.
What happens to a planeswalking ability on the stack if the plane it belongs to leaves the game?,It ceases to exist.,It remains on the stack and resolves normally.,It transfers to the new planar controller.,It is replaced by a copy of the ability.
"When a player who owns a phenomenon leaves the game while that phenomenon’s ability is on the stack, who controls the ability?",The ability remains on the stack and is controlled by the new planar controller.,The ability is removed from the stack entirely.,The ability stays controlled by the departing player even though they are no longer in the game.,The ability becomes uncontrolled and will be randomly assigned to any player.
"What action causes a player to have ""planeswalked""?",Moving the top card of their planar deck off that deck and turning it face up after the game has started.,Drawing a card from the planar deck.,Playing a card from their hand.,Transferring control of a creature.
What type of duration do continuous effects have that last until a player planeswalks?,Until a player planeswalks.,Until the player loses a life.,Until the turn ends.,Until the game ends.
What event triggers abilities that trigger when a player planeswalks?,A player moving the top card of their planar deck face up.,A player tapping a creature.,A player drawing a card.,A player casting a spell from the battlefield.
What type of abilities trigger when a player planeswalks?,Abilities that trigger when a player planeswalks.,Abilities that trigger when a player casts a spell.,Abilities that trigger when a creature dies.,Abilities that trigger when a player draws a card.
What can cause a player to planeswalk?,An ability may instruct a player to planeswalk.,A player may only planeswalk when they lose a life total.,A player can only planeswalk during their upkeep step.,A player may planeswalk only if a plane card is flipped face‑down.
Which plane does a player planeswalk away from when a plane card is turned face down or leaves the game?,"The plane card or phenomenon card that’s turned face down, or that leaves the game.",The plane that remains face up on the battlefield.,The next top plane in the stack of planes.,The plane on which the player’s opponent is currently standing.
"When a player planeswalks while there are multiple face‑up plane cards on the battlefield, what happens?",The player planeswalks away from all such planes.,The player planeswalks to one of the face‑up planes.,The player remains on the current plane.,The player only planeswalks away from the first face‑up plane.
"Which variant of Planechase uses all the rules for the Two‑Headed Giant multiplayer variant and all the rules for the Planechase casual variant, with additional rules?",Two‑Headed Giant Planechase,Planechase Standard,Single‑Headed Planechase,Planechase Arena
How long does the new planar controller retain their designation as planar controller?,"They keep the designation until they leave the game or a different team becomes the active team, whichever comes first.",They keep the designation only until they leave the game.,They keep the designation only until a different team becomes the active team.,"They keep the designation indefinitely, regardless of team changes."
"When a plane or phenomenon is controlled by a single player, to whom does the pronoun “you” refer in its abilities?",Both members of the planar controller’s team,Only the player who controls the plane,Only the opponent’s active player,Both the controller and all opponents in the game
What is a planar controller?,a player who has set a starting plane and has a turn marker,any player who has a turn marker regardless of the starting plane,a player who holds a special planar card on the battlefield,any player who can affect the plane that the game is currently on
What does a player set before the first turn of a Grand Melee Planechase game?,a starting plane,a plane card for later turns,an event card to be used during the game,the order of turns for the rest of the game
What does it mean to be a planar controller in Grand Melee Planechase games?,A player who starts the game with a turn marker and sets a starting plane.,A player who has the most plane cards in play.,A player who can only control phenomenon cards.,A player who receives a bonus each turn for controlling planes.
"When a player would leave the game and that departure would reduce the number of turn markers, what occurs to their status as a planar controller?","They first cease to be a planar controller, then leave the game.",They immediately leave the game without ceasing planar controller status.,A new planar controller is chosen from the remaining players.,They become the new global planar controller.
What becomes of a departing player’s face‑up plane or phenomenon cards?,Each is put on the bottom of its owner’s planar deck.,Each is destroyed.,Each is returned to the departing player’s hand.,Each is shuffled into the deck.
"When a player departs from a Planechase game, what happens to each face‑up plane card or phenomenon card that the player controlled?",It is placed on the bottom of its owner’s planar deck.,It is destroyed.,It is returned to its owner’s hand.,It is shuffled back into the planar deck.
What alternative option is available for the planar deck in a Planechase game?,A single communal planar deck.,Multiple personal planar decks.,No planar deck at all.,A separate deck for each phenomenon card.
How many cards must a communal planar deck contain when using the single deck option?,"At least forty or at least ten times the number of players, whichever is smaller.",At least twenty cards.,Exactly the number of players.,"No minimum, just any number."
What is the maximum number of phenomenon cards allowed in a communal planar deck?,No more than twice the number of players.,No more than the number of players.,No limit at all.,Exactly five per player.
Is it possible to have multiple planar decks in a Planechase game?,"No, you must use a single communal planar deck as the alternative option.","Yes, one per player is required.",Only if you have a separate phenomenon deck.,You can choose any number of decks.
What is the maximum number of phenomenon cards that a planar deck may contain in a Planechase game using a single communal deck?,"No more than twice the number of players, no more than the number of players, no more than half the number of players, no limit",No more than the number of players,No more than half the number of players,No limit
What must be true about the English names of cards in a planar deck?,Each card in the planar deck must have a different English name.,Each card in the planar deck can share the same English name with another card.,Each card in the planar deck must have the same English name as another card.,Each card in the planar deck must have a different English name only if the deck has more than 10 cards.
"In a Planechase game using the single planar deck option, who is considered the owner of all cards in the planar deck?",the planar controller,the active player,the player with the highest life total,the player who drew the first card of the game
"When a rule or ability refers to a player’s planar deck in a Planechase game, what deck is used?",The communal planar deck is used.,Only the planar controller’s personal deck is used.,The game creates a new temporary deck for that reference.,The game ignores the reference and continues without a deck.
What is the primary purpose of a vanguard card in the Vanguard variant?,"To allow each player to play the role of a famous character, with the card’s abilities and characteristics affecting the game",To track the number of turns in the game,To serve as a token creature that cannot be destroyed,To provide a resource that can be tapped for mana
How many face‑up vanguard cards does each player have during a Vanguard game?,One,Two,Zero,Three
What is the purpose of a vanguard card in the Vanguard variant?,Each player will have one face‑up vanguard card whose abilities and other characteristics affect the game.,Each player will have two face‑down vanguard cards that are only visible to the opponent.,Each player can choose a vanguard card from the deck after each turn.,Each player has no vanguard card in a Vanguard game.
A Vanguard game can be played with how many players?,Two or more players (two-player or multiplayer),Only a single player,Exactly three players,More than ten players
Where is a vanguard card placed before a Vanguard game begins?,Face up next to its owner’s library.,In the command zone.,In the graveyard.,Inside the player’s hand.
Where are all vanguard cards kept throughout the game?,Command zone,Library,Hand,Graveyard
Do vanguard cards ever leave the command zone during a game?,"No, they remain there.","Yes, they move to the hand when played.","Yes, they go to the graveyard when removed.","Yes, they alternate between the library and battlefield."
How is a player's starting life total determined in relation to their vanguard card?,It is 20 plus or minus the life modifier of their vanguard card.,"It is always 20, regardless of the vanguard card.",It equals the number of cards in the vanguard.,It depends on the color of the vanguard.
"If a player's vanguard card has a life modifier of -3, what will be their starting life total?",17,20,23,3
What starting life total does a player with a vanguard life modifier of –3 have?,17,20,23,15
What is the starting hand size for a player whose Vanguard hand modifier is +2?,9 cards,12 cards,7 cards,10 cards
How many cards does a player with a +2 hand modifier put on the bottom of their library after taking a mulligan three times before keeping?,Three cards,Nine cards,Seven cards,Zero cards
What happens when a player takes a mulligan three times before keeping in a multiplayer game?,They draw a new hand of nine cards and put three of those on the bottom of their library.,They draw nine cards and keep all of them.,They draw nine cards and put all of them on the top of their library.,They draw nine cards and discard all of them.
"What is a player’s maximum hand size, and how can it be altered by a vanguard card?","The maximum hand size is seven cards, and it can be increased or decreased by the hand modifier of the player’s vanguard card.","The maximum hand size is ten cards, regardless of any vanguard card.",The maximum hand size is only relevant when a player has a full deck in play.,The maximum hand size depends on the number of lands in the player’s hand.
"If a player’s vanguard card has a hand modifier of –1, what will their maximum hand size be?",Six cards.,Seven cards.,Five cards.,Eight cards.
What must a player do if they have more cards than their maximum hand size during the cleanup step?,Discard cards until only the maximum hand size remains,Pay additional mana to keep the extra cards,Lose the game,Shuffle the extra cards back into the deck
Which zone do the abilities of a face‑up Vanguard card use when the card is in the command zone?,they function from the command zone,they function from the battlefield,they function from the hand,they function from the graveyard
Which of the following types of abilities can a face‑up Vanguard card have while it is in the command zone?,"static, triggered, and activated",only static,only triggered,only activated
"If a face‑up Vanguard card in the command zone has an activated ability, can you activate it during your turn?","yes, you can activate it","no, you cannot activate it because the card is not on the battlefield","yes, but only if you pay its mana cost in the command zone","no, only static abilities can affect the game from the command zone"
What type of card must be chosen as the commander in a Commander deck?,A legendary creature,A sorcery spell,An artifact,A basic land
What is the primary role of the commander in a Commander deck?,It leads the deck as its commander,It automatically draws three cards each turn,It can be cast from the graveyard without paying its cost,It is removed from the game after the first turn
What rules does the Commander variant use when playing a Magic game?,All the normal rules for a Magic game.,Only the rules for the Commander variant.,Only the rules for the Commander‑specific format.,No rules; it’s a free‑form play.
What does the Commander variant add to the normal rules of Magic?,Specific additions that are listed after the statement.,"The same rules, with no additions.",Rules for a different card game.,An entirely new set of rules that replaces the normal ones.
What is the default multiplayer setup for Commander games?,Free-for‑All variant with the attack multiple players option and without the limited range of influence option,Standard format with a commander for each player and a shared pool of lands,The limited range of influence variant with a single commander per player,A team‑based format where each team has a legendary commander
Which option is **not** included in the default multiplayer setup of Commander games?,The limited range of influence option,The attack multiple players option,The free‑for‑all variant,Having a legendary commander for each deck
Which variant is used in the default multiplayer setup of Commander games?,Free-for‑All variant,Standard format,Commander‑only variant,Team‑based variant
What attack option is used by default in Commander multiplayer games?,Attack multiple players option,Attack one player only option,Attack with your commander only option,Attack after all players have declared blockers option
Which types of cards are eligible to be designated as a commander in the game?,"a creature card, a Vehicle card, or a Spacecraft card with one or more power/toughness boxes","a sorcery card, an instant card, or a land card","a planeswalker card, a token, or an artifact card","a spell card, a hybrid card, or a creature card with only a color indicator"
Is the commander designation a characteristic of the object that the card represents?,"No, it is an attribute of the card itself and is retained even when the card changes zones","Yes, it depends on the creature’s abilities while it is on the battlefield",Only if the card is a creature; otherwise it is a characteristic of the object,It only applies to cards that are in the battlefield zone at the start of the game
Does a card keep its commander designation when it moves from one zone to another?,"Yes, the card retains its commander designation even when it changes zones.","No, the card loses its commander designation when it changes zones.",The designation only applies while the card is in play and not in other zones.,The card’s commander designation can only change if it is transformed.
What does the commander designation refer to in a card’s identity?,"It is an attribute of the card itself, not a characteristic of the object it represents.",It is a characteristic of the object represented by the card.,It depends on the player’s chosen commander.,It changes whenever the card copies another card.
What happens to a commander when it is turned face down?,It remains a commander.,It loses its commander status.,It becomes a creature.,It turns into a permanent.
"If a commander copies another card, does it retain its commander status?","Yes, it remains a commander.","No, it becomes the type of the card it copies.",It loses all abilities except those of the copied card.,It becomes a non‑creature permanent.
Is a permanent that is copying a commander considered a commander?,"No, it is not a commander.","Yes, it inherits the commander status.",It becomes a commander only while in the battlefield zone.,It retains the commander status as long as the copy effect lasts.
What does rule 903.3a say about cards that can be your commander?,"It states that some cards have an ability that lets the card be your commander, which modifies the rules for deck construction and takes effect before the game begins.",It limits commanders to only legendary creatures.,"It allows you to choose any card as a commander, regardless of type.",It only applies after the game has started.
When does the ability described in rule 903.3a function?,Before the game begins.,During your main phase.,When the commander is cast onto the battlefield.,After the commander has entered combat.
What effect does an ability that says a card can be your commander have on a game of Magic?,It modifies the rules for deck construction and functions before the game begins.,It changes the combat phase order.,It triggers a damage event each time the commander enters the battlefield.,It increases the card’s power and toughness by one for each commander in play.
"If a player’s commander is a meld card and it melds with the other member of its meld pair, what becomes that player’s commander?",The resulting melded permanent becomes that player's commander.,The commander becomes inactive until the next turn.,The commander is removed from the game.,The commander changes its controller to the opponent.
"If a player's commander is a component of a merged permanent, what is the resulting merged permanent considered?",The merged permanent is that player's commander.,The merged permanent becomes the opponent's commander.,The merged permanent remains a non‑commander permanent.,The merged permanent disappears from the battlefield.
What does “casting a commander” refer to in Magic: The Gathering rules?,a spell that is a commander,a permanent that has the commander keyword ability,a commander in a player’s graveyard,a commander that has already left the battlefield
"When a rule mentions “casting a commander,” to what is it pointing?",A spell that is a commander,A commander that is currently on the battlefield,A commander in a player’s hand that has not yet been cast,A commander that has been exiled from the game
How does the game determine a player's commander characteristics when an effect refers to “your commander”?,"It can find the appropriate player’s commander and see its current characteristics, as modified by continuous effects and other rules, in all zones, including that player’s library and hand.",It only examines the commander that is on the battlefield.,It ignores any continuous effects that may alter the commander’s characteristics.,It looks solely at the commander in the player’s graveyard.
What elements are considered when determining a card’s color identity in Commander?,"The colors of any mana symbols in the card’s mana cost or rules text, plus any colors defined by its characteristic‑defining abilities or color indicators.",Only the colors shown on the card’s artwork.,The colors of the player’s mana pool during the game.,All colors of any creature types the card might represent.
Does a card’s color identity include colors defined by its characteristic‑defining abilities?,Yes.,"No, only the colors of the mana cost are counted.","Only if the ability is activated, not if it is passive.",Only if the ability appears in the rules text of the card.
"Which colors are included in the color identity of Bosh, Iron Golem, a legendary artifact creature with the ability “{3}{R}, Sacrifice an artifact: Bosh deals damage equal to the sacrificed artifact’s mana value to any target”?",Red.,Colorless.,Red and green.,Red and black.
How does a commander’s color identity affect the cards that may be included in a Commander deck?,A deck may only include cards whose color identity is a subset of the commander’s color identity.,It determines the maximum number of mana symbols that can be on the commander's battlefield spell.,It dictates the order in which cards must be played each turn.,It limits the number of times a commander can be returned to the battlefield from exile.
Which of the following best describes a card’s color identity?,"The color or colors of any mana symbols in that card’s mana cost or rules text, plus any colors defined by its characteristic‑defining abilities or color indicators.",The color printed on the card’s art.,The colors used by the card’s controller in their deck.,Only the colors in the card’s mana cost.
What two types of information determine the colors that make up a card’s color identity?,"Mana symbols in the card’s mana cost or rules text, and colors from characteristic‑defining abilities or color indicators.",The card’s color printed on its front and its back.,The color of the player’s life total when the card enters the battlefield.,The card’s rarity and set symbol.
A card’s color identity includes colors from characteristic‑defining abilities. Which of the following is an example of such an ability?,An ability that changes the card’s mana cost to {1}{U}.,A “Flash” ability that allows the card to be cast any time you could cast an instant.,"A “When this creature dies, create a 1/1 green Saproling creature token.” ability.",An ability that makes the card’s power and toughness equal to 3.
"What is the color identity of Bosh, Iron Golem?",Red,Blue,Green,White
Which colored mana symbol in Bosh’s ability determines its color identity?,R,G,W,B
What does a player’s choice of a commander’s color do when the commander has a static ability that forces that choice before the game begins?,"It applies during deck construction and throughout the game, even if the commander changes zones.",The player’s choice does not affect the commander’s color identity.,The choice only applies when the commander is first cast.,The choice is ignored if the commander leaves the command zone.
"Does a commander’s color choice, imposed by a static ability, affect the commander’s color identity?","Yes, that choice determines the commander’s color identity.","No, the commander’s color identity is fixed at the time of its creation.","No, only the commander’s mana cost determines its color identity.","No, the commander’s color identity is decided by the color of the battlefield."
When must a player reveal the color choice for a commander that has a static ability to choose its color?,When the commander is put into the command zone before the game begins.,Only when the commander is cast for the first time.,Only when the commander first enters the battlefield.,Only when the commander is removed from the command zone.
What must a player do before the game starts when a commander has a static ability that requires the player to choose its color?,The player must reveal that choice as they put their commander into the command zone before the game begins.,The player must pay an additional mana cost to activate the commander.,The player must discard a card from their hand.,The player must place the commander in the library.
"When determining a card’s color identity, is the back face of a double‑faced card included?","Yes, the back face is included.","No, only the front face is considered.",It depends on whether the card has a mana cost.,The color identity is determined solely by the card’s name.
Which rule states that the back face of a double‑faced card is included when determining a card’s color identity?,903.4d,903.4c,712.8a,207.2
What is the exception to rule 712.8a regarding double‑faced cards?,The back face is included in color identity.,The front face is ignored in color identity.,Double‑faced cards have no color identity.,Only the card’s mana cost is used for color identity.
Which exception to rule 712.8a is stated in rule 903.4d?,The back face of a double‑faced card is included when determining a card’s color identity.,The front face of a double‑faced card is excluded from determining color identity.,Only the card’s mana cost is considered for color identity.,Color identity does not consider double‑faced cards at all.
What is the color identity of the double‑faced card whose front face is Civilized Scholar (mana cost {2}{U}) and back face is Homicidal Brute (red color indicator)?,Blue and red.,Blue only.,Red only.,"Blue, red, and green."
"If a double‑faced card has Civilized Scholar on its front face and Homicidal Brute on its back face, with the back face displaying a red color indicator, what is the card’s color identity?",blue and red,blue only,red and green,"blue, red, and black"
What color indicator is shown on the back face of Homicidal Brute?,red,blue,green,colorless
Do alternative characteristics of a card—such as those of adventurer cards—affect its color identity?,"Yes, those alternative characteristics are included.","No, only the card’s mana cost symbols determine the color identity.",Only the card’s printed color symbols are considered.,Only the card’s base characteristics are taken into account.
Which rule states that alternative characteristics are included when determining a card’s color identity?,Rule 903.4e.,Rule 903.4f.,Rule 715.,Rule 712.8a.
What becomes undefined if a player has no commander when an ability refers to the colors or number of colors in a commander’s color identity?,That quality is undefined,The commander’s colors are ignored instead,The ability triggers anyway,The commander is removed from the game
What will happen to costs that refer to that undefined quality?,Costs that refer to that quality are unpayable,The costs are considered free to play,The costs can be paid with any available mana,The costs are reduced by one colorless mana
What effect does an ability that references a commander’s color identity have when the player has no commander?,It has no effect; that part of the ability does nothing.,It triggers as normal.,It creates a new commander.,It causes the player to lose the game.
"If a cost refers to a commander’s color identity but the player has no commander, what is that cost?",It is unpayable.,It becomes zero.,It can be paid with any mana.,It is converted into a variable cost.
What are the minimum and maximum deck sizes for a Commander deck?,100 cards,99 cards,101 cards,200 cards
"In a Commander deck, aside from basic lands, what is required of each card's English name?",Each card must have a different English name,Each card must share its English name with the commander,Multiple cards can have the same English name,The English name must match the card’s mana cost
Which cards are exempt from the unique English name requirement in a Commander deck?,Basic lands,All other non‑basic lands,All cards that share a name with another card,Every card that can be cast from the commander’s side of the battlefield
"In deck construction, how are cards with interchangeable names treated?",They have the same English name.,They are considered separate cards.,They can be swapped freely regardless of their names.,They are ignored when checking deck legality.
"Which colors are included in Wort, the Raidmother’s color identity?",red and green,"red, green, and blue",red and blue,green only
What color options does the mana symbol {R/G} represent?,red or green,blue or black,white or red,green or blue
Which colors may appear in a Wort Commander deck?,"only red, only green, both red and green, or no color","only blue, only black, or only white","only blue, black, and green together","any combination of colors, as long as they are in the commander’s color identity"
What are the permissible mana symbols for a card in a Wort Commander deck?,"only red, only green, both red and green, or no color","any mana symbol, including colorless, can be used",only colorless mana symbols are allowed,any combination of mana symbols that can be produced by basic lands only
What color options must every mana symbol in the mana cost or rules text of a card in a Commander deck have?,"Only red, only green, both red and green, or no color","Red and blue, any combination of colors, or only the commander’s colors","Any of the five colors of Magic, but not colorless",Only the color identity of the commander
How many different color states can a mana symbol in a Commander deck’s card be?,"Four: only red, only green, both red and green, or colorless","Three: only red, only green, or both red and green",Five: any of the five colors of Magic,Two: only red or only green
When may a basic land type be added to a Commander deck?,Only if each color of mana it could produce is included in the commander’s color identity.,Only if the land is the commander’s creature type.,Only if the land appears in the commander’s deck list before the game starts.,Only if the land is a legendary card.
"If a commander’s color identity is red and green, which basic land types can appear in its deck?",Mountain and Forest.,Island and Swamp.,Plains and Mountain.,Swamp and Forest.
What does rule 903.5d specify about including basic lands in a Commander deck?,A card with a basic land type may be included in a Commander deck only if each color of mana it could produce is included in the commander’s color identity.,A card with a basic land type may be included in a Commander deck only if it is the commander’s commander.,A card with a basic land type may be included in a Commander deck only if it has no mana cost.,A card with a basic land type may be included in a Commander deck only if it is a basic land type.
"What is the color identity of Wort, the Raidmother?",red and green,black and blue,white and red,green and blue
"Which basic land types may be included in a deck that uses Wort, the Raidmother as its commander?",Mountain and Forest,Plains and Island,Swamp and Island,Plains and Swamp
Which basic land types may appear in a Wort Commander deck?,Mountain and Forest,Plains and Island,Swamp and Forest,"Mountain, Forest, and Plains"
Which basic land types are prohibited in a Wort Commander deck?,"Plains, Island, and Swamp","Mountain, Forest, and Plains","Island, Swamp, and Mountain","Forest, Island, and Plains"
Where does each player put their commander at the start of a Commander game?,"In the command zone, face up.","On the battlefield, as an artifact creature.","In the graveyard, face down.","In the library, on the bottom."
What becomes of a player’s remaining deck cards after the commander is placed face‑up in the command zone?,They are shuffled into the player’s library.,They are discarded into the graveyard.,They are moved to the command zone.,They are put on the battlefield in the commander’s zone.
What is each player's starting life total in a commander game?,40,20,30,0
How many cards does each player draw at the start of the game?,7,5,8,10
What can a player cast a commander they own from?,from the command zone,from the battlefield,from the graveyard,from the library
What is the commander tax?,An additional {2} for each previous time a commander has been cast from the command zone that game,A penalty that reduces a commander’s power by 2,A fee paid to the game master before starting,A bonus that adds 2 to the commander’s mana cost the first time it's cast
How is the commander tax calculated?,Add {2} to the commander’s cost for each previous cast from the command zone that game,Subtract {2} from the commander’s cost for each previous cast,Double the commander’s cost every time it is cast,It remains the same regardless of number of casts
What extra cost is added when a commander is cast from the command zone for each previous time it has been cast from that zone in the same game?,An additional {2} for each previous time the commander has been cast from the command zone.,An additional {3} for each time the commander has died.,An additional {2} for each time the commander has been put onto the battlefield from anywhere.,No extra cost is added.
What informal term is used to refer to the additional cost that applies to a commander each time it is cast from the command zone?,Commander tax.,Commander fee.,Commander surcharge.,Commander penalty.
"When a commander has been put into the graveyard or exile since the last time state‑based actions were checked, what can its owner do with it?",Put it into the command zone,Put it into the battlefield,Shuffle it into its library,Exile it again
Which type of rule governs the ability of a commander to return to the command zone from the graveyard or exile under the condition described above?,State‑based action,Continuous effect,Triggered ability,Spell
"If a commander is in the graveyard and was placed there during the current turn, what is the correct zone it can be moved to by its owner?",The command zone,The hand,The library,The battlefield
"Under the condition that a commander was put into exile since the last state‑based action check, which zone may the owner place it into instead of the usual graveyard?",The command zone,The battlefield,The hand,The library
What does a commander’s owner may do if the commander would be put into its owner’s hand or library from anywhere?,Put the commander into the command zone instead.,Move the commander onto the battlefield as a creature.,Discard the commander to the graveyard.,Sacrifice the commander to draw a card.
How many times can the replacement effect described in rule 903.9b apply to the same event?,More than once.,Only once.,Only if the commander is in exile.,It never applies.
Which rule is cited as an exception to rule 614.5 regarding a commander’s replacement effect?,Rule 903.9b.,Rule 704.,Rule 903.9c.,Rule 603.
Which rule is the exception to for the commander replacement effect?,rule 614.5,rule 705.2,rule 611.4,rule 613.3
What does the commander replacement effect allow when a commander would be put into its owner's hand or library from anywhere?,Its owner may put it into the command zone instead,Its owner may exile it,Its owner must shuffle it into the deck,Its owner can put it onto the battlefield
"When a commander that is a melded or merged permanent is returned to the command zone using the replacement effect, where do the non‑commander components of that permanent go?","They are put into the appropriate zone (such as the library, graveyard, exile, etc.).",They are destroyed.,They remain on the battlefield.,They are shuffled into the command zone.
Which card is placed into the command zone when a merged or melded commander is moved there via the replacement effect?,The card that represents the commander and is a commander.,All component cards of the merged permanent.,Only the non‑commander components of the merged permanent.,The commander remains on the battlefield.
How does a player lose the game in the Commander variant?,If they are dealt 21 or more combat damage by the same commander during the game. ,If they lose all of their commanders. ,If they lose 100 life. ,If they have no creatures in play. 
Which rule governs the general rules for ending the game in the Commander variant?,Rule 104. ,Rule 704. ,Rule 614.5. ,Rule 903.9. 
Why can’t a player bring a card from outside the game into a Commander game if it has the same name as a card in their starting deck?,Because each commander game prohibits duplicate card names between the deck and any card added from outside.,Because a card with the same name would immediately count as an illegal duplicate in a commander deck.,Because the rule requires all cards added from outside to be unique to the game’s current pool.,"Because duplicates are not allowed in any Magic format, regardless of source."
"Under rule 903.11a, a player may not bring a card into a Commander game if it shares its name with:",A card that the player owns in the current game.,A card in a different player’s deck.,A card that was in the player’s starting deck in a previous game.,A card that is currently in the graveyard of any player.
Rule 903.11a states that a card can’t be brought into a Commander game if any of its colors are not included in which of the following?,The color identity of the player’s commander.,The color identity of the opposing commander.,The color identity of the commander in the current game.,The color identity of any card in the player’s hand.
Brawl games use the normal rules for which variant of Magic: The Gathering?,Commander,Standard,Limited,Draft
From which format are Brawl decks usually constructed?,Standard format,Legacy format,Vintage format,Modern format
Which types of cards are eligible to be commanders in Brawl?,"creature, planeswalker, Vehicle, Spacecraft with power/toughness","creature, planeswalker, enchantment, Artifact","Planeswalker, Instant, Sorcery, Artifact","Vehicle, Instant, Sorcery, Non‑legendary"
Is a Spacecraft allowed to be a commander in Brawl?,"Yes, if it has one or more power/toughness boxes","No, Spacecraft cards can never be commanders",Only if it has a kicker cost,Only if it is a non‑legendary card
Does a commander in Brawl have to be a legendary card?,"Yes, it must be legendary","No, any card can serve as a commander",Only legendary creatures can be commanders,Only legendary planeswalkers can be commanders
Which of the following is NOT a requirement for a commander in Brawl?,It must be the highest mana cost card in the deck,It must be legendary,"It must be a creature, planeswalker, Vehicle, or Spacecraft with power/toughness",It must be included in a 60‑card deck
Which types of cards may serve as the commander in a Brawl deck?,"A creature card, a planeswalker card, a Vehicle card, or a Spacecraft card with a power/toughness box. An artifact card. A basic land card. A commander card must be a legendary creature.",An artifact card,A basic land card,A commander card must be a legendary creature
What specific requirement does a Spacecraft card have to qualify as a commander in a Brawl deck?,It must have one or more power/toughness boxes. It must have at least two abilities. It must have a color identity. It must be a legendary card.,It must have at least two abilities,It must have a color identity,It must be a legendary card
"What must a player's deck contain in terms of total card count, including its commander?",Exactly 60 cards,At least 60 cards,At most 60 cards,Exactly 60 or 100 cards
