question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
"After the top cards of each clashing player’s library are revealed, in what order do the players decide where to place those cards?",In APNAP order,In a random order,Both players place the cards simultaneously without order,In the order of oldest card first
"Once the clashing players have chosen where to put the revealed cards, what happens next?",The cards move at the same time,The cards are shuffled back into the libraries,The cards remain face‑up on the battlefield,The cards are discarded to the graveyard one at a time
What does the abbreviation APNAP stand for in the context of a clash?,"Active Player, Non‑Active Player","Attacker, Player, Non‑Attacker, Player","All Players, No Action, Player, Action, No Action, Player","Action, Passive, No Action, Passive, Action, No Action"
"During a clash, in what order do the players decide where to put the revealed cards?","APNAP order (Active Player, then Non‑Active Player)","NAPAP order (Non‑Active Player, then Active Player)",Random order chosen by the arbiter,Simultaneous order with no set priority
What happens to the cards revealed in a clash after the players decide where to put them?,They move at the same time to the chosen locations,They are shuffled back into each player’s library,They are discarded to the graveyard of the deciding player,They are immediately exiled and cannot be used again in the game
How does a player win a clash?,By revealing a card with a higher mana value than all other cards revealed in that clash.,By revealing a card with the highest power among the revealed cards.,By revealing a card with the highest toughness among the revealed cards.,By revealing a card with the highest life total of the player.
What must a revealed card have to win a clash?,A higher mana value than every other card revealed in that clash.,A higher power than every other card revealed in that clash.,A higher toughness than every other card revealed in that clash.,A higher mana cost than every other card revealed in that clash.
Which value of the revealed card determines the winner of a clash?,The mana value; it must be higher than all other revealed cards.,The power; it must be higher than all other revealed cards.,The toughness; it must be higher than all other revealed cards.,The number of colors on the card; it must be the most diverse.
Who may planeswalk during a Planechase game?,The planar controller,Any player,The opponent of the planar controller,The player who cast the most spells
Which statement best describes how to planeswalk?,"Put each face‑up plane card and phenomenon card on the bottom of its owner’s planar deck face down, then move the top card of your planar deck off that planar deck and turn it face up.","Shuffle your planar deck and draw the top card, then put it back.",Exile all face‑up plane cards and place new ones from the graveyard.,Flip the top card of any opponent’s planar deck face up.
During which type of game can a player planeswalk?,A Planechase game,A standard game of Magic,A draft event,Any multiplayer format
Which of the following situations can cause a player to planeswalk according to rule 701.31c?,"All of the above (the planeswalking ability, the owner of a face‑up plane or phenomenon card leaving the game, or a phenomenon’s triggered ability leaving the stack)",Only the planeswalking ability,Only the owner of a face‑up plane card leaving the game,Only a phenomenon’s triggered ability leaving the stack
"According to rule 701.31c, an ability may instruct a player to…",Planeswalk,Cast a spell,Destroy a creature,Pay mana
How does a phenomenon card behave when a player planeswalks?,"It functions like a plane: a face‑up phenomenon is the one you planeswalk to, and a face‑down or removed phenomenon is the one you planeswalk away from.",It can never be affected by planeswalking.,It only works when a player sacrifices a creature.,It causes all players to lose life equal to its mana cost.
Which type of card may be set in motion during an Archenemy game?,Only a scheme card.,Any sorcery card.,Only an instant card.,Any creature card.
Who is allowed to set a scheme card in motion during an Archenemy game?,Only the archenemy.,Any player with more life than the archenemy.,Only the player who controls the most lands.,Any player who has cast an instant last turn.
Which type of card can be set in motion during play?,scheme card,creature card,artifact card,instant card
During what kind of game can a scheme card be set in motion?,Archenemy game,Commander game,Standard game,Modern game
Who is permitted to set a scheme card in motion?,The archenemy,Any player with a scheme card in hand,The player who just won a combat,The player who has the most life total
What actions are required when a player sets a scheme in motion?,"Move the scheme card off the top of the scheme deck if it’s on top, and turn it face up if it isn’t face up.",Pay an extra mana cost before placing the scheme in motion.,Discard the scheme card to the graveyard.,Reveal the scheme card to all players and then shuffle it back into the deck.
Is a scheme considered “set in motion” only if it is moved off the top of the scheme deck and turned face up?,"No, a scheme is considered to have been set in motion even if neither of those actions is performed.","Yes, both moving it off the top and turning it face up are mandatory.",Only moving it off the top of the scheme deck is sufficient.,Only turning it face up is sufficient.
What must be true for a scheme to be abandoned in an Archenemy game?,"Only a face‑up ongoing scheme card may be abandoned, and only during an Archenemy game.",Any scheme card can be abandoned at any time.,Only a face‑down scheme can be abandoned.,Only during non‑Archenemy games can a scheme be abandoned.
What does it mean to proliferate?,"Choose any number of permanents and/or players that have a counter, then give each one additional counter of each kind that permanent or player already has.",Add a counter to a permanent regardless of existing counters.,Remove one counter from each selected permanent.,Give each selected permanent a counter of a new type.
What is the correct procedure for abandoning a scheme in an Archenemy game?,Turn the scheme face down and place it on the bottom of its owner’s scheme deck.,Place the scheme face down and put it on the top of its owner’s scheme deck.,Destroy the scheme card.,Return the scheme card to its owner's hand.
"When more than one player on a team is chosen to receive a poison counter during a proliferation action in a Two‑Headed Giant game, how many of those players actually receive an additional poison counter?",Only one of those players receives an additional poison counter.,All of the chosen players receive an additional poison counter.,Two of the chosen players receive an additional poison counter.,Each chosen player receives an additional counter for every type of counter they already have.
Who decides which player on a team receives the additional poison counter when more than one player is selected during a proliferation in a Two‑Headed Giant game?,The player who proliferates chooses which player receives the additional poison counter.,The team’s captain automatically chooses the player.,The game system randomly selects one of the players.,The player with the most poison counters chooses the recipient.
Who chooses which player on a team receives an additional poison counter in a Two‑Headed Giant game?,The player who proliferates chooses which player receives the counter.,The controller of the spell that gives the poison counter chooses.,The opponent of the team chooses.,The team randomly selects one player.
Which rule contains the details for selecting a player to receive an additional poison counter in Two‑Headed Giant games?,"Rule 810, “Two‑Headed Giant Variant.”",Rule 701,Rule 720,Rule 800
What is the effect of the keyword ability “Monstrosity N”?,"If this permanent isn’t monstrous, put N +1/+1 counters on it and it becomes monstrous.",It allows the creature to deal damage to all opponents.,It grants the creature vigilance.,It creates N new creature tokens.
"What does it mean for a permanent to be ""monstrous""?",It is a designation that has no rules meaning other than to act as a marker that the monstrosity action and other spells and abilities can identify.,It automatically grants the permanent the Haste keyword.,It gives the permanent a +1/+1 counter on each upkeep.,It causes the permanent to lose all abilities until it leaves the battlefield.
How long does a permanent stay monstrous after it becomes monstrous?,Until it leaves the battlefield.,Until the end of the turn in which it became monstrous.,Until the next time its controller casts a spell.,Until the next upkeep of the player who cast the Monstrosity spell.
"Is ""Monstrous"" an ability or part of a permanent’s copiable values?","No, it is neither an ability nor part of the permanent’s copiable values.","Yes, it is a keyword ability that can be copied.","Yes, it is part of the permanent’s power and toughness values.","Yes, it is a static ability that applies to all creatures the player controls."
Which type of card can become monstrous?,Only permanents.,Any creature card,Any spell card,Any non‑permanent card
What is the duration of the monstrous status on a permanent?,It remains monstrous until it leaves the battlefield.,It remains for the rest of the turn,It remains until the next upkeep,It lasts for three turns
What do other abilities of a permanent that has been instructed to “monstrosity X” refer to?,They refer to the value of X that the permanent had when it became monstrous.,They refer to a new value of X chosen at the time of each ability’s trigger.,They refer to the total power and toughness of the permanent.,They refer to the number of cards in the player’s hand.
How is the value of X determined for a permanent that becomes monstrous?,It is the value of X as the permanent became monstrous.,It is the value of X from the player’s life total.,It is the value of X from the number of spells cast that turn.,It is the value of X from the size of the opponent’s graveyard.
What value does X represent in abilities that refer to a permanent that has become monstrous?,It equals the value of X at the moment the permanent became monstrous.,It equals the permanent’s current power.,It equals the number of times the permanent has attacked.,It equals the number of counters on the permanent.
What does rule 701.38a describe about voting in Magic: The Gathering?,It states that some spells and abilities instruct players to vote for one choice from a list of options to determine some aspect of the effect of that spell or ability.,It requires players to roll a die to decide which option to choose.,It allows players to vote for multiple options simultaneously.,"It is only used in casual, non‑competitive formats."
How is a vote carried out during a spell or ability that requires voting?,"Each player, starting with the specified player and proceeding in turn order, chooses one of the listed choices.",Only the specified player may vote first.,All players vote simultaneously and the majority decides.,"The first player to speak chooses first, others can change after."
Which player initiates the voting process in a spell or ability that requires voting?,The specified player.,The player with the most creatures starts the vote.,The player who cast the spell begins the vote.,The player who is tapped initiates the vote.
"In a voting spell or ability, what kinds of things can the listed choices include?","Objects, words with no rules meaning that are each connected to a different effect, or other variables relevant to the resolution of the spell or ability.",Only the names of cards that are already in the game.,Only the colors of mana that can be paid.,Only the creature types that are on the battlefield.
What does “voting” refer to when mentioned in the text of a spell or ability?,"It refers only to an actual vote, not to any spell or ability that involves the players making choices or decisions without using the word “vote.”","It includes any decision that players make, even if the word “vote” is not used.",It refers to a single player’s decision‑making process.,It is an optional rule that can be ignored during gameplay.
Does a spell that involves players making choices without the word “vote” count as a voting action?,"No, because “voting” refers only to an actual vote, not to any spell or ability that involves choices or decisions without using the word “vote.”","Yes, as long as the spell involves players making decisions.",Only if the spell is a card that contains the word “voting” in its name.,"Yes, if the players are casting spells in a voting format."
What does the term “voting” refer to in the game rules?,"Only an actual vote, not any choice or decision.",The act of drawing a card at random.,A requirement to sacrifice a creature.,A mechanic that allows players to skip their turn.
What does the Bolster ability do?,Choose a creature you control with the least toughness (or tied for least) and put N +1/+1 counters on it.,Remove all +1/+1 counters from all creatures you control.,Give a creature you control a flying ability.,Destroy a creature with the highest toughness.
What are the characteristics of a creature after it has been manifested?,"It becomes a 2/2 face‑down creature card with no text, no name, no subtypes, and no mana cost.",It becomes a 3/3 creature with its original name and abilities.,It becomes a 0/0 creature with no power or toughness.,It retains all its text but loses its mana cost.
What is the effect of Bolster N?,Put N +1/+1 counters on the chosen creature.,Add N +1/+1 counters to all creatures you control.,Give the chosen creature hexproof.,Destroy the chosen creature.
What happens when you manifest a card?,"It becomes a 2/2 face‑down creature card with no text, no name, no subtypes, and no mana cost.",It becomes a 2/2 face‑up creature card with flying.,It becomes a 3/3 creature with +1/+1 counters.,It becomes a 0/0 creature with no abilities.
When is a permanent considered a manifested permanent?,For as long as it remains face down.,Only while it is turned face up.,Only while it is in your hand.,Only until the end of the turn.
How long does a permanent stay manifested?,As long as it remains face down.,Until it is exiled.,Until it is removed from combat.,Only until the next upkeep.
When does the effect that defines a manifested permanent’s characteristics end?,When the permanent is turned face up.,When the permanent is tapped.,When the permanent leaves the battlefield.,When the permanent is turned face down again.
What action allows a player to turn a manifested permanent they control face up?,"May turn a manifested permanent face up as a special action when they have priority, not using the stack.",Cast a spell.,Tap the permanent.,Use a keyword ability.
When may a player turn a manifested permanent face up?,Any time the player has priority.,Only during the combat phase.,Only when a spell resolves.,At the end of a turn.
What must a player do before turning a manifested permanent face up?,"Show all players that the card is a creature card and what its mana cost is, pay that cost, then turn it face up.",Pay life equal to the permanent’s power.,Sacrifice another creature.,Discard a card from their hand.
What happens when a manifested permanent is turned face up?,"The card is revealed, its mana cost is paid, and it becomes a creature with the characteristics defined on the face‑up card.",The permanent is returned to its owner’s hand.,The permanent is exiled.,The permanent is shuffled back into the deck.
"When you turn a manifested permanent face up, does the action use the stack?","No, it does not use the stack.","Yes, it uses the stack.",It uses the stack only when you pay an additional cost.,It requires the stack to be empty.
What must you do to turn a manifested permanent face up?,"Show all players the creature card and its mana cost, pay that cost, then turn the permanent face up.",Show all players the permanent’s name only.,Pay its casting cost before the turn.,Turn the permanent face up without any payment.
What happens to a manifested permanent’s characteristics when it is turned face up?,"The effect that defined its characteristics while it was face down ends, and it regains its normal characteristics.",It keeps the face‑down characteristics forever.,It becomes a new permanent with different attributes.,It loses all abilities permanently.
Under what condition can a manifested permanent be turned face up?,Only if the card representing that permanent is a creature card with a mana cost.,Only if it is a land card.,Only if it has no mana cost at all.,Any manifested permanent can be turned face up regardless of the card type.
What happens to the effect that defined a permanent’s characteristics when it is turned face up?,The effect ends and the permanent regains its normal characteristics.,The effect persists until the permanent leaves the battlefield.,The effect is replaced by a new effect that gives it flying.,The effect transforms the permanent into a land.
"When a face‑down permanent is turned face up, what does it regain?",Its normal characteristics.,The abilities it had while face‑down.,An extra mana cost equal to its power.,A random set of characteristics each time.
"When a card that has morph is manifested, what action may its controller take?",Turn that card face up using the procedure described in rule 702.37e or the procedure described above to turn a manifested permanent face up.,Pay its morph cost to activate morph.,Shuffle it back into the library.,Turn it face down again.
Which rule number specifies the procedure to turn a face‑down permanent that has morph face up?,702.37e,701.40c,702.12a,702.37d
What procedure can a controller use to turn a manifested card with disguise face up?,Use either the procedure described in rule 702.168d for turning a face‑down permanent with disguise face up or the procedure described above for turning a manifested permanent face up.,Pay the card’s mana cost to turn it face up.,Reveal the card to all players and discard a card.,The card automatically turns face up without any action.
Which rule allows a controller to turn a manifested card with disguise face up?,Rule 702.168d and the procedure described above in rule 701.40d.,Rule 702.37e.,Rule 701.40a.,Rule 702.168c.
"If an effect instructs a player to manifest multiple cards from their library, how are those cards manifested?",They are manifested one at a time.,They are manifested simultaneously.,They are manifested in a random order.,Only the first card is manifested and the rest are discarded.
"When an effect instructs you to manifest a card but a rule or effect prevents the face‑down object from entering the battlefield, what occurs?",The card is not manifested; it stays in its previous zone with its characteristics unchanged.,The card is discarded.,The card is sacrificed.,The card enters the battlefield face‑up.
What happens to a card’s characteristics and zone if a manifest attempt is prevented because a rule or effect stops it from entering the battlefield?,Its characteristics remain unmodified and it stays in its previous zone.,The card loses all abilities and is sent to the graveyard.,The card’s characteristics are reset to those of a basic land.,The card is shuffled back into the library.
What happens when a manifested permanent that is an instant or sorcery would turn face up?,Its controller reveals it and leaves it face down; abilities that trigger on turning a permanent face up do not trigger.,It remains face up and all triggers occur.,It is destroyed.,It becomes a creature.
Why don’t abilities that trigger whenever a permanent is turned face up trigger for a manifested permanent that is an instant or sorcery?,"Because the manifested permanent is left face down when it would turn face up, so the event of turning face up never occurs.",Because the controller chooses not to activate triggers.,Because the card type is instant/sorcery.,Because face‑down objects can’t have abilities.
"When a manifested permanent would normally turn face up, what happens to abilities that trigger whenever a permanent is turned face up?",They do not trigger.,They trigger only on the controller’s next turn.,"They trigger twice, once for the manifestation and once for the face‑up change.",They trigger only if the permanent is face down after it turns face up.
What does the Meld keyword action allow you to do?,"Put two cards onto the battlefield, turn them face‑up, and combine them into a single permanent.",Flip one card over to reveal a new ability.,Remove a +1/+1 counter from a creature.,Discard a card to return a creature to its owner's hand.
"When two cards are melded, how many cards does the resulting permanent represent?",Two cards.,One card.,Three cards.,Four cards.
Which rule explains the rules for double‑faced cards that are involved in melds?,"Rule 712, “Double‑Faced Cards.”","Rule 708, “Face‑Down Spells and Permanents.”","Rule 701.41a, “Support N.”","Rule 701.40h, “Face‑Down Spells and Permanents.”"
"When you meld two cards in a meld pair, what must you do?",Put them onto the battlefield with their back faces up and combined.,Put them into the graveyard face down and separate.,Swap them with each other's faces while they remain in hand.,Keep them in the library face up and let them attack each other.
How is the resulting permanent from a meld represented?,as a single object represented by two cards,as two separate permanents on the battlefield,as a single card with two faces that is not a permanent,as a token that has no face
Which rule governs double‑faced cards?,rule 712,rule 701,rule 703,rule 715
Which of the following cards cannot be melded?,All of the above,Tokens,Cards that aren’t meld cards,Meld cards that don’t form a meld pair
What happens to objects that cannot be melded when an effect instructs a player to meld them?,They stay in their current zone,They are destroyed,They are returned to the player’s hand,They are shuffled back into the library
What happens when a permanent is exerted?,It does not untap during the next untap step.,It becomes tapped.,It deals damage to an opponent.,It loses all abilities.
Can a permanent that has already been exerted be exerted again in the same turn?,"Yes, it can be exerted again even if it’s not tapped or has already been exerted.","No, it can only be exerted once per turn.",Only if it is tapped.,Only if it is untapped.
What occurs if a permanent is exerted more than once before its next untap step?,Each effect causing it not to untap expires during the same untap step.,It stays exiled.,It gains an additional activated ability.,It untaps early during combat.
Is it allowed to exert a permanent that has already been exerted this turn?,"Yes, a permanent can be exerted even if it has already been exerted in a turn. ","No, a permanent can only be exerted if it hasn't been exerted yet. ",Only a tapped permanent can be exerted again. ,You must wait until the next untap step before exerting it again. 
Can you exert a permanent that is not tapped?,"Yes, a permanent can be exerted even if it’s not tapped. ","No, you must tap it before exerting. ",You can only exert a permanent if it is tapped and not already exerted. ,The permanent must be in play and not have already been exerted. 
What happens if you exert a permanent more than once before your next untap step?,Each effect causing it not to untap expires during the same untap step. ,The permanent will stay untapped until the next turn. ,The permanent will become tapped and cannot be exerted again. ,The permanent will be returned to its owner's hand. 
What occurs when a permanent is exerted more than once before its next untap step?,Each effect that keeps it from untapping expires during that untap step.,The permanent remains untapped indefinitely.,The permanent is tapped and cannot untap at all.,The permanent is exiled after the first exertion.
During which phase do the effects that prevent a exerted permanent from untapping expire?,During the untap step.,During the combat phase.,During the upkeep step.,During the end step.
What happens when a creature has a static ability that lets it be exerted and a triggered ability that says “when you do” in the same paragraph?,"The two abilities are linked, so the trigger activates whenever you exert the creature.",The trigger only activates when the creature deals combat damage.,The creature can only be exerted once per game.,The static ability cancels the triggered ability entirely.
Which rule governs the linking of a static ability that allows exertion with a triggered ability that triggers “when you do”?,Rule 607.2h.,Rule 701.43d.,Rule 508.1g.,Rule 701.44a.
"Which ability instructs a permanent to reveal the top card of its controller’s library and, if that card is a land, puts it into the controller’s hand?",Explore,Flash,Scry,Tap
"When a permanent explores and a land card is revealed, what does the controller do with that card?",Puts the land card into their hand,Discards the land card,Plays the land card onto the battlefield,Taps the land card
What condition must be met for the card revealed during an explore to be placed into the controller’s hand?,The card must be a land,The card must be a creature,The card must be a spell,The card must be an artifact
What action must a permanent’s controller perform when a creature explores?,Reveal the top card of their library.,Put a +1/+1 counter on the exploring permanent.,Sacrifice the exploring permanent.,Discard a card from their hand.
"When a land card is revealed during the Explore ability, what does the controller do?",Put the card into their hand,Put the card into their graveyard,Put a +1/+1 counter on the exploring permanent,Exile the card
What happens when the card revealed during an “explore” action is not a land?,+1/+1 counter on the exploring permanent; the player may put the revealed card into their graveyard.,The card is discarded to the graveyard immediately.,The card is returned to the player’s hand.,The card is sacrificed and put into the battlefield under a different name.
What is a +1/+1 counter?,A marker that increases a creature’s power and toughness by one until the counter is removed.,A token that grants a creature flying.,A token that causes the creature to lose one life each turn.,A marker that reduces a creature’s mana cost.
What does rule 701.44b say about a permanent after the process described in rule 701.44a is complete?,The permanent explores.,The permanent is removed from play.,The permanent returns to its controller’s library.,The permanent is turned face down.
"Even if some or all of the actions during the explore process are impossible, what still occurs according to rule 701.44b?",The permanent still explores.,The permanent is returned to its controller’s hand.,The permanent is put into the graveyard.,The permanent is exiled.
"When a permanent changes zones before an effect causes it to explore, whose information is used to determine which object explored and who controlled it?",Its last known information.,Its current zone information.,The player who triggered the effect.,The controller of the permanent at the beginning of the turn.
"When several permanents are told to explore at the same time, which player decides which one explores first?",The first player in APNAP order who controls (or last controlled) one or more of those permanents chooses one to explore.,The last player to act in APNAP order chooses one.,All permanents explore simultaneously.,The player with the most permanent power chooses one.
"If a permanent is no longer on the battlefield when an effect instructs it to explore, whose control is considered when deciding which permanent explores?","The last player who controlled that permanent, as per rule 701.44c.",The player who controls the spell that triggered the explore.,The player who most recently cast a spell.,It does not matter whose control; all permanents explore.
What happens after a permanent that has been instructed to explore is chosen and explores when several permanents are instructed to explore at the same time?,The process is repeated for each remaining instruction to explore.,The other permanents are ignored.,The first permanent must also choose all remaining permanents to explore.,The rule stops after one permanent explores.
What does the Assemble keyword action do in the Unstable set?,It puts Contraptions onto the battlefield.,It makes a creature fly.,It draws cards for the player.,It destroys the opponent’s creature.
What does the Assemble keyword action do?,puts Contraptions onto the battlefield.,draws a card.,creates a token.,destroys a permanent.
Which set introduced the Assemble keyword action?,Unstable set,Core Set 2021,Future Sight,Magic Origins
"When you use the amass ability and you don’t already control an Army creature, what is created?",A 0/0 black [subtype] Army creature token is created.,Nothing happens.,You create a 0/0 white creature token.,You lose a life equal to N.
"If you choose an Army creature you control and use amass [subtype] N, how many +1/+1 counters are added to that creature?",N +1/+1 counters are added.,One +1/+1 counter is added.,N +1/+1 counters are removed.,The creature is destroyed.
"When an Army creature that is not already a [subtype] receives amass [subtype] N, what additional subtype does it gain?",It becomes a [subtype] in addition to its other types.,It gains flying.,It becomes legendary.,It loses its existing subtype.
What happens when a permanent with no +1/+1 counters has the ability Adapt N?,It puts N +1/+1 counters on that permanent.,It removes all +1/+1 counters from that permanent.,It creates N +1/+1 token creatures.,It gives the permanent the ability to transform.
"When you amass a creature, what must you first choose?",An Army creature you control.,A 0/0 black Army creature token.,An opponent’s creature.,A permanent with a +1/+1 counter.
"If the chosen creature isn’t already of the specified subtype during an Amass action, what type change occurs?",It becomes a creature of that subtype in addition to its other types.,It loses all of its previous types.,It is turned into a 0/0 token.,No change occurs.
"If you don’t control an Army creature and use Amass, what does the ability do?",It creates a 0/0 black [subtype] Army creature token.,It does nothing.,It destroys an opponent’s creature.,It creates a 3/3 creature token.
"What does it mean for a player to have ""amassed"" after an amass ability resolves?","The player is considered to have ""amassed"" once the ability’s resolution is complete, even if some or all of the counters could not actually be placed.","The player must still have enough mana to pay for each counter before they are considered ""amassed.""","The player only ""amasses"" if all counters are successfully placed on the chosen creature.","The player ""amasses"" only if the creature is a subtype specified in the ability."
"Which subtype do older cards printed with the keyword ability ""amass N"" but originally lacking a subtype now use?",Zombies,Skeletons,Spirits,Goblins
"What change was made to older cards printed with ""amass N"" that originally had no subtype?","They were errataed to read ""amass Zombies N.""",They were removed from circulation.,"They were changed to read ""amass Goblins N.""",They were left unchanged.
What does the keyword ability *Learn* allow you to do?,"It allows you to discard a card to draw a card, or if you don't discard, to reveal a Lesson card you own from outside the game and put it into your hand.",It lets you destroy an opponent’s creature.,It allows you to pay life to draw a card.,It has no effect in gameplay.
"If you do not discard a card when using *Learn*, what can you do?",You may reveal a Lesson card you own from outside the game and put it into your hand.,You may draw two cards.,You may exile a card from your graveyard.,Nothing happens.
What must you discard to use *Learn* and get a card draw?,A card from your hand.,A creature token.,A Lesson card from outside the game.,Life points.
What happens when you use the Learn ability and discard a card?,You draw a card.,You lose a life.,You destroy a creature.,You reveal a card from the opponent’s hand.
"If you use Learn and do not discard a card, what may you do?",You may reveal a Lesson card you own from outside the game and put it into your hand.,You may draw a card from your library.,You may exile a creature from the battlefield.,You may tap a creature to deal damage to an opponent.
"When a player is instructed to venture into a dungeon but doesn’t own a dungeon card in the command zone, where do they place their venture marker?",On the topmost room,In the bottommost room,In the middle room of the dungeon,In a room adjacent to their current position
What does the term “topmost room” refer to in the context of a dungeon?,The room that appears at the top of the stack of rooms in the dungeon layout,The room that appears at the bottom of the stack of rooms in the dungeon layout,The room that is adjacent to the player's current position,The room that is in the middle of the stack of rooms in the dungeon layout
"When a player's venture marker is in any room except the bottommost room of a dungeon card, how must they choose where to move their marker?",They choose an adjacent room by following the arrow that points away from their current room.,They shuffle the dungeon card and place the marker in a random room.,They move the marker to the topmost room without considering arrows.,They discard the dungeon card and choose a new one.
"If a venture marker is in a room that has multiple arrows pointing away, what must the player do?",Choose one of those arrows to follow to an adjacent room.,Follow all the arrows simultaneously and split the marker into multiple tokens.,Ignore the arrows and move the marker to the bottommost room instead.,Flip a coin to decide whether to follow or ignore the arrows.
"When a player is instructed to venture into a dungeon while their venture marker is in a room that is not the dungeon card’s bottommost room, what action must they take?",They move their venture marker to that adjacent room.,They remove the dungeon card from the game.,They roll a die to determine which room to enter next.,They skip their turn and wait for the next round.
What happens when a player is instructed to venture into a dungeon while their venture marker is in the bottommost room of a dungeon card?,The player removes that dungeon card from the game.,The player moves the venture marker to the topmost room of that dungeon.,The player draws a new dungeon card from the library.,The player loses one life.
What is the result of removing a dungeon card from the game?,The player completes that dungeon.,The player gains an additional life.,The player discards all cards in hand.,The player is allowed to choose any other dungeon card to play.
What happens when a player removes a dungeon card from the game because their venture marker is in the bottommost room?,The player completes that dungeon.,The player draws a card from the top of their library.,The player loses a life equal to the dungeon’s difficulty.,The player gains a token creature equal to the dungeon’s depth.
What happens when a player completes a dungeon?,"They choose an appropriate dungeon card they own from outside the game, put it into the command zone, and put their venture marker on the topmost room of that dungeon.",They shuffle the dungeon card back into the main deck and receive a bonus card.,They immediately start the next round of the same dungeon without changing any cards.,They destroy the dungeon card and are eliminated from the game.
"If a player is instructed to ""venture into [quality]"" but they don’t own a dungeon card in the command zone, what must they do?","They choose a dungeon card they own from outside the game with the indicated quality, put it into the command zone, and place their venture marker on the topmost room of that dungeon.",They simply wait until the next turn to acquire a dungeon card.,They discard a random card from their hand and skip venturing.,They play a regular spell card instead of venturing.
Where does a player place their venture marker when they choose a dungeon card from outside the game to venture into?,On the topmost room of that dungeon.,On the bottommost room of that dungeon.,In the middle of the dungeon’s room list.,The marker is not placed at all.
What happens when a nonland card is discarded as part of a connive effect?,The player puts a +1/+1 counter on the conniving permanent.,The player draws an additional card.,The permanent is exiled.,The discarded card is returned to hand.
Who places the +1/+1 counter on the conniving permanent when a nonland card is discarded?,The controller of the permanent puts a +1/+1 counter on it.,The opponent of the controller places the counter.,The discarded card receives the counter.,No one places a counter.
"When does a permanent ""connive""?","After the process described in rule 701.50a is complete, even if some or all of those actions were impossible.",When it enters the battlefield.,When it attacks and is blocked.,When it dies.
"When a permanent changes zones before an effect causes it to connive, what information is used to determine which object connived and who controlled it?",Its last known information,Its current controller on the battlefield,The player who caused the effect,The zone it will enter
"If a permanent has moved to a different zone before being instructed to connive, which data points determine its conniving status and controller?",Its last known information,Its current zone’s controller,The active player’s last known information,The next zone it will enter
When is a player allowed to open an Attraction?,Only during a game in which the player is playing with an Attraction deck,Only during a casual play group,Only when the player has at least 7 cards in hand,Only when the player has a permanent with +1/+1 counters
What steps must a player perform to open an Attraction?,"Move the top card of your Attraction deck off the Attraction deck, turn it face up, and put it onto the battlefield under your control.",Flip all cards of your Attraction deck face down and discard them.,Tap the Attraction deck and draw two cards.,Put the top card into your hand and then cast it immediately.
"After opening an Attraction, where does the top card of the Attraction deck go?",Onto the battlefield under your control.,Into your graveyard.,Into the exile zone.,Back onto the top of the Attraction deck.
When an effect stops an Attraction from entering the battlefield—or replaces its entry with another event—what happens to the ability that would normally trigger when the Attraction is opened?,It doesn’t trigger.,It triggers regardless of the effect.,It triggers after the effect resolves.,The Attraction still enters the battlefield but with an additional counter.
What do you do to roll to visit your Attractions?,Roll a six‑sided die.,Flip a coin instead.,Draw a card from the top of your library.,Choose a card from your hand to shuffle back into the deck.
When does an Attraction’s visit ability trigger?,When the die result matches the number lit up on the Attraction.,When the Attraction is tapped.,When an opponent casts a spell.,When you discard a card.
"If you control more than one Attraction that matches the die result, what happens?",Each of those Attractions is visited and its visit ability triggers.,Only the first matching Attraction triggers.,No ability triggers at all.,Only the last matching Attraction triggers.
"When you roll a die to visit your Attractions, what occurs if the result matches the lit number on one or more of your Attractions?",Each of those Attractions has been “visited” and its visit ability triggers.,You lose a life point for each matched Attraction.,The Attractions enter the battlefield with a +1/+1 counter.,Nothing happens; the die roll is ignored.
What happens when a player uses the Incubate ability?,It creates an Incubator token that enters the battlefield with N +1/+1 counters on it.,It deals N damage to each opponent.,It allows the player to draw N cards.,It causes each creature you control to gain haste.
What is the back face of an Incubator token?,A 0/0 colorless Phyrexian artifact creature named “Phyrexian Token.”,A 0/0 colorless Phyrexian artifact creature named “Phyrexian Token” that can tap for mana.,A 0/0 colorless Phyrexian artifact creature named “Phyrexian Token” that deals 2 damage to each creature.,A 0/0 colorless Phyrexian artifact creature named “Phyrexian Token” that has flying.
What ability is written on the front face of an Incubator token?,{2}: Transform this token.,{2}: Sacrifice this token to gain life.,{2}: Put this token on the bottom of your library.,{2}: Return this token to its owner's hand.
What type of token is an Incubator token?,A double‑faced token,A single‑faced token,A creature token with a color,A mana‑producing token
What is the front face of an Incubator token?,A colorless Incubator artifact with “{2}: Transform this token.”,A 0/0 Phyrexian artifact creature,A colorless Phyrexian creature that can be turned into a creature,A token that grants two additional +1/+1 counters each turn
What ability is written on the front face of an Incubator token?,{2}: Transform this token.,{3}: Destroy target creature.,Tap: Add one mana of any color.,Sacrifice this token to draw a card.
What creature appears on the back face of an Incubator token?,"Phyrexian Token, a 0/0 colorless Phyrexian artifact creature.","Stormcaller, a 3/3 blue creature.","Mighty Dragon, a 5/5 red creature.","Silver Knight, a 2/2 white artifact creature."
"When a spell or ability says “the Ring tempts you,” what must you do?",Choose a creature you control.,Deal damage to all opponent’s creatures.,Tap all your lands.,Lose the game if you have no creatures.
"After the Ring tempts you, what happens to the creature you chose?",It becomes your Ring‑bearer until another creature becomes your Ring‑bearer or another player gains control of it.,It is returned to its owner’s hand.,It becomes a 0/0 creature.,It is exiled forever.
