question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
What occurs when a player chooses to mulligan their opening hand?,"They shuffle their entire hand back into their deck and draw a new hand of one fewer card, starting with six cards.",They keep their hand and simply wait for the next turn.,They discard all cards and replace them with seven new cards.,They immediately end their turn.
How many cards does a player draw after the first mulligan?,Six cards.,Seven cards.,Five cards.,Four cards.
"When a player takes a mulligan in Magic, what does the rule allow them to do?","They can shuffle their hand back into the deck and draw a new hand with one fewer card, repeating this until they choose to keep a hand.",They can shuffle only the discarded cards back into the deck and keep the same number of cards.,They can shuffle their hand back into the deck but must discard one card from their library instead.,They are forced to keep the original hand without any changes.
What does the rule that each turn proceeds in the same sequence imply about the structure of a turn?,It means that every player follows the same order of phases and steps during their turn.,It means that a player can choose to skip any phase they wish.,It means that the game always starts with a draw step.,It means that the active player can alter the order of phases at will.
What happens to triggered abilities when you enter a new step or phase?,"They trigger and are put on the stack,","They resolve immediately,","They are moved to the battlefield,",They are discarded.
At what point are triggered abilities added to the stack during a turn?,"When a new step or phase begins,","When the active player casts a spell,","When a player declares attack,",When the stack is cleared.
Which player has priority to cast spells and activate abilities first during a turn?,The active player,The non‑active player,Both players simultaneously,The player with the most mana
"After the active player has had the chance to cast spells and activate abilities, what happens next?",The other player gets to cast spells and activate abilities,The game ends immediately,The active player gets a second chance,All abilities are put on the stack immediately
What happens when both players decline to do anything and nothing is waiting to resolve?,The game will move to the next step or phase.,The game resets to the beginning of the turn.,The game ends.,The active player gets another turn.
"During the untap step, what happens to a player's tapped permanents?",They are untapped.,They are tapped again.,They are discarded into the graveyard.,They are moved to the exile zone.
Can a player cast spells or activate abilities during the untap step?,No.,"Yes, but only instant spells.","Yes, but only if the opponent is also casting a spell.","Yes, but only after the upkeep step."
During which step of the turn are players prohibited from casting spells and activating abilities?,The Untap Step,The Upkeep Step,The Draw Step,The Combat Step
What is not allowed during the Untap Step?,Casting spells or activating abilities,Playing a creature from your hand,Tapping a permanent,Drawing a card
What type of ability triggers at the beginning of a player's upkeep?,"An ability that triggers ""at the beginning of your upkeep.""","An ability that triggers ""during the combat step.""","An ability that triggers ""at the end of your turn.""","An ability that triggers ""when you cast an instant."""
What actions can a player take during the upkeep step?,Cast instants and activate abilities.,Draw cards from their library.,Attack with creatures.,Pay life to reduce damage.
"During the draw step, what does a player do?",Draw a card from their library.,Pay life equal to the number of cards in hand.,Discard a card.,Summon a creature.
Why does the first player skip their draw step on the first turn?,To compensate for the advantage of going first.,Because they have no cards to draw.,Because the rules forbid drawing.,Because the game starts with an empty hand.
"After drawing a card in the draw step, what can a player do?",Cast instants and activate abilities.,Immediately end their turn.,Move a card to the graveyard.,Create a token.
Which player skips the draw step on their first turn?,The player who goes first,The player who goes second,Both players,Neither player
What types of spells are allowed to be cast during your turn?,"Sorceries, instants, creatures, artifacts, enchantments, and planeswalkers",Only sorceries and creatures,Only instant and sorcery spells,Only artifact and enchantment spells
What can you do immediately after drawing a card in the draw step?,You can cast instants and activate abilities,You can cast only sorceries,You can cast only creatures,"You can only activate abilities, but not cast spells"
"During the upkeep step, how many spells of each type can a player cast?","Any number of sorceries, instants, creatures, artifacts, enchantments, and planeswalkers.",Only one spell of each type.,Only a single sorcery and a single instant.,No spells can be cast.
What can a player activate during the upkeep step?,Any ability that can be activated.,Only activated abilities of creatures.,Only activated abilities of artifacts.,Only activated abilities of spells.
During which phase can a player play a land?,During the main phase.   During the combat phase.   During the upkeep phase.   During the end step.,During the combat phase,During the upkeep phase,During the end step
How many lands can a player play in a single turn?,Only one land per turn.   Two lands per turn.   Three lands per turn.   Four lands per turn.,Two lands per turn,Three lands per turn,Four lands per turn
What actions can players perform during the beginning of combat step?,Players can cast instants and activate abilities.,Players can play lands.,Players can draw cards.,Players can sacrifice creatures.
"During the beginning of combat step, what are players allowed to do?",Players can cast instants and activate abilities.,Players can declare blockers.,Players can change the battlefield state by moving permanents.,Players can pay life to cast spells.
Which step of the combat phase gives your opponent the last chance to cast spells or activate abilities that stop your creatures from attacking?,Beginning of combat step,Declare attackers step,Declare blockers step,End of combat step
What is the last opportunity your opponent has to play spells or activate abilities that prevent your creatures from attacking?,The beginning of combat step,The beginning of your turn,After you declare attackers,After you declare blockers
At what point can your opponent prevent your creatures from attacking by casting spells or activating abilities?,During the beginning of combat step,During the end of combat step,After combat damage,During the beginning of your turn
During which step do you decide which of your untapped creatures will attack and which player or planeswalker they will attack?,Declare Attackers Step,Declare Blockers Step,Combat Phase Start,End Step
"After you decide which untapped creatures will attack, what happens to those creatures?",They tap,They become tapped after the next turn,They untap and remain available for future combat,They immediately die
What happens to attacking creatures when they are declared?,They tap.,They untap.,They are sacrificed.,They are put into the graveyard.
"After attacking creatures have tapped, what actions can a player take?",Cast instants and activate abilities.,Only cast sorceries.,Only activate abilities.,No actions are allowed.
What action must the defending player take during the declare blockers step?,Decide which of their untapped creatures will block the attacking creatures.,Decide which player will win the game.,Declare which creatures will attack.,Discard a card from their hand.
"When multiple creatures block a single attacker, what must the defending player do?","Order the blockers to determine which is first in line for damage, which is second, and so on.",Shuffle their hand.,Choose the attacking creature to block.,Move all blocking creatures to the battlefield tapped.
"When multiple creatures block a single attacker, who orders the blockers to determine the damage assignment order?",The defending player orders the blockers.,The attacking player orders the blockers.,The blockers are ordered randomly.,The order is based on the blockers' mana costs.
"After blockers are declared, what can players do?",They can cast instants and activate abilities.,They must skip the combat damage step.,They must declare additional blockers.,They must reveal all their cards.
Which actions are permissible after blockers are declared?,Cast instants and activate abilities.,Play lands.,Tap all creatures.,Pay life.
What are the possible recipients of combat damage from a creature that is still on the battlefield?,"The defending player, the defending planeswalker, the creature or creatures blocking it, or the creature it's blocking",The attacking player,The creature's controller,The opponent's deck
How is combat damage divided among multiple blockers when an attacking creature is blocked by several creatures?,"By assigning at least enough damage to destroy the first blocking creature in line before assigning damage to the next one, and so on",Damage is divided equally among all blocking creatures regardless of toughness,The attacker can choose to deal damage only to the first blocker and ignore the rest,Damage is split randomly among the blockers
Who receives combat damage from an attacking creature that is not blocked?,The defending player or planeswalker,The attacking player,The creature's controller,The opponent's library
When is combat damage dealt in the combat phase?,"After all damage assignments are made, combat damage is dealt simultaneously",During the declare blockers step,Immediately after assigning damage to each creature,In separate steps for each creature
How does an attacker determine the order of blockers for damage assignment?,"The attacker orders the blockers, assigning at least enough damage to destroy the first one before assigning to the next",The order is random,The defender chooses the order,The order is based on creature types
"When an attacking creature is blocked by several creatures, how must you assign its combat damage?","Assign at least enough damage to the first blocking creature to destroy it before assigning damage to the next one in line, and continue in order.",Assign all combat damage evenly among all blockers regardless of toughness.,Assign combat damage only to the blocker with the lowest toughness.,Assign combat damage to the defending player instead of the blockers.
What must you do before assigning combat damage to the second blocker when an attacking creature is blocked by multiple creatures?,Assign at least enough damage to destroy the first blocking creature before assigning damage to the next one.,Skip the first blocker and assign damage directly to the second.,Assign damage to the second blocker without regard to the first blocker's toughness.,Assign all damage to the first blocker and then discard the rest.
"After players assign combat damage during the combat step, what happens?",All combat damage is dealt simultaneously.,Combat damage is dealt one creature at a time in the order of the battlefield.,Players can immediately cast instant spells before combat damage is dealt.,Combat damage is only dealt if no spells are on the stack.
When does combat damage get resolved in Magic: The Gathering?,Combat damage is resolved all at once after all players have assigned damage.,Combat damage is resolved immediately after the attacking creature is declared.,Combat damage is resolved only after the combat damage step ends.,Combat damage is resolved before players get the chance to cast instant spells.
What actions can players take during the End of Combat step?,Cast instants and activate abilities,Play lands,Cast sorceries,Declare blockers
"During the second main phase, what kinds of spells can a player cast?","All types of spells (instants, sorceries, creature, artifact, enchantment, planeswalker, etc.).",Only instant spells.,Only sorcery spells.,Only non‑creature spells.
"During the second main phase, what spells can an opponent cast?",Only instant spells.,All types of spells.,Only sorcery spells.,No spells at all.
What is the rule for playing lands during the second main phase?,You can play a land during this phase if you didn't play a land during the first main phase.,You can play any number of lands during this phase.,You must play a land during the second main phase.,You cannot play lands during the second main phase.
When do abilities that trigger at the beginning of your end step go onto the stack?,At the beginning of your end step.,When the end step ends.,During the cleanup step.,After all players have finished casting spells.
What must a player do during the cleanup step if they have more than seven cards in hand?,Choose and discard cards until only seven remain in your hand.,Draw a card until you have seven cards.,Discard all cards in your hand.,Do nothing.
When do abilities that trigger 'at the beginning of your end step' go onto the stack?,At the beginning of your end step,At the beginning of your upkeep,At the beginning of the main phase,After the end step
"During the end step, what can a player do?",Cast instants and activate abilities,Cast sorceries,Play lands,Draw cards
"During the cleanup step, what must you do if you hold more than seven cards in your hand?",You must discard cards until you have only seven in your hand,You must shuffle your hand and draw a new hand of seven cards,You can keep all cards; there is no limit,You must discard all cards and draw seven new ones
What happens to damage marked on creatures during the cleanup step?,All damage on creatures is removed,All damage is doubled,Damage remains until the next cleanup step,Only damage on attacking creatures is removed
Can a player cast instant spells or activate abilities during the cleanup step?,"No, unless an ability triggers during this step","Yes, players can cast spells normally during the cleanup step","Only instant spells can be cast, but abilities cannot be activated",Players can activate abilities but cannot cast spells
"During the cleanup step, what happens to damage that has been dealt to creatures?",All damage on creatures is removed.,All damage on creatures is doubled.,All damage on creatures is transferred to the controller of the creature.,All damage on creatures remains until the next cleanup step.
Which duration-based effects are ended during the cleanup step?,All 'until end of turn' and 'this turn' effects end.,Only 'until end of turn' effects end.,"All duration-based effects, regardless of length, end.",Only 'this turn' effects end.
When are 'until end of turn' and 'this turn' effects removed from the game state?,During the cleanup step.,During the beginning step.,During the main phase.,During the upkeep step.
"During the cleanup step, what restriction applies to casting instant spells and activating abilities?",No one can cast instants or activate abilities unless an ability triggers during this step,All instant spells and abilities can be used freely during the cleanup step,Only the active player can cast instant spells during the cleanup step,You can cast instant spells but cannot activate any abilities during the cleanup step
Under what condition can a player activate an ability during the cleanup step?,Only if the ability triggers during the cleanup step,Any activated ability can be used during the cleanup step,Only activated abilities that cost mana can be used during the cleanup step,Abilities cannot be activated during the cleanup step under any circumstance
"During a player's untap step, what happens to their permanents?",The permanents untap,The permanents tap,The permanents deal damage to opponents,The permanents are removed from the battlefield
What is the next step after a player finishes the untap step on their turn?,The turn proceeds to the tap step,The turn immediately ends,The player may cast any instant spells,The player must lose life equal to the number of untapped permanents
What is the result when a player's life total reaches zero in Magic: The Gathering?,"The game ends immediately, and the opponent wins!",A token is created and the game continues.,Both players lose and the game ends in a draw.,The player loses the game after the next turn.
"What does the phrase ""lots of different ways to play"" refer to in Magic: The Gathering?","It refers to the variety of formats and starting conditions, such as using new cards, building decks in advance, or playing with multiple players.",It means there is only one standard way to play the game.,It implies that players can only use pre-made decks.,It indicates that the game can only be played in online mode.
Which option allows players to start on equal footing with brand‑new cards?,"Starting a game with brand‑new cards, rather than building decks from existing collections.",Playing with a pre‑constructed deck from a friend’s collection.,Using only cards already in your collection.,Playing a multiplayer game with no new cards.
What gives all players a fair starting point in Limited play?,Everyone can start on equal footing with brand-new cards rather than build decks in advance from the cards in their collections.,Everyone must only use cards they already own.,Only one player can play with new cards.,Players build decks from scratch using pre-made card lists.
Can you play limited with more than one friend?,"Yes, you can play with a bunch of friends, not just one.","No, limited play requires a single opponent.","Yes, but only two friends at a time.",Only tournament play allows multiplayer; casual play does not.
How do players construct decks in Limited play?,By building them on the spot out of a number of booster packs.,By selecting cards from a pre-made card pool.,By drawing cards from a shared common deck.,By borrowing cards from other players.
What does it mean that a deck is made from a limited card pool?,"Only the cards that were opened in the booster packs used to build the deck, plus basic lands, can be included in the deck.",Any cards from your personal collection can be included.,"You can use cards from any current set, regardless of the packs.",You can include cards from other formats such as Commander or Modern.
What is the minimum number of cards a Limited deck must contain?,40,50,60,30
"Compared to Constructed decks, how many cards does a Limited deck require?",10 fewer cards (40 instead of 60),20 more cards,same number,50 instead of 60
Which cards are allowed to be used in a limited format deck?,"Only the cards opened in the booster packs you used to build the deck, plus any number of basic land cards.",Any card from your personal collection.,Any card from any other format.,"All cards from previous sets, regardless of whether you opened them in the current limited event."
What is the exception to the card restriction in limited formats regarding land cards?,Any number of basic land cards may be used in addition to the cards opened from the booster packs.,Any non‑basic land cards may be used in unlimited quantity.,Only basic lands from the same set as the booster packs may be used.,Basic lands can only be used if you own them in your personal collection.
Approximately how many lands should a 40-card limited deck contain?,17 lands,10 lands,25 lands,5 lands
Approximately how many creatures should a 40-card limited deck contain?,15 creatures,30 creatures,5 creatures,20 creatures
What is the source of cards that players use to build their decks in the Limited format?,brand-new booster packs,cards from the previous season,cards from other players' decks,cards purchased from a card shop
How many 15‑card booster packs does each player open to build a deck in Limited?,six 15‑card boosters,four 15‑card boosters,ten 15‑card boosters,two 15‑card boosters
How many cards must each Limited deck contain?,40 cards,60 cards,50 cards,30 cards
How many booster packs does each player open in Limited format?,"six, four, eight, ten",four,eight,ten
How many unopened 15‑card booster packs does each player start with in a Limited draft?,three,four,six,two
"During a Limited draft, what is the main activity players engage in?",selecting cards from opened packs to build their decks,playing a full deck of cards,building a deck from the shop,choosing only basic lands
What does the draft process involve in the Limited format?,selecting (drafting) cards for your decks from unopened booster packs,trading cards with other players at the table,buying additional cards from the shop,building a deck from the cards in your own packs only
What action does a player perform at the start of a booster draft?,Open a booster pack and choose a card from it.,Discard a card from their hand.,Buy a new card from the store.,Shuffle all their cards and draw a new hand.
"After selecting a card from a booster pack, what does a player do with the remaining cards?",Pass the rest of the pack to the player on their left.,Keep the rest of the pack in their hand.,Return the rest of the pack to the box.,Burn the remaining cards.
Can you see the cards that other players draft during a booster draft?,"No, you cannot see the cards that the other players draft.","Yes, you can see all cards before making a pick.","Yes, you can see them only after the draft is finished.",You can see only the last card each player picks.
"After you pick a card from a booster pack in a draft, to which direction do you pass the remaining cards?",You pass the rest of the pack to the left.,You pass the rest of the pack to the right.,You pass the rest of the pack to the opponent who picked the same card.,You pass the rest of the pack randomly.
"After a player receives a pack during a booster draft, what does he or she do next?",Select a card and pass the rest of the pack to the left,Select a card and pass the rest of the pack to the right,Discard all the cards in the pack,Turn the pack over and reveal all cards to the table
In which direction is the remaining pack passed after a player picks a card during a booster draft?,To the left,To the right,Toward the center of the table,Back to the same player who just picked the card
"In a 3‑pack draft, which direction is the pack passed after the first pack is drafted?",right,left,up,down
"During a 3‑pack draft, after drafting the second pack, which direction do players pass the third pack?",left,right,up,down
Which direction do you pass a draft pack after drafting the third pack in a standard draft?,To the left,To the right,Back to the dealer,To your opponent's opponent
How many cards must a deck contain in this draft format?,40 cards,60 cards,40 cards plus an additional 10 lands,30 cards
Are you restricted in the number of basic lands you can include in your deck?,"No, you can include any number of basic lands","Yes, you may include only 20 basic lands","Yes, you must include exactly 24 basic lands",You cannot include basic lands at all
Which Magic multiplayer formats can be played using only traditional Magic cards?,Two-Headed Giant and Commander,Mirrodin Besieged,Dominaria,War of the Spark
What special tools are sometimes used in multiplayer variants of Magic to create a unique experience?,Oversized cards or a special die,A time machine,A smartphone app,An extra deck of cards
Name a popular multiplayer format that can be played with more than two players.,Two-Headed Giant,Magic: The Gathering Standard,Modern,Legacy
Which two multiplayer formats are mentioned that can be played using only traditional Magic cards?,Two-Headed Giant and Commander,Two-Headed Giant and Modern,Commander and Planar Chaos,Two-Headed Giant and Standard
What types of items are used in some multiplayer variants of Magic: The Gathering to create a unique experience?,oversized cards or a special die,regular play cards,dice with no special markings,a deck of standard cards
How many players are on each team in a Two-Headed Giant game?,Two,Three,Four,One
What is the starting shared life total for each team in a Two-Headed Giant game?,30,40,20,50
What is shared by a team in a Two-Headed Giant game besides life total?,Their turn,Their mana pool,Their graveyard,Their hand
What rule allows teammates in Two‑Headed Giant to see each other's hands and discuss strategy?,Teammates can show each other their hands and discuss strategy.,Teammates must exchange hands each turn.,Teammates can only discuss strategy if a card says so.,Teammates cannot see each other's hands.
What is the starting life total for each team in a Two-Headed Giant game?,30,20,40,25
"In a Two-Headed Giant game, how are attacking creatures handled?","The team attacks as a group, with all creatures of the team attacking the opposing team together",Only the active player’s creatures attack individually,Each player chooses a single creature to attack,Creatures attack only the teammate who controls them
Do players in Two-Headed Giant share a common library?,"No, each player still has their own individual library","Yes, all players share a single pool of cards",Only the teammates share a library during the game,Players share a library only when they draw from the graveyard
"In Two-Headed Giant, do players share mana when casting spells?","No, each player spends their own mana","Yes, mana is pooled and used by the team",Mana is shared only when casting a team spell,Only the active player can spend mana
Do players in a team-based Commander game share a library?,"No, each player has their own individual library.","Yes, all players share one common library.",They share a library only when the game is played in a restricted format.,They share a library only if the commander is a legendary creature.
Do players in a team-based Commander game control the same permanents?,"No, each player controls their own permanents.","Yes, all permanents are controlled by the team leader.","Only artifacts are shared, creatures remain separate.",Permanents are shared only during the combat phase.
"In a team-based Commander game, do players spend mana together or individually?",Players spend their own mana individually.,All players pool their mana into a single shared pool.,Mana is only spent by the team captain.,Players draw mana from a common mana pool at the start of each turn.
What is a commander in a Commander game?,A legendary creature that leads each player's deck,A creature that automatically wins the game,A creature that can be traded between players,A creature that only appears during the last turn
What is the recommended number of players for a Commander game?,3-6 players,1-2 players,7-10 players,More than 10 players
Which format is best enjoyed for a Commander game?,"A free-for-all game among 3-6 players",A two-player game,A team game with 2 teams,Solo play
"In a multiplayer Magic: The Gathering game, how many cards does a player draw on the first mulligan?",Seven cards,Six cards,Eight cards,Five cards
"After the first mulligan in a multiplayer game, how does each subsequent mulligan affect the player's hand size?","The hand size decreases by one card, as it does in normal multiplayer play",The hand size stays the same as before the mulligan,The hand size increases by one card,The hand size increases by two cards
"In multiplayer games, what happens to subsequent hands after the first mulligan?",Subsequent hands decrease by one card as normal.,Subsequent hands increase by one card.,Subsequent hands remain the same number of cards.,Subsequent hands are skipped entirely.
"In a Two‑Headed Giant game, what special rule applies to the team that goes first regarding the draw step?",The team who plays first skips the draw step of their first turn.,The team who plays first must draw an extra card.,The team who plays first is forced to mulligan.,The team who plays first cannot play any spells that turn.
Do any players skip the draw step on their first turn in multiplayer games other than Two‑Headed Giant?,"No, no player skips the draw step.","Yes, the first player skips the draw step.","Yes, all players skip the draw step.","Yes, only the second player skips the draw step."
What does the Planechase variant add to a multiplayer game of Magic?,A deck of oversized plane cards that set the location for your multiplayer battles across the Multiverse.,A new type of creature card,A deck of basic land cards,A set of special rules that eliminate the draw step
What is the role of the oversized plane cards introduced by Planechase?,They determine the location for your multiplayer battles across the Multiverse.,They establish the number of players in the game,They replace all other types of cards,They grant each player an extra life point per turn
What do the plane cards in Planechase do?,They alter the rules of the game.,They give you extra life.,They allow you to draw additional cards.,They replace your deck with a new one.
What does rolling the planar die allow a player to do in Planechase?,Planeswalk to a new plane,Draw an extra card,Deal damage to all opponents,Give yourself a temporary bonus life
What should a player expect when rolling the planar die?,Occasional chaotic results,A predictable outcome,Guaranteed benefit,No effect on the game
How many life points does the archenemy begin with in an Archenemy game?,40,30,20,50
What is the purpose of the archenemy's extra deck in an Archenemy game?,It contains oversized scheme cards that the archenemy can use,It contains extra life tokens,It holds the players' starting hands,It is a deck of creature cards
What does the generic mana symbol 'o2' represent in a mana cost?,Pay any two mana of any type,Pay two red mana,Pay two colorless mana only,Pay two mana of the same color
"In an Archenemy game, what is the goal of the other players?",Defeat the archenemy,Collect as many treasure tokens as possible,Win a best‑of‑three match,Become the archenemy
What is the role of the player who starts with 40 life and an extra deck of scheme cards in an Archenemy game?,They are the archenemy.,They are a teammate.,They are the judge.,They are the referee.
What does a generic mana symbol like 2 in a card's cost allow you to pay?,Any two mana of any type.,Two mana of the same color only.,Two colorless mana only.,Two mana of the specific color the card is.
What does a generic mana symbol such as o2 mean in a spell's cost?,It means you can pay any two mana of any type.,It means you must pay two red mana.,It means you must pay exactly two colorless mana.,It means you can pay one mana of any type and one mana of any color.
What does the symbol oX allow you to do when it appears in a mana cost?,You get to choose the number that X represents.,It forces you to pay one generic mana.,It forces you to pay a colorless mana and a colored mana.,It requires you to pay only red mana.
Which of the following is a valid way to pay the generic mana cost of o2?,Paying one red mana and one green mana.,Paying one blue mana and one white mana.,Paying one red mana and one colorless mana.,Paying two colorless mana only.
"What does the ""X"" symbol represent in a mana cost?","It allows the player to choose a number, which is then used as the amount of mana required.",It stands for one blue mana.,It indicates that the card cannot be cast.,It stands for a variable creature power.
"If a mana cost includes ""oX"", how is the value of X determined?",The player chooses the number X during the casting of the spell.,X is always 2.,X equals the number of lands you control.,X is fixed by the card's text.
What does the symbol o1 represent in Magic: The Gathering?,One colorless mana.,One red mana.,One generic mana that can be any color.,One mana that can only be used to pay for colorless mana costs.
Can colorless mana be used to pay for a colored mana cost?,"No, colorless mana cannot pay for colored mana costs.","Yes, it can be used to pay for any colored cost.","Yes, but only if the card specifies it can be used for colored costs.","No, only if the cost itself is colorless."
What does the symbol oW represent?,One white mana,One colorless mana,One blue mana,One red mana
What land produces the mana symbol oU?,Island,Mountain,Plains,Swamp
Which color is associated with the mana symbol oB?,Black,Blue,White,Red
What color of mana does oR represent?,Red,Blue,Black,White
What does tapping an Island produce?,oU (one blue mana),oW (one white mana),oB (one black mana),oR (one red mana)
What color is the mana represented by oU?,Blue,White,Black,Red
What color is a card that contains the symbol oB in its mana cost?,black,white,blue,red
What does the oT symbol mean in Magic: The Gathering?,"It indicates a tap cost – you must tap the card to pay it, and you cannot pay that cost if the card is already tapped.",It indicates an untap cost – you must untap the card to pay it.,It indicates a sacrifice cost – you must sacrifice the card to pay it.,It indicates a discard cost – you must discard the card to pay it.
What does the tap symbol (oT) indicate in Magic: The Gathering?,It means the card must be tapped (turned sideways) as part of paying a cost.,It means the card is removed from the game.,It means the card is sacrificed.,It indicates a creature can attack.
When can a creature pay its tap cost (oT)?,Only after the creature has started your turn on the battlefield under your control.,Only when the creature is already tapped.,Only during your opponent's turn.,Only if it is a legendary creature.
When can you pay a creature's own ability (oT) costs?,When the creature starts your turn on the battlefield under your control.,When the creature is tapped.,When the creature is on the battlefield under opponent's control.,When the creature was cast this turn.
What does the oh1 hybrid mana symbol represent?,It can be paid with either one white mana or one blue mana.,It can be paid with any green mana.,It can be paid with two mana of any color.,It cannot be paid with mana of any color.
What does the presence of a hybrid mana symbol in a card's mana cost indicate about the card's color identity?,The card is considered to have both colors.,The card is only white.,The card is only blue.,The card has no color.
"Which colors does the hybrid mana symbol ""oh1"" represent?",both white and blue,red and green,black and white,blue and black
"If a card has ""oh1"" in its mana cost, what color identities does it possess?",both white and blue,only white,only blue,colorless
What does a creature's H/H designation indicate about its power and toughness?,Its power and toughness are set by an ability it has rather than being fixed numbers,Its power and toughness are always 0/0,It can be any random number each turn,It has no power or toughness until it attacks
How does Nightmare determine its power and toughness?,They are each equal to the number of Swamps you control,They are equal to the number of cards in your hand,They are each equal to the number of Mountains you control,They are fixed at 2/2 regardless of the board
What determines a creature's power and toughness if it has stars on its card?,An ability the creature has sets its power and toughness.,The number of stars indicates the fixed power/toughness.,The creature's power and toughness are always 0/0.,They are set by the amount of mana the player has spent.
How does Nightmare determine its power and toughness?,They are equal to the number of Swamps you control.,They are fixed at 4/4 when it enters the battlefield.,They are equal to the number of creatures you control.,"They are equal to the number of lands you control, regardless of type."
"If you control four Swamps when Nightmare enters the battlefield, what are its power and toughness?",4/4,3/3,4/5,5/4
What happens to Nightmare's power and toughness if you later play more Swamps?,They increase with the number of Swamps you control.,They stay the same once it enters the battlefield.,They reset to 0/0.,They become equal to the number of lands you control.
"If you play additional Swamps after Nightmare has entered the battlefield, what happens to Nightmare's power and toughness?",They increase to match the new total number of Swamps you control.,They stay at the power and toughness they had when Nightmare entered.,They decrease because the creature has already been on the battlefield.,They become fixed at 1/1 regardless of Swamp count.
"In the sentence ""If you play more Swamps later on, it will get even bigger,"" what does ""even bigger"" refer to?",Nightmare's power and toughness.,The number of Swamps you control.,The size of your battlefield.,The amount of mana you have.
What does any text on a permanent (except reminder text and flavor text) tell you?,It tells you the permanent's abilities.,It tells you the permanent's color.,It tells you the permanent's mana cost.,It tells you the permanent's upkeep requirement.
What are the three kinds of abilities a permanent can have?,"Activated abilities, static abilities, and triggered abilities","Passive abilities, defensive abilities, and offensive abilities","Reactive abilities, conditional abilities, and continuous abilities","Hidden abilities, temporary abilities, and permanent abilities"
Which of the following is NOT one of the three kinds of abilities a permanent can have?,Damage abilities,Activated abilities,Static abilities,Triggered abilities
Under what condition do abilities of a permanent typically work?,"They work only while the permanent is on the battlefield, unless otherwise specified.",They work only when the player has full mana.,They work only during your turn.,They work only when the permanent is untapped.
Do abilities of a permanent still function after it leaves the battlefield?,"No, they stop working once the permanent is no longer on the battlefield, unless otherwise specified.","Yes, they keep working for the rest of the game.","Yes, as long as the ability was activated before the permanent left.",They only work if the permanent is returned to the battlefield later.
Will a triggered ability still resolve if its source leaves the battlefield after it has triggered?,"Yes, it will resolve unless it is countered, regardless of its source's presence.","No, it is immediately canceled if the source leaves the battlefield.",Only if the source is on the battlefield when the ability resolves.,It depends on whether the ability was activated or triggered.
Will an activated ability still resolve if the creature with that ability leaves the battlefield after you have activated it?,"Yes, it will resolve unless it is countered, even if the source has left.","No, it stops resolving as soon as the source leaves the battlefield.",Only if the source remains on the battlefield until resolution.,It will only resolve if the activation cost was paid fully before leaving.
What steps must you take to activate an ability?,"announce it, choose its targets, and pay its activation cost",cast it from your hand,activate it by sacrificing it,activate it only at the beginning of your turn
What happens to an activated ability once it goes onto the stack?,"It will resolve unless it is countered, regardless of what happens to its source",It disappears if the source leaves the battlefield,It resolves only if the source is still on the battlefield,It resolves immediately without going onto the stack
How is an activated ability written?,'cost: effect','effect: cost',"'cost, effect'","'effect, cost'"
Who gets the first chance to cast spells and activate abilities during a turn?,The active player,The player with the most mana,The player who has the highest power creatures,The opponent
What is the required format of an activated ability?,"The ability is written in the form ""cost: effect.""","The ability is written in the form ""effect: cost.""","The ability is written in the form ""cost + effect.""","The ability is written in the form ""effect + cost."""
Which player gets the first opportunity to cast spells and activate abilities during a turn?,The active player,The defending player,Any player can choose,The player with the most mana
"When activating an ability, which steps must you follow?","You must announce the ability, choose its targets, and pay its activation cost",You must only announce the ability,You must only pay the activation cost,You must only choose its targets
"What is an ""additional cost"" on a spell?",An extra cost that must be paid in addition to the spell’s normal cost,A new card that must be played,A requirement to tap an opponent’s creature,A requirement to sacrifice a creature
Who has the first opportunity to cast spells and activate abilities during a turn?,The active player,The passive player,Any player,Only the opponent
"If a spell indicates an additional cost, what must you pay to cast it?",Both the mana cost and the additional cost,Only the mana cost,Only the additional cost,Nothing at all
"When a spell has an additional cost, what do you need to pay in order to cast it?",Both the mana cost shown in the upper right corner of the card and its additional cost,Only the mana cost shown in the upper right corner of the card,"Only the additional cost, ignoring the mana cost",A special coin that the game dealer gives you before the game starts
What must you pay when casting a spell that has an additional cost?,Both the mana cost in the upper right corner of the card and its additional cost,Only the mana cost in the upper right corner of the card,Only the additional cost listed on the card,Neither of those; you pay nothing extra
Which variant features oversized scheme cards?,A one‑on‑many multiplayer variant,A two‑player variant,A three‑player variant,A solo variant
What type of card is both an artifact and a creature?,Artifact creature,Artifact‑vehicle,Creature artifact,Legendary artifact
During which phase do you decide which of your untapped creatures will attack?,Combat phase,Upkeep phase,Main phase,End step
"When your untapped creatures attack, what happens?",All attack at once,Only one creature attacks at a time,Creatures must attack in a specific order,They attack after blockers are declared
Which card type can be both an artifact and a creature?,Artifact creature,Creature artifact,Artifact,Creature
During which phase do you decide which untapped creatures will attack?,Combat phase,Main phase,Draw phase,End phase
What can your creatures attack during combat?,Players or planeswalkers,Other creatures,Any planeswalker only,Any creature
What cannot be attacked by your creatures?,Other creatures,Players,Planeswalkers,Artifacts
"During your combat phase, what must you decide about your untapped creatures?",Whether they will attack and which player or planeswalker they will attack.,Which lands to sacrifice for mana.,How many spells to cast this turn.,Which creatures to exile.
Which entities can a creature attack during combat?,Players or planeswalkers.,Other creatures.,Lands.,Tokens.
What happens to a creature when it attacks?,It taps.,It untaps.,It dies.,It becomes an artifact.
